scaling,grid_size,unknowns,processes,local_unknowns,method,overlap,sgs_sweeps,repeat,iterations,relative_residual,total_time,spmv_time,halo_time,preconditioner_time,reduction_time,vector_time,job_id
critical,2896,8386816,128,66608,BJ,0,4,1,2135,9.62245e-09,7.76991,0.502399,0.0378482,5.79776,0.860992,0.266674,213719
critical,2896,8386816,128,66608,AS1,1,4,1,1900,9.50243e-09,10.3024,1.05549,0.0204253,8.09956,0.438687,0.381266,213719
critical,2896,8386816,128,66608,AS2,2,4,1,1909,9.94903e-09,11.2195,1.06711,0.018968,8.07271,1.33207,0.415935,213719
critical,2896,8386816,128,66608,BJ,0,4,2,2135,9.62245e-09,7.74089,0.556459,0.0535252,6.09468,0.433268,0.299105,213719
critical,2896,8386816,128,66608,AS1,1,4,2,1900,9.50243e-09,10.3669,1.05229,0.0878068,8.24463,0.407107,0.337663,213719
critical,2896,8386816,128,66608,AS2,2,4,2,1909,9.94903e-09,11.1683,1.10245,0.0866006,8.55834,0.803114,0.377012,213719
critical,2896,8386816,128,66608,BJ,0,4,3,2135,9.62245e-09,7.7263,0.528046,0.0558801,6.10282,0.433031,0.308549,213719
critical,2896,8386816,128,66608,AS1,1,4,3,1900,9.50243e-09,10.2981,1.0478,0.0200709,8.03466,0.502021,0.386899,213719
critical,2896,8386816,128,66608,AS2,2,4,3,1909,9.94903e-09,11.2077,1.08244,0.0204982,8.35535,1.02458,0.415411,213719
critical,2896,8386816,128,66608,BJ,0,4,4,2135,9.62245e-09,7.75732,0.531729,0.0452855,6.07504,0.508366,0.285531,213719
critical,2896,8386816,128,66608,AS1,1,4,4,1900,9.50243e-09,10.4129,1.07031,0.0501758,7.97584,0.652753,0.386094,213719
critical,2896,8386816,128,66608,AS2,2,4,4,1909,9.94903e-09,11.1676,1.07997,0.0216847,8.76421,0.568366,0.424683,213719
critical,2896,8386816,128,66608,BJ,0,4,5,2135,9.62245e-09,7.98052,0.531068,0.057712,6.0934,0.699253,0.301964,213719
critical,2896,8386816,128,66608,AS1,1,4,5,1900,9.50243e-09,10.4144,1.06959,0.0493226,7.97967,0.660775,0.376461,213719
critical,2896,8386816,128,66608,AS2,2,4,5,1909,9.94903e-09,11.149,1.06788,0.0200444,8.35371,0.990724,0.40654,213719
