scaling,grid_size,unknowns,processes,local_unknowns,method,overlap,sgs_sweeps,repeat,iterations,relative_residual,total_time,spmv_time,halo_time,preconditioner_time,reduction_time,vector_time,job_id
weak,1024,1048576,16,65536,BJ,0,4,1,571,9.18973e-09,1.39025,0.0887476,0.00522908,1.15461,0.0208393,0.0572817,216370
weak,1024,1048576,16,65536,AS1,1,4,1,556,9.88594e-09,1.64597,0.138191,0.00507336,1.36375,0.0195935,0.0562537,216370
weak,1024,1048576,16,65536,AS2,2,4,1,551,9.87306e-09,1.67286,0.13636,0.00268206,1.36668,0.045185,0.0574826,216370
weak,1024,1048576,16,65536,BJ,0,4,2,571,9.18973e-09,1.39569,0.0911389,0.00483614,1.15439,0.0239061,0.0577924,216370
weak,1024,1048576,16,65536,AS1,1,4,2,556,9.88594e-09,1.64287,0.14011,0.00654006,1.36109,0.0210811,0.0535423,216370
weak,1024,1048576,16,65536,AS2,2,4,2,551,9.87306e-09,1.66897,0.134679,0.00483534,1.39178,0.0218869,0.0541657,216370
weak,1024,1048576,16,65536,BJ,0,4,3,571,9.18973e-09,1.39096,0.0893952,0.00552993,1.15416,0.0198034,0.0588382,216370
weak,1024,1048576,16,65536,AS1,1,4,3,556,9.88594e-09,1.64816,0.140181,0.00474407,1.36624,0.0157678,0.0573766,216370
weak,1024,1048576,16,65536,AS2,2,4,3,551,9.87306e-09,1.67321,0.134848,0.00260177,1.36424,0.0486579,0.058365,216370
weak,1024,1048576,16,65536,BJ,0,4,4,571,9.18973e-09,1.40028,0.0893092,0.00561236,1.15369,0.0331615,0.0553872,216370
weak,1024,1048576,16,65536,AS1,1,4,4,556,9.88594e-09,1.64199,0.135404,0.0027496,1.35463,0.0271466,0.0569478,216370
weak,1024,1048576,16,65536,AS2,2,4,4,551,9.87306e-09,1.67174,0.139155,0.00497342,1.39306,0.0154613,0.0564891,216370
weak,1024,1048576,16,65536,BJ,0,4,5,571,9.18973e-09,1.39711,0.0935576,0.00590084,1.1541,0.0217514,0.0589239,216370
weak,1024,1048576,16,65536,AS1,1,4,5,556,9.88594e-09,1.64602,0.139513,0.00823564,1.35601,0.0299975,0.0536406,216370
weak,1024,1048576,16,65536,AS2,2,4,5,551,9.87306e-09,1.66844,0.137041,0.00537028,1.3921,0.0147169,0.056849,216370
