scaling,grid_size,unknowns,processes,local_unknowns,method,overlap,sgs_sweeps,repeat,iterations,relative_residual,total_time,spmv_time,halo_time,preconditioner_time,reduction_time,vector_time,job_id
weak,724,524176,8,65884,BJ,0,4,1,462,7.77661e-09,1.1137,0.0727205,0.00442236,0.931643,0.00969587,0.0433444,216369
weak,724,524176,8,65884,AS1,1,4,1,454,9.39962e-09,1.29947,0.109968,0.0021849,1.07861,0.00977233,0.0452912,216369
weak,724,524176,8,65884,AS2,2,4,1,449,8.97536e-09,1.30575,0.108887,0.00445339,1.08102,0.016823,0.0440606,216369
weak,724,524176,8,65884,BJ,0,4,2,462,7.77661e-09,1.11578,0.0728036,0.00448799,0.931954,0.0112733,0.0433938,216369
weak,724,524176,8,65884,AS1,1,4,2,454,9.39962e-09,1.29593,0.106203,0.00271425,1.05771,0.0358678,0.0419357,216369
weak,724,524176,8,65884,AS2,2,4,2,449,8.97536e-09,1.30782,0.107271,0.00435442,1.07831,0.0272354,0.041352,216369
weak,724,524176,8,65884,BJ,0,4,3,462,7.77661e-09,1.11597,0.0724626,0.00429794,0.933067,0.0106635,0.0435345,216369
weak,724,524176,8,65884,AS1,1,4,3,454,9.39962e-09,1.30097,0.112774,0.00732594,1.08309,0.00798297,0.042169,216369
weak,724,524176,8,65884,AS2,2,4,3,449,8.97536e-09,1.30508,0.108445,0.0053002,1.07688,0.0243471,0.0415181,216369
weak,724,524176,8,65884,BJ,0,4,4,462,7.77661e-09,1.11382,0.0721612,0.004356,0.933124,0.0087762,0.0435708,216369
weak,724,524176,8,65884,AS1,1,4,4,454,9.39962e-09,1.29383,0.109377,0.00195388,1.07539,0.00773509,0.045457,216369
weak,724,524176,8,65884,AS2,2,4,4,449,8.97536e-09,1.30817,0.108611,0.00178293,1.08873,0.0112002,0.0445318,216369
weak,724,524176,8,65884,BJ,0,4,5,462,7.77661e-09,1.11229,0.0691371,0.0017936,0.934607,0.0064802,0.0460519,216369
weak,724,524176,8,65884,AS1,1,4,5,454,9.39962e-09,1.29761,0.109775,0.00187353,1.07511,0.0114541,0.0453875,216369
weak,724,524176,8,65884,AS2,2,4,5,449,8.97536e-09,1.30338,0.106701,0.00345303,1.092,0.00854705,0.041752,216369
