scaling,grid_size,unknowns,processes,local_unknowns,method,overlap,sgs_sweeps,repeats,mean_iterations,mean_relative_residual,mean_runtime,std_runtime,min_runtime,max_runtime,job_id
strong,512,262144,16,16384,AS1,1,4,5,291,8.90873e-09,0.201478,0.000178036,0.201214,0.201695,211486
strong,512,262144,16,16384,AS2,2,4,5,289,8.49987e-09,0.209975,0.000594982,0.209221,0.210705,211486
strong,512,262144,16,16384,BJ,0,4,5,309,9.99903e-09,0.190731,0.000549476,0.190409,0.191826,211486
strong,1024,1048576,16,65536,AS1,1,4,5,556,9.88594e-09,1.64606,0.00166475,1.6429,1.6475,211486
strong,1024,1048576,16,65536,AS2,2,4,5,551,9.87306e-09,1.67202,0.00438299,1.6683,1.68001,211486
strong,1024,1048576,16,65536,BJ,0,4,5,571,9.18973e-09,1.38804,0.00143059,1.38604,1.38987,211486
strong,2048,4194304,16,262144,AS1,1,4,5,1066,9.85554e-09,14.9563,0.0269346,14.9147,14.9879,211486
strong,2048,4194304,16,262144,AS2,2,4,5,1036,8.97052e-09,14.6978,0.0267154,14.6562,14.7243,211486
strong,2048,4194304,16,262144,BJ,0,4,5,1079,9.60647e-09,11.5508,0.00903482,11.544,11.5686,211486
