scaling,grid_size,unknowns,processes,local_unknowns,method,overlap,sgs_sweeps,repeats,mean_iterations,mean_relative_residual,mean_runtime,std_runtime,min_runtime,max_runtime,job_id
strong,512,262144,32,8192,AS1,1,4,5,295,7.55314e-09,0.123489,0.000365592,0.122915,0.123949,211487
strong,512,262144,32,8192,AS2,2,4,5,294,8.03923e-09,0.134542,0.000405628,0.13407,0.135191,211487
strong,512,262144,32,8192,BJ,0,4,5,324,9.77187e-09,0.115401,0.000343164,0.114993,0.115969,211487
strong,1024,1048576,32,32768,AS1,1,4,5,562,8.79959e-09,0.861594,0.0038278,0.856617,0.867372,211487
strong,1024,1048576,32,32768,AS2,2,4,5,571,9.77984e-09,0.916927,0.00226904,0.91421,0.920806,211487
strong,1024,1048576,32,32768,BJ,0,4,5,596,8.20908e-09,0.820899,0.00054086,0.820229,0.821804,211487
strong,2048,4194304,32,131072,AS1,1,4,5,1072,9.48762e-09,8.51452,0.00238567,8.51073,8.51774,211487
strong,2048,4194304,32,131072,AS2,2,4,5,1101,9.99227e-09,8.99903,0.0112752,8.98677,9.01475,211487
strong,2048,4194304,32,131072,BJ,0,4,5,1102,9.23498e-09,6.26173,0.00426753,6.25622,6.26618,211487
