scaling,grid_size,unknowns,processes,local_unknowns,method,overlap,sgs_sweeps,repeats,mean_iterations,mean_relative_residual,mean_runtime,std_runtime,min_runtime,max_runtime,job_id
strong,512,262144,1,262144,AS1,1,4,5,201,9.4415e-09,2.84007,0.130722,2.63944,2.99524,211483
strong,512,262144,1,262144,AS2,2,4,5,201,9.4415e-09,2.84191,0.10171,2.73036,2.97185,211483
strong,512,262144,1,262144,BJ,0,4,5,201,9.4415e-09,2.42921,0.0845207,2.30897,2.57429,211483
strong,1024,1048576,1,1048576,AS1,1,4,5,383,9.32925e-09,22.0873,0.415335,21.31,22.4578,211483
strong,1024,1048576,1,1048576,AS2,2,4,5,383,9.32925e-09,22.1428,0.368552,21.7683,22.6423,211483
strong,1024,1048576,1,1048576,BJ,0,4,5,383,9.32925e-09,19.0568,0.393385,18.5383,19.7354,211483
strong,2048,4194304,1,4194304,AS1,1,4,5,764,9.63899e-09,187.949,0.345691,187.564,188.404,211483
strong,2048,4194304,1,4194304,AS2,2,4,5,764,9.63899e-09,188.771,0.449093,187.987,189.363,211483
strong,2048,4194304,1,4194304,BJ,0,4,5,764,9.63899e-09,164.651,1.15025,162.867,165.893,211483
