scaling,grid_size,unknowns,processes,local_unknowns,method,overlap,sgs_sweeps,repeats,mean_iterations,mean_relative_residual,mean_runtime,std_runtime,min_runtime,max_runtime,job_id
weak,1024,1048576,16,65536,AS1,1,4,5,556,9.88594e-09,10.3385,6.36519,2.59527,19.6635,211944
weak,1024,1048576,16,65536,AS2,2,4,5,551,9.87306e-09,6.48456,3.5627,2.40468,13.04,211944
weak,1024,1048576,16,65536,BJ,0,4,5,571,9.18973e-09,12.5747,6.58635,2.30235,20.875,211944
