scaling,grid_size,unknowns,processes,local_unknowns,method,overlap,sgs_sweeps,repeat,iterations,relative_residual,runtime,job_id
strong,2048,4194304,128,32768,BJ,0,4,1,1233,8.66811e-09,2.24536,211489
strong,2048,4194304,128,32768,AS1,1,4,1,1101,9.158e-09,2.35774,211489
strong,2048,4194304,128,32768,AS2,2,4,1,1095,9.60991e-09,2.56673,211489
strong,2048,4194304,128,32768,BJ,0,4,2,1233,8.66811e-09,2.25155,211489
strong,2048,4194304,128,32768,AS1,1,4,2,1101,9.158e-09,2.36259,211489
strong,2048,4194304,128,32768,AS2,2,4,2,1095,9.60991e-09,2.59048,211489
strong,2048,4194304,128,32768,BJ,0,4,3,1233,8.66811e-09,2.23676,211489
strong,2048,4194304,128,32768,AS1,1,4,3,1101,9.158e-09,2.35441,211489
strong,2048,4194304,128,32768,AS2,2,4,3,1095,9.60991e-09,2.5568,211489
strong,2048,4194304,128,32768,BJ,0,4,4,1233,8.66811e-09,2.32281,211489
strong,2048,4194304,128,32768,AS1,1,4,4,1101,9.158e-09,2.36437,211489
strong,2048,4194304,128,32768,AS2,2,4,4,1095,9.60991e-09,2.59094,211489
strong,2048,4194304,128,32768,BJ,0,4,5,1233,8.66811e-09,2.21597,211489
strong,2048,4194304,128,32768,AS1,1,4,5,1101,9.158e-09,2.45147,211489
strong,2048,4194304,128,32768,AS2,2,4,5,1095,9.60991e-09,2.5639,211489
