scaling,grid_size,unknowns,processes,local_unknowns,method,overlap,sgs_sweeps,repeat,iterations,relative_residual,runtime,job_id
weak,256,65536,1,65536,BJ,0,4,1,102,9.00337e-09,0.320154,211490
weak,256,65536,1,65536,AS1,1,4,1,102,9.00337e-09,0.370464,211490
weak,256,65536,1,65536,AS2,2,4,1,102,9.00337e-09,0.347145,211490
weak,256,65536,1,65536,BJ,0,4,2,102,9.00337e-09,0.306584,211490
weak,256,65536,1,65536,AS1,1,4,2,102,9.00337e-09,0.277804,211490
weak,256,65536,1,65536,AS2,2,4,2,102,9.00337e-09,0.273407,211490
weak,256,65536,1,65536,BJ,0,4,3,102,9.00337e-09,0.238274,211490
weak,256,65536,1,65536,AS1,1,4,3,102,9.00337e-09,0.27619,211490
weak,256,65536,1,65536,AS2,2,4,3,102,9.00337e-09,0.286465,211490
weak,256,65536,1,65536,BJ,0,4,4,102,9.00337e-09,0.320041,211490
weak,256,65536,1,65536,AS1,1,4,4,102,9.00337e-09,0.313477,211490
weak,256,65536,1,65536,AS2,2,4,4,102,9.00337e-09,0.350919,211490
weak,256,65536,1,65536,BJ,0,4,5,102,9.00337e-09,0.32295,211490
weak,256,65536,1,65536,AS1,1,4,5,102,9.00337e-09,0.369805,211490
weak,256,65536,1,65536,AS2,2,4,5,102,9.00337e-09,0.358692,211490
