scaling,grid_size,unknowns,processes,local_unknowns,method,overlap,sgs_sweeps,repeat,iterations,relative_residual,runtime,job_id
strong,1024,1048576,64,16384,BJ,0,4,1,636,9.97962e-09,0.643911,211488
strong,1024,1048576,64,16384,AS1,1,4,1,567,8.98817e-09,0.617359,211488
strong,1024,1048576,64,16384,AS2,2,4,1,566,8.47533e-09,0.666333,211488
strong,1024,1048576,64,16384,BJ,0,4,2,636,9.97962e-09,0.642083,211488
strong,1024,1048576,64,16384,AS1,1,4,2,567,8.98817e-09,0.66057,211488
strong,1024,1048576,64,16384,AS2,2,4,2,566,8.47533e-09,0.685129,211488
strong,1024,1048576,64,16384,BJ,0,4,3,636,9.97962e-09,0.638079,211488
strong,1024,1048576,64,16384,AS1,1,4,3,567,8.98817e-09,0.643006,211488
strong,1024,1048576,64,16384,AS2,2,4,3,566,8.47533e-09,0.693641,211488
strong,1024,1048576,64,16384,BJ,0,4,4,636,9.97962e-09,0.637074,211488
strong,1024,1048576,64,16384,AS1,1,4,4,567,8.98817e-09,0.640158,211488
strong,1024,1048576,64,16384,AS2,2,4,4,566,8.47533e-09,0.703792,211488
strong,1024,1048576,64,16384,BJ,0,4,5,636,9.97962e-09,0.615947,211488
strong,1024,1048576,64,16384,AS1,1,4,5,567,8.98817e-09,0.623588,211488
strong,1024,1048576,64,16384,AS2,2,4,5,566,8.47533e-09,0.696955,211488
strong,2048,4194304,64,65536,BJ,0,4,1,1147,8.75946e-09,4.42153,211488
strong,2048,4194304,64,65536,AS1,1,4,1,1083,9.25241e-09,5.75821,211488
strong,2048,4194304,64,65536,AS2,2,4,1,1103,9.39658e-09,6.18141,211488
strong,2048,4194304,64,65536,BJ,0,4,2,1147,8.75946e-09,4.31009,211488
strong,2048,4194304,64,65536,AS1,1,4,2,1083,9.25241e-09,5.78872,211488
strong,2048,4194304,64,65536,AS2,2,4,2,1103,9.39658e-09,6.18665,211488
strong,2048,4194304,64,65536,BJ,0,4,3,1147,8.75946e-09,4.28653,211488
strong,2048,4194304,64,65536,AS1,1,4,3,1083,9.25241e-09,5.69052,211488
strong,2048,4194304,64,65536,AS2,2,4,3,1103,9.39658e-09,6.17988,211488
strong,2048,4194304,64,65536,BJ,0,4,4,1147,8.75946e-09,4.40653,211488
strong,2048,4194304,64,65536,AS1,1,4,4,1083,9.25241e-09,5.78744,211488
strong,2048,4194304,64,65536,AS2,2,4,4,1103,9.39658e-09,6.33474,211488
strong,2048,4194304,64,65536,BJ,0,4,5,1147,8.75946e-09,4.39297,211488
strong,2048,4194304,64,65536,AS1,1,4,5,1083,9.25241e-09,5.9038,211488
strong,2048,4194304,64,65536,AS2,2,4,5,1103,9.39658e-09,6.24212,211488
