scaling,grid_size,unknowns,processes,local_unknowns,method,overlap,sgs_sweeps,repeat,iterations,relative_residual,runtime,job_id
strong,512,262144,2,131072,BJ,0,4,1,335,7.05933e-09,2.24523,211484
strong,512,262144,2,131072,AS1,1,4,1,310,8.5658e-09,2.40109,211484
strong,512,262144,2,131072,AS2,2,4,1,322,7.74869e-09,2.52601,211484
strong,512,262144,2,131072,BJ,0,4,2,335,7.05933e-09,2.23046,211484
strong,512,262144,2,131072,AS1,1,4,2,310,8.5658e-09,2.43802,211484
strong,512,262144,2,131072,AS2,2,4,2,322,7.74869e-09,2.50056,211484
strong,512,262144,2,131072,BJ,0,4,3,335,7.05933e-09,2.34622,211484
strong,512,262144,2,131072,AS1,1,4,3,310,8.5658e-09,2.53498,211484
strong,512,262144,2,131072,AS2,2,4,3,322,7.74869e-09,2.65064,211484
strong,512,262144,2,131072,BJ,0,4,4,335,7.05933e-09,2.24568,211484
strong,512,262144,2,131072,AS1,1,4,4,310,8.5658e-09,2.50801,211484
strong,512,262144,2,131072,AS2,2,4,4,322,7.74869e-09,2.52004,211484
strong,512,262144,2,131072,BJ,0,4,5,335,7.05933e-09,2.31016,211484
strong,512,262144,2,131072,AS1,1,4,5,310,8.5658e-09,2.47026,211484
strong,512,262144,2,131072,AS2,2,4,5,322,7.74869e-09,2.61114,211484
strong,1024,1048576,2,524288,BJ,0,4,1,628,8.39677e-09,17.0314,211484
strong,1024,1048576,2,524288,AS1,1,4,1,618,7.69727e-09,19.6242,211484
strong,1024,1048576,2,524288,AS2,2,4,1,583,9.14869e-09,18.4474,211484
strong,1024,1048576,2,524288,BJ,0,4,2,628,8.39677e-09,17.1248,211484
strong,1024,1048576,2,524288,AS1,1,4,2,618,7.69727e-09,19.8004,211484
strong,1024,1048576,2,524288,AS2,2,4,2,583,9.14869e-09,18.4587,211484
strong,1024,1048576,2,524288,BJ,0,4,3,628,8.39677e-09,17.0738,211484
strong,1024,1048576,2,524288,AS1,1,4,3,618,7.69727e-09,19.834,211484
strong,1024,1048576,2,524288,AS2,2,4,3,583,9.14869e-09,18.728,211484
strong,1024,1048576,2,524288,BJ,0,4,4,628,8.39677e-09,17.2918,211484
strong,1024,1048576,2,524288,AS1,1,4,4,618,7.69727e-09,19.6857,211484
strong,1024,1048576,2,524288,AS2,2,4,4,583,9.14869e-09,18.6747,211484
strong,1024,1048576,2,524288,BJ,0,4,5,628,8.39677e-09,17.0885,211484
strong,1024,1048576,2,524288,AS1,1,4,5,618,7.69727e-09,19.6606,211484
strong,1024,1048576,2,524288,AS2,2,4,5,583,9.14869e-09,18.2054,211484
strong,2048,4194304,2,2097152,BJ,0,4,1,1215,9.36541e-09,139.916,211484
strong,2048,4194304,2,2097152,AS1,1,4,1,1150,9.92848e-09,152.631,211484
strong,2048,4194304,2,2097152,AS2,2,4,1,1112,9.81766e-09,147.876,211484
strong,2048,4194304,2,2097152,BJ,0,4,2,1215,9.36541e-09,139.514,211484
strong,2048,4194304,2,2097152,AS1,1,4,2,1150,9.92848e-09,153.314,211484
strong,2048,4194304,2,2097152,AS2,2,4,2,1112,9.81766e-09,146.539,211484
strong,2048,4194304,2,2097152,BJ,0,4,3,1215,9.36541e-09,139.593,211484
strong,2048,4194304,2,2097152,AS1,1,4,3,1150,9.92848e-09,152.996,211484
strong,2048,4194304,2,2097152,AS2,2,4,3,1112,9.81766e-09,148.416,211484
strong,2048,4194304,2,2097152,BJ,0,4,4,1215,9.36541e-09,139.713,211484
strong,2048,4194304,2,2097152,AS1,1,4,4,1150,9.92848e-09,153.254,211484
strong,2048,4194304,2,2097152,AS2,2,4,4,1112,9.81766e-09,148.5,211484
strong,2048,4194304,2,2097152,BJ,0,4,5,1215,9.36541e-09,139.849,211484
strong,2048,4194304,2,2097152,AS1,1,4,5,1150,9.92848e-09,153.692,211484
strong,2048,4194304,2,2097152,AS2,2,4,5,1112,9.81766e-09,148.037,211484
