scaling,grid_size,unknowns,processes,local_unknowns,method,overlap,sgs_sweeps,repeat,iterations,relative_residual,runtime,job_id
strong,512,262144,4,65536,BJ,0,4,1,299,9.16747e-09,1.07681,211478
strong,512,262144,4,65536,AS1,1,4,1,288,8.47553e-09,1.20041,211478
strong,512,262144,4,65536,AS2,2,4,1,292,8.75927e-09,0.831752,211478
strong,512,262144,4,65536,BJ,0,4,2,299,9.16747e-09,1.00232,211478
strong,512,262144,4,65536,AS1,1,4,2,288,8.47553e-09,1.17053,211478
strong,512,262144,4,65536,AS2,2,4,2,292,8.75927e-09,1.25714,211478
strong,512,262144,4,65536,BJ,0,4,3,299,9.16747e-09,1.27886,211478
strong,512,262144,4,65536,AS1,1,4,3,288,8.47553e-09,1.2728,211478
strong,512,262144,4,65536,AS2,2,4,3,292,8.75927e-09,1.38795,211478
strong,512,262144,4,65536,BJ,0,4,4,299,9.16747e-09,1.10265,211478
strong,512,262144,4,65536,AS1,1,4,4,288,8.47553e-09,1.36216,211478
strong,512,262144,4,65536,AS2,2,4,4,292,8.75927e-09,1.33953,211478
strong,512,262144,4,65536,BJ,0,4,5,299,9.16747e-09,1.02795,211478
strong,512,262144,4,65536,AS1,1,4,5,288,8.47553e-09,1.05942,211478
strong,512,262144,4,65536,AS2,2,4,5,292,8.75927e-09,0.95063,211478
strong,1024,1048576,4,262144,BJ,0,4,1,577,9.65072e-09,7.9914,211478
strong,1024,1048576,4,262144,AS1,1,4,1,553,9.99784e-09,9.84192,211478
strong,1024,1048576,4,262144,AS2,2,4,1,578,9.9035e-09,10.1055,211478
strong,1024,1048576,4,262144,BJ,0,4,2,577,9.65072e-09,8.36989,211478
strong,1024,1048576,4,262144,AS1,1,4,2,553,9.99784e-09,9.24783,211478
strong,1024,1048576,4,262144,AS2,2,4,2,578,9.9035e-09,10.5768,211478
strong,1024,1048576,4,262144,BJ,0,4,3,577,9.65072e-09,8.65101,211478
strong,1024,1048576,4,262144,AS1,1,4,3,553,9.99784e-09,8.53654,211478
strong,1024,1048576,4,262144,AS2,2,4,3,578,9.9035e-09,9.8666,211478
strong,1024,1048576,4,262144,BJ,0,4,4,577,9.65072e-09,8.56175,211478
strong,1024,1048576,4,262144,AS1,1,4,4,553,9.99784e-09,9.60771,211478
strong,1024,1048576,4,262144,AS2,2,4,4,578,9.9035e-09,7.79979,211478
strong,1024,1048576,4,262144,BJ,0,4,5,577,9.65072e-09,8.49232,211478
strong,1024,1048576,4,262144,AS1,1,4,5,553,9.99784e-09,10.1488,211478
strong,1024,1048576,4,262144,AS2,2,4,5,578,9.9035e-09,9.6399,211478
strong,2048,4194304,4,1048576,BJ,0,4,1,1146,9.85032e-09,67.3291,211478
strong,2048,4194304,4,1048576,AS1,1,4,1,1069,8.42689e-09,72.8373,211478
strong,2048,4194304,4,1048576,AS2,2,4,1,1115,9.20774e-09,75.6482,211478
strong,2048,4194304,4,1048576,BJ,0,4,2,1146,9.85032e-09,67.3649,211478
strong,2048,4194304,4,1048576,AS1,1,4,2,1069,8.42689e-09,71.951,211478
strong,2048,4194304,4,1048576,AS2,2,4,2,1115,9.20774e-09,76.4182,211478
strong,2048,4194304,4,1048576,BJ,0,4,3,1146,9.85032e-09,67.5276,211478
strong,2048,4194304,4,1048576,AS1,1,4,3,1069,8.42689e-09,71.3769,211478
strong,2048,4194304,4,1048576,AS2,2,4,3,1115,9.20774e-09,75.8299,211478
strong,2048,4194304,4,1048576,BJ,0,4,4,1146,9.85032e-09,66.715,211478
strong,2048,4194304,4,1048576,AS1,1,4,4,1069,8.42689e-09,72.4181,211478
strong,2048,4194304,4,1048576,AS2,2,4,4,1115,9.20774e-09,76.2648,211478
strong,2048,4194304,4,1048576,BJ,0,4,5,1146,9.85032e-09,69.3171,211478
strong,2048,4194304,4,1048576,AS1,1,4,5,1069,8.42689e-09,72.9504,211478
strong,2048,4194304,4,1048576,AS2,2,4,5,1115,9.20774e-09,76.7774,211478
