scaling,grid_size,unknowns,processes,local_unknowns,method,overlap,sgs_sweeps,repeat,iterations,relative_residual,runtime,job_id
strong,512,262144,1,262144,BJ,0,4,1,201,9.4415e-09,2.30897,211483
strong,512,262144,1,262144,AS1,1,4,1,201,9.4415e-09,2.76946,211483
strong,512,262144,1,262144,AS2,2,4,1,201,9.4415e-09,2.97185,211483
strong,512,262144,1,262144,BJ,0,4,2,201,9.4415e-09,2.57429,211483
strong,512,262144,1,262144,AS1,1,4,2,201,9.4415e-09,2.99524,211483
strong,512,262144,1,262144,AS2,2,4,2,201,9.4415e-09,2.76777,211483
strong,512,262144,1,262144,BJ,0,4,3,201,9.4415e-09,2.42256,211483
strong,512,262144,1,262144,AS1,1,4,3,201,9.4415e-09,2.82957,211483
strong,512,262144,1,262144,AS2,2,4,3,201,9.4415e-09,2.78219,211483
strong,512,262144,1,262144,BJ,0,4,4,201,9.4415e-09,2.42139,211483
strong,512,262144,1,262144,AS1,1,4,4,201,9.4415e-09,2.63944,211483
strong,512,262144,1,262144,AS2,2,4,4,201,9.4415e-09,2.95738,211483
strong,512,262144,1,262144,BJ,0,4,5,201,9.4415e-09,2.41884,211483
strong,512,262144,1,262144,AS1,1,4,5,201,9.4415e-09,2.96662,211483
strong,512,262144,1,262144,AS2,2,4,5,201,9.4415e-09,2.73036,211483
strong,1024,1048576,1,1048576,BJ,0,4,1,383,9.32925e-09,19.7354,211483
strong,1024,1048576,1,1048576,AS1,1,4,1,383,9.32925e-09,22.0883,211483
strong,1024,1048576,1,1048576,AS2,2,4,1,383,9.32925e-09,21.903,211483
strong,1024,1048576,1,1048576,BJ,0,4,2,383,9.32925e-09,18.5383,211483
strong,1024,1048576,1,1048576,AS1,1,4,2,383,9.32925e-09,22.4293,211483
strong,1024,1048576,1,1048576,AS2,2,4,2,383,9.32925e-09,22.6423,211483
strong,1024,1048576,1,1048576,BJ,0,4,3,383,9.32925e-09,19.1575,211483
strong,1024,1048576,1,1048576,AS1,1,4,3,383,9.32925e-09,22.1512,211483
strong,1024,1048576,1,1048576,AS2,2,4,3,383,9.32925e-09,22.5358,211483
strong,1024,1048576,1,1048576,BJ,0,4,4,383,9.32925e-09,18.9153,211483
strong,1024,1048576,1,1048576,AS1,1,4,4,383,9.32925e-09,22.4578,211483
strong,1024,1048576,1,1048576,AS2,2,4,4,383,9.32925e-09,21.8645,211483
strong,1024,1048576,1,1048576,BJ,0,4,5,383,9.32925e-09,18.9374,211483
strong,1024,1048576,1,1048576,AS1,1,4,5,383,9.32925e-09,21.31,211483
strong,1024,1048576,1,1048576,AS2,2,4,5,383,9.32925e-09,21.7683,211483
strong,2048,4194304,1,4194304,BJ,0,4,1,764,9.63899e-09,165.893,211483
strong,2048,4194304,1,4194304,AS1,1,4,1,764,9.63899e-09,187.604,211483
strong,2048,4194304,1,4194304,AS2,2,4,1,764,9.63899e-09,187.987,211483
strong,2048,4194304,1,4194304,BJ,0,4,2,764,9.63899e-09,165.445,211483
strong,2048,4194304,1,4194304,AS1,1,4,2,764,9.63899e-09,187.564,211483
strong,2048,4194304,1,4194304,AS2,2,4,2,764,9.63899e-09,188.961,211483
strong,2048,4194304,1,4194304,BJ,0,4,3,764,9.63899e-09,162.867,211483
strong,2048,4194304,1,4194304,AS1,1,4,3,764,9.63899e-09,187.879,211483
strong,2048,4194304,1,4194304,AS2,2,4,3,764,9.63899e-09,189.363,211483
strong,2048,4194304,1,4194304,BJ,0,4,4,764,9.63899e-09,163.741,211483
strong,2048,4194304,1,4194304,AS1,1,4,4,764,9.63899e-09,188.404,211483
strong,2048,4194304,1,4194304,AS2,2,4,4,764,9.63899e-09,188.832,211483
strong,2048,4194304,1,4194304,BJ,0,4,5,764,9.63899e-09,165.308,211483
strong,2048,4194304,1,4194304,AS1,1,4,5,764,9.63899e-09,188.293,211483
strong,2048,4194304,1,4194304,AS2,2,4,5,764,9.63899e-09,188.712,211483
