scaling,grid_size,unknowns,processes,local_unknowns,method,overlap,sgs_sweeps,repeats,mean_iterations,mean_relative_residual,mean_total_time,std_total_time,min_total_time,max_total_time,mean_spmv_time,mean_halo_time,mean_preconditioner_time,mean_reduction_time,mean_vector_time,job_id
strong,512,262144,1,262144,AS1,1,4,5,201,9.4415e-09,3.0694,0.128745,2.86886,3.21824,0.304607,0.000323501,2.48621,0.000302154,0.138041,212466
strong,512,262144,1,262144,AS2,2,4,5,201,9.4415e-09,3.41668,0.491751,2.93795,4.35326,0.345118,0.00035062,2.76403,0.000318643,0.149935,212466
strong,512,262144,1,262144,BJ,0,4,5,201,9.4415e-09,2.96947,0.531045,2.48674,3.69958,0.210498,0.000269204,2.45325,0.000247402,0.153273,212466
strong,1024,1048576,1,1048576,AS1,1,4,5,383,9.32925e-09,26.9805,0.561811,25.921,27.467,2.43377,0.00147137,21.408,0.00129466,1.56211,212466
strong,1024,1048576,1,1048576,AS2,2,4,5,383,9.32925e-09,26.9811,0.723202,26.1028,27.8292,2.38901,0.00365603,21.511,0.00124298,1.53196,212466
strong,1024,1048576,1,1048576,BJ,0,4,5,383,9.32925e-09,23.0623,0.693312,22.0179,24.2046,2.30631,0.00132773,18.0704,0.0010745,1.41967,212466
strong,2048,4194304,1,4194304,AS1,1,4,5,764,9.63899e-09,239.81,2.67432,235.965,243.408,22.7722,0.00462163,185.35,0.00380086,15.7437,212466
strong,2048,4194304,1,4194304,AS2,2,4,5,764,9.63899e-09,240.781,2.57093,236.855,243.837,23.0846,0.00899127,186.219,0.00576995,15.6521,212466
strong,2048,4194304,1,4194304,BJ,0,4,5,764,9.63899e-09,208.339,2.33094,205.184,212.107,23.0373,0.00633508,154.1,0.00304765,15.4605,212466
