scaling,grid_size,unknowns,processes,local_unknowns,method,overlap,sgs_sweeps,repeats,mean_iterations,mean_relative_residual,mean_total_time,std_total_time,min_total_time,max_total_time,mean_spmv_time,mean_halo_time,mean_preconditioner_time,mean_reduction_time,mean_vector_time,job_id
strong,1024,1048576,64,16384,AS1,1,4,5,567,8.98818e-09,2.59822,0.890582,1.80502,4.28789,0.18431,0.152928,0.799223,2.05102,0.0305943,212472
strong,1024,1048576,64,16384,AS2,2,4,5,566,8.47533e-09,3.80516,1.10246,2.14314,5.21578,0.241307,0.204668,0.903477,3.19168,0.0307959,212472
strong,1024,1048576,64,16384,BJ,0,4,5,636,9.97962e-09,2.57853,0.918287,1.20805,3.60039,0.244914,0.208582,0.486511,2.06757,0.0305679,212472
strong,2048,4194304,64,65536,AS1,1,4,5,1083,9.25241e-09,14.4679,3.83216,10.5769,21.456,0.875615,0.499926,4.84869,9.89996,0.184811,212472
strong,2048,4194304,64,65536,AS2,2,4,5,1103,9.39658e-09,17.1287,1.73161,14.4415,19.5951,0.931303,0.546712,5.4402,12.0718,0.191003,212472
strong,2048,4194304,64,65536,BJ,0,4,5,1147,8.75946e-09,13.7693,2.57041,9.8525,16.9428,0.973711,0.689375,3.46571,10.0245,0.204865,212472
