scaling,grid_size,unknowns,processes,local_unknowns,method,overlap,sgs_sweeps,repeats,mean_iterations,mean_relative_residual,mean_total_time,std_total_time,min_total_time,max_total_time,mean_spmv_time,mean_halo_time,mean_preconditioner_time,mean_reduction_time,mean_vector_time,job_id
strong,512,262144,32,8192,AS1,1,4,5,295,7.55314e-09,0.181325,0.0189776,0.157375,0.207135,0.0168035,0.00768321,0.142429,0.0516762,0.00541535,212471
strong,512,262144,32,8192,AS2,2,4,5,294,8.03923e-09,0.243287,0.110265,0.17211,0.459974,0.0251071,0.0160697,0.169547,0.103473,0.00541942,212471
strong,512,262144,32,8192,BJ,0,4,5,324,9.77187e-09,0.562463,0.245997,0.254147,0.814192,0.140405,0.131115,0.13438,0.431609,0.00803697,212471
strong,1024,1048576,32,32768,AS1,1,4,5,562,8.79959e-09,1.78145,0.537424,1.2792,2.81742,0.15935,0.0958356,1.0803,0.752891,0.0432276,212471
strong,1024,1048576,32,32768,AS2,2,4,5,571,9.77984e-09,1.44626,0.255626,1.17311,1.93208,0.100581,0.0331791,1.08061,0.392828,0.0404496,212471
strong,1024,1048576,32,32768,BJ,0,4,5,596,8.20908e-09,1.61759,0.517087,1.0439,2.44576,0.185879,0.116759,0.852782,0.723471,0.0442357,212471
strong,2048,4194304,32,131072,AS1,1,4,5,1072,9.48762e-09,12.6502,1.78224,10.8095,14.8016,1.12914,0.385543,7.97696,4.15991,0.53174,212471
strong,2048,4194304,32,131072,AS2,2,4,5,1101,9.99226e-09,13.3695,1.09054,11.8329,14.7877,1.12863,0.354402,8.44164,4.34111,0.551001,212471
strong,2048,4194304,32,131072,BJ,0,4,5,1102,9.235e-09,10.5266,1.10253,8.8619,11.901,0.788694,0.287347,6.2522,3.41197,0.432069,212471
