scaling,grid_size,unknowns,processes,local_unknowns,method,overlap,sgs_sweeps,repeats,mean_iterations,mean_relative_residual,mean_total_time,std_total_time,min_total_time,max_total_time,mean_spmv_time,mean_halo_time,mean_preconditioner_time,mean_reduction_time,mean_vector_time,job_id
strong,512,262144,16,16384,AS1,1,4,3,291,8.90873e-09,0.205494,0.00105376,0.20461,0.206975,0.0157999,0.00234577,0.169898,0.00912255,0.00721946,213292
strong,512,262144,16,16384,AS2,2,4,3,289,8.49987e-09,0.212898,0.00136816,0.210965,0.213944,0.0156113,0.00244471,0.178924,0.00756599,0.00729382,213292
strong,512,262144,16,16384,BJ,0,4,3,309,9.99903e-09,0.193245,0.00051392,0.192759,0.193956,0.0165662,0.00350267,0.155451,0.00721052,0.00870789,213292
strong,2048,4194304,16,262144,AS1,1,4,3,1066,9.85555e-09,17.41,0.0584029,17.3357,17.4784,2.15848,0.114594,12.7296,0.671813,1.45942,213292
strong,2048,4194304,16,262144,AS2,2,4,3,1036,8.97052e-09,17.0889,0.0821565,16.9731,17.1553,2.12359,0.270008,12.519,0.819381,1.42236,213292
strong,2048,4194304,16,262144,BJ,0,4,3,1079,9.60647e-09,13.1414,0.00786681,13.1352,13.1525,1.83148,0.0824975,9.06436,0.276053,1.41933,213292
