scaling,grid_size,unknowns,processes,local_unknowns,method,overlap,sgs_sweeps,repeat,iterations,relative_residual,total_time,spmv_time,halo_time,preconditioner_time,reduction_time,vector_time,job_id
strong,512,262144,16,16384,BJ,0,4,1,309,9.99903e-09,9.64396,1.56305,1.54426,0.220748,9.39674,0.012687,212470
strong,512,262144,16,16384,AS1,1,4,1,291,8.90873e-09,13.5763,1.69369,1.67565,2.56465,13.3176,0.0133962,212470
strong,512,262144,16,16384,AS2,2,4,1,289,8.49987e-09,15.0323,1.90965,1.89128,3.36475,14.7421,0.0139802,212470
strong,512,262144,16,16384,BJ,0,4,2,309,9.99903e-09,0.268378,0.0210817,0.00314298,0.217802,0.0185613,0.0107336,212470
strong,512,262144,16,16384,AS1,1,4,2,291,8.90873e-09,0.278333,0.0212465,0.00253175,0.230848,0.0130493,0.00982517,212470
strong,512,262144,16,16384,AS2,2,4,2,289,8.49987e-09,0.290532,0.0199136,0.00245815,0.243463,0.0140997,0.00996937,212470
strong,512,262144,16,16384,BJ,0,4,3,309,9.99903e-09,0.264,0.0213208,0.00319442,0.213024,0.0113427,0.0102774,212470
strong,512,262144,16,16384,AS1,1,4,3,291,8.90873e-09,0.282484,0.0207374,0.00447097,0.234667,0.0188622,0.00962278,212470
strong,512,262144,16,16384,AS2,2,4,3,289,8.49987e-09,0.29391,0.0195917,0.00242037,0.248934,0.0209404,0.00977504,212470
strong,512,262144,16,16384,BJ,0,4,4,309,9.99903e-09,0.294747,0.026131,0.00701413,0.221889,0.044636,0.0109411,212470
strong,512,262144,16,16384,AS1,1,4,4,291,8.90873e-09,0.284024,0.0205033,0.00352515,0.236178,0.0177081,0.00981713,212470
strong,512,262144,16,16384,AS2,2,4,4,289,8.49987e-09,0.290909,0.0194397,0.00297913,0.243609,0.0147838,0.0102714,212470
strong,512,262144,16,16384,BJ,0,4,5,309,9.99903e-09,0.263966,0.0216729,0.00319809,0.213176,0.0116992,0.0102802,212470
strong,512,262144,16,16384,AS1,1,4,5,291,8.90873e-09,0.27835,0.0201605,0.00247199,0.230605,0.0127687,0.0100906,212470
strong,512,262144,16,16384,AS2,2,4,5,289,8.49987e-09,0.289387,0.0219482,0.00346422,0.241527,0.013895,0.0098406,212470
