scaling,grid_size,unknowns,processes,local_unknowns,method,overlap,sgs_sweeps,repeat,iterations,relative_residual,total_time,spmv_time,halo_time,preconditioner_time,reduction_time,vector_time,job_id
weak,724,524176,8,65884,BJ,0,4,1,462,7.77661e-09,11.1422,1.67933,1.55913,2.20133,8.88915,0.109434,212460
weak,724,524176,8,65884,AS1,1,4,1,454,9.39962e-09,15.0863,1.50517,1.25795,5.17821,10.8034,0.126848,212460
weak,724,524176,8,65884,AS2,2,4,1,449,8.97536e-09,16.9171,2.16066,1.99627,4.49023,12.3882,0.0923768,212460
weak,724,524176,8,65884,BJ,0,4,2,462,7.77661e-09,1.53707,0.111735,0.00876995,1.22472,0.0975618,0.0611332,212460
weak,724,524176,8,65884,AS1,1,4,2,454,9.39962e-09,2.06687,0.191664,0.0408763,1.54281,0.289374,0.0690204,212460
weak,724,524176,8,65884,AS2,2,4,2,449,8.97536e-09,2.2482,0.192664,0.0477786,1.63206,0.484392,0.060763,212460
weak,724,524176,8,65884,BJ,0,4,3,462,7.77661e-09,1.90295,0.156641,0.0500116,1.26256,0.434902,0.0613705,212460
weak,724,524176,8,65884,AS1,1,4,3,454,9.39962e-09,2.3231,0.23037,0.0577213,1.62257,0.478138,0.071981,212460
weak,724,524176,8,65884,AS2,2,4,3,449,8.97536e-09,2.31122,0.198605,0.0481587,1.68831,0.530447,0.0627461,212460
weak,724,524176,8,65884,BJ,0,4,4,462,7.77661e-09,1.6249,0.14254,0.0113617,1.24118,0.173107,0.0611245,212460
weak,724,524176,8,65884,AS1,1,4,4,454,9.39962e-09,1.94153,0.187571,0.0419406,1.51735,0.21029,0.0602495,212460
weak,724,524176,8,65884,AS2,2,4,4,449,8.97536e-09,2.20189,0.208236,0.0603579,1.61171,0.380586,0.0682209,212460
weak,724,524176,8,65884,BJ,0,4,5,462,7.77661e-09,1.99723,0.170782,0.0649925,1.30095,0.502685,0.0826581,212460
weak,724,524176,8,65884,AS1,1,4,5,454,9.39962e-09,2.22803,0.202496,0.0477208,1.58911,0.411934,0.061151,212460
weak,724,524176,8,65884,AS2,2,4,5,449,8.97536e-09,2.29759,0.185277,0.0343429,1.66657,0.484224,0.0763383,212460
