grid_size,processes,method,repeat,iterations,relative_residual,total_time,job_id
2048,128,CG,1,3826,9.84837e-09,1.12607,218973
2048,128,CG,2,3826,9.84837e-09,1.10498,218973
2048,128,CG,3,3826,9.84837e-09,1.08524,218973
2048,128,CG,4,3826,9.84837e-09,1.13164,218973
2048,128,CG,5,3826,9.84837e-09,1.13291,218973
2048,128,CG,6,3826,9.84837e-09,1.07789,218973
2048,128,CG,7,3826,9.84837e-09,1.09959,218973
2048,128,CG,8,3826,9.84837e-09,1.12748,218973
2048,128,CG,9,3826,9.84837e-09,1.08608,218973
2048,128,CG,10,3826,9.84837e-09,1.14364,218973
