grid_size,processes,method,repeat,iterations,relative_residual,total_time,job_id
512,8,CG,1,941,9.84818e-09,0.168272,218969
512,8,CG,2,941,9.84818e-09,0.17108,218969
512,8,CG,3,941,9.84818e-09,0.173292,218969
512,8,CG,4,941,9.84818e-09,0.167937,218969
512,8,CG,5,941,9.84818e-09,0.170782,218969
512,8,CG,6,941,9.84818e-09,0.169312,218969
512,8,CG,7,941,9.84818e-09,0.170256,218969
512,8,CG,8,941,9.84818e-09,0.16848,218969
512,8,CG,9,941,9.84818e-09,0.168706,218969
512,8,CG,10,941,9.84818e-09,0.168393,218969
1024,8,CG,1,1898,9.95872e-09,1.3969,218969
1024,8,CG,2,1898,9.95872e-09,1.36376,218969
1024,8,CG,3,1898,9.95872e-09,1.40677,218969
1024,8,CG,4,1898,9.95872e-09,1.39693,218969
1024,8,CG,5,1898,9.95872e-09,1.39423,218969
1024,8,CG,6,1898,9.95872e-09,1.395,218969
1024,8,CG,7,1898,9.95872e-09,1.40987,218969
1024,8,CG,8,1898,9.95872e-09,1.37504,218969
1024,8,CG,9,1898,9.95872e-09,1.41258,218969
1024,8,CG,10,1898,9.95872e-09,1.38707,218969
2048,8,CG,1,3826,9.84877e-09,15.0169,218969
2048,8,CG,2,3826,9.84877e-09,15.1735,218969
2048,8,CG,3,3826,9.84877e-09,15.8795,218969
2048,8,CG,4,3826,9.84877e-09,15.3054,218969
2048,8,CG,5,3826,9.84877e-09,15.689,218969
2048,8,CG,6,3826,9.84877e-09,14.8607,218969
2048,8,CG,7,3826,9.84877e-09,15.1851,218969
2048,8,CG,8,3826,9.84877e-09,15.5475,218969
2048,8,CG,9,3826,9.84877e-09,15.3846,218969
2048,8,CG,10,3826,9.84877e-09,15.2888,218969
