grid_size,processes,method,repeat,iterations,relative_residual,total_time,job_id
2896,128,CG,1,5429,9.96225e-09,2.94862,218981
2896,128,CG,2,5429,9.96225e-09,2.93518,218981
2896,128,CG,3,5429,9.96225e-09,3.3685,218981
2896,128,CG,4,5429,9.96225e-09,2.93052,218981
2896,128,CG,5,5429,9.96225e-09,2.92956,218981
2896,128,CG,6,5429,9.96225e-09,2.93761,218981
2896,128,CG,7,5429,9.96225e-09,2.94255,218981
2896,128,CG,8,5429,9.96225e-09,2.93759,218981
2896,128,CG,9,5429,9.96225e-09,3.05825,218981
2896,128,CG,10,5429,9.96225e-09,2.93531,218981
