grid_size,processes,method,repeat,iterations,relative_residual,total_time,job_id
1024,64,CG,1,1898,9.95871e-09,0.29308,218972
1024,64,CG,2,1898,9.95871e-09,0.304573,218972
1024,64,CG,3,1898,9.95871e-09,0.325774,218972
1024,64,CG,4,1898,9.95871e-09,0.313159,218972
1024,64,CG,5,1898,9.95871e-09,0.298582,218972
1024,64,CG,6,1898,9.95871e-09,0.290793,218972
1024,64,CG,7,1898,9.95871e-09,0.288815,218972
1024,64,CG,8,1898,9.95871e-09,0.292637,218972
1024,64,CG,9,1898,9.95871e-09,0.32443,218972
1024,64,CG,10,1898,9.95871e-09,0.301624,218972
2048,64,CG,1,3826,9.84837e-09,2.05168,218972
2048,64,CG,2,3826,9.84837e-09,2.08508,218972
2048,64,CG,3,3826,9.84837e-09,2.06253,218972
2048,64,CG,4,3826,9.84837e-09,2.08901,218972
2048,64,CG,5,3826,9.84837e-09,2.12967,218972
2048,64,CG,6,3826,9.84837e-09,2.12199,218972
2048,64,CG,7,3826,9.84837e-09,2.07774,218972
2048,64,CG,8,3826,9.84837e-09,2.08288,218972
2048,64,CG,9,3826,9.84837e-09,2.09686,218972
2048,64,CG,10,3826,9.84837e-09,2.09686,218972
