scaling,n,unknowns,processes,method,overlap,iterations,relative_residual,runtime,run_id,job_id
weak,1024,1048576,16,AS,1,556,9.88594e-09,1.66014,1,211947
weak,1024,1048576,16,AS,1,556,9.88594e-09,1.64639,2,211947
weak,1024,1048576,16,AS,1,556,9.88594e-09,1.64346,3,211947
weak,1024,1048576,16,AS,1,556,9.88594e-09,1.64769,4,211947
weak,1024,1048576,16,AS,1,556,9.88594e-09,1.64859,5,211947
weak,1024,1048576,16,AS,2,551,9.87306e-09,1.67935,1,211947
weak,1024,1048576,16,AS,2,551,9.87306e-09,1.67338,2,211947
weak,1024,1048576,16,AS,2,551,9.87306e-09,1.67877,3,211947
weak,1024,1048576,16,AS,2,551,9.87306e-09,1.67448,4,211947
weak,1024,1048576,16,AS,2,551,9.87306e-09,1.67437,5,211947
weak,1024,1048576,16,BJ,0,571,9.18973e-09,1.40537,1,211947
weak,1024,1048576,16,BJ,0,571,9.18973e-09,1.4121,2,211947
weak,1024,1048576,16,BJ,0,571,9.18973e-09,1.40568,3,211947
weak,1024,1048576,16,BJ,0,571,9.18973e-09,1.39306,4,211947
weak,1024,1048576,16,BJ,0,571,9.18973e-09,1.40237,5,211947
weak,1448,2096704,32,AS,1,959,9.15483e-09,3.12046,1,211495
weak,1448,2096704,32,AS,1,959,9.15483e-09,3.09192,2,211495
weak,1448,2096704,32,AS,1,959,9.15483e-09,3.09575,3,211495
weak,1448,2096704,32,AS,1,959,9.15483e-09,3.08549,4,211495
weak,1448,2096704,32,AS,1,959,9.15483e-09,3.09793,5,211495
weak,1448,2096704,32,AS,2,960,9.97051e-09,3.22286,1,211495
weak,1448,2096704,32,AS,2,960,9.97051e-09,3.22597,2,211495
weak,1448,2096704,32,AS,2,960,9.97051e-09,3.22379,3,211495
weak,1448,2096704,32,AS,2,960,9.97051e-09,3.22776,4,211495
weak,1448,2096704,32,AS,2,960,9.97051e-09,3.21617,5,211495
weak,1448,2096704,32,BJ,0,1025,9.50055e-09,2.60237,1,211495
weak,1448,2096704,32,BJ,0,1025,9.50055e-09,2.60307,2,211495
weak,1448,2096704,32,BJ,0,1025,9.50055e-09,2.60965,3,211495
weak,1448,2096704,32,BJ,0,1025,9.50055e-09,2.60645,4,211495
weak,1448,2096704,32,BJ,0,1025,9.50055e-09,2.60108,5,211495
weak,2048,4194304,64,AS,1,1083,9.25241e-09,5.74989,1,211496
weak,2048,4194304,64,AS,1,1083,9.25241e-09,5.67365,2,211496
weak,2048,4194304,64,AS,1,1083,9.25241e-09,5.68182,3,211496
weak,2048,4194304,64,AS,1,1083,9.25241e-09,5.69288,4,211496
weak,2048,4194304,64,AS,1,1083,9.25241e-09,5.68087,5,211496
weak,2048,4194304,64,AS,2,1103,9.39658e-09,6.10333,1,211496
weak,2048,4194304,64,AS,2,1103,9.39658e-09,6.12153,2,211496
weak,2048,4194304,64,AS,2,1103,9.39658e-09,6.09399,3,211496
weak,2048,4194304,64,AS,2,1103,9.39658e-09,6.07494,4,211496
weak,2048,4194304,64,AS,2,1103,9.39658e-09,6.07903,5,211496
weak,2048,4194304,64,BJ,0,1147,8.75946e-09,4.0623,1,211496
weak,2048,4194304,64,BJ,0,1147,8.75946e-09,4.04889,2,211496
weak,2048,4194304,64,BJ,0,1147,8.75946e-09,4.05208,3,211496
weak,2048,4194304,64,BJ,0,1147,8.75946e-09,4.07312,4,211496
weak,2048,4194304,64,BJ,0,1147,8.75946e-09,4.07066,5,211496
weak,2896,8386816,128,AS,1,1900,9.50243e-09,10.3834,1,211497
weak,2896,8386816,128,AS,1,1900,9.50243e-09,10.4323,2,211497
weak,2896,8386816,128,AS,1,1900,9.50243e-09,10.5249,3,211497
weak,2896,8386816,128,AS,1,1900,9.50243e-09,10.5513,4,211497
weak,2896,8386816,128,AS,1,1900,9.50243e-09,10.3949,5,211497
weak,2896,8386816,128,AS,2,1909,9.94903e-09,11.7612,1,211497
weak,2896,8386816,128,AS,2,1909,9.94903e-09,11.2381,2,211497
weak,2896,8386816,128,AS,2,1909,9.94903e-09,11.2648,3,211497
weak,2896,8386816,128,AS,2,1909,9.94903e-09,11.2748,4,211497
weak,2896,8386816,128,AS,2,1909,9.94903e-09,11.2353,5,211497
weak,2896,8386816,128,BJ,0,2135,9.62245e-09,7.7875,1,211497
weak,2896,8386816,128,BJ,0,2135,9.62245e-09,7.84586,2,211497
weak,2896,8386816,128,BJ,0,2135,9.62245e-09,7.84003,3,211497
weak,2896,8386816,128,BJ,0,2135,9.62245e-09,7.72373,4,211497
weak,2896,8386816,128,BJ,0,2135,9.62245e-09,7.77289,5,211497
