scaling,grid_size,unknowns,processes,local_unknowns,method,overlap,sgs_sweeps,repeat,iterations,relative_residual,total_time,spmv_time,halo_time,preconditioner_time,reduction_time,vector_time,job_id,source_file,time_per_iteration,preconditioner_time_per_iteration,reduction_time_per_iteration
weak,256,65536,1,65536,BJ,0,4,3,102,9.00337e-09,0.318052,0.0227413,0.000105565,0.264057,7.96404e-05,0.0139154,212457,results/phase5/raw/timing_weak_p1_212457.csv,0.003118156862745098,0.0025887941176470585,7.807882352941177e-07
weak,256,65536,1,65536,AS1,1,4,3,102,9.00337e-09,0.368618,0.0338129,0.000134726,0.303029,9.3824e-05,0.0141892,212457,results/phase5/raw/timing_weak_p1_212457.csv,0.0036139019607843137,0.002970872549019608,9.19843137254902e-07
weak,256,65536,1,65536,AS2,2,4,3,102,9.00337e-09,0.374957,0.0344727,0.000113322,0.30807,9.13218e-05,0.014335,212457,results/phase5/raw/timing_weak_p1_212457.csv,0.003676049019607843,0.003020294117647059,8.953117647058824e-07
weak,256,65536,1,65536,BJ,0,4,4,102,9.00337e-09,0.325074,0.0237871,0.000103095,0.269538,7.82793e-05,0.0139627,212457,results/phase5/raw/timing_weak_p1_212457.csv,0.0031869999999999997,0.002642529411764706,7.674441176470587e-07
weak,256,65536,1,65536,AS1,1,4,4,102,9.00337e-09,0.364024,0.0332598,0.000100549,0.2988,8.37992e-05,0.0145831,212457,results/phase5/raw/timing_weak_p1_212457.csv,0.003568862745098039,0.0029294117647058826,8.215607843137255e-07
weak,256,65536,1,65536,AS2,2,4,4,102,9.00337e-09,0.367601,0.0343119,9.45085e-05,0.301736,0.000100897,0.0140114,212457,results/phase5/raw/timing_weak_p1_212457.csv,0.0036039313725490197,0.0029581960784313727,9.89186274509804e-07
weak,256,65536,1,65536,BJ,0,4,5,102,9.00337e-09,0.313166,0.0222838,9.79304e-05,0.260086,7.31486e-05,0.0137115,212457,results/phase5/raw/timing_weak_p1_212457.csv,0.0030702549019607844,0.0025498627450980392,7.171431372549019e-07
weak,256,65536,1,65536,AS1,1,4,5,102,9.00337e-09,0.369891,0.0340379,0.000115289,0.303913,8.79497e-05,0.0143347,212457,results/phase5/raw/timing_weak_p1_212457.csv,0.0036263823529411768,0.002979539215686274,8.622519607843138e-07
weak,256,65536,1,65536,AS2,2,4,5,102,9.00337e-09,0.37171,0.0339354,0.000116376,0.305831,8.82207e-05,0.0142341,212457,results/phase5/raw/timing_weak_p1_212457.csv,0.0036442156862745096,0.002998343137254902,8.649088235294118e-07
weak,362,131044,2,65522,BJ,0,4,1,239,6.24353e-09,0.802804,0.0659811,0.00880903,0.640463,0.0309242,0.0329294,212458,results/phase5/raw/timing_weak_p2_212458.csv,0.0033590125523012553,0.0026797615062761505,0.00012938995815899582
weak,362,131044,2,65522,AS1,1,4,1,226,8.66291e-09,0.941641,0.120906,0.0448648,0.747063,0.00380975,0.0320881,212458,results/phase5/raw/timing_weak_p2_212458.csv,0.004166553097345133,0.0033055884955752214,1.6857300884955753e-05
weak,362,131044,2,65522,AS2,2,4,1,228,9.73973e-09,0.897032,0.105547,0.0179091,0.717889,0.00511397,0.0327793,212458,results/phase5/raw/timing_weak_p2_212458.csv,0.003934350877192983,0.0031486359649122806,2.242969298245614e-05
weak,362,131044,2,65522,BJ,0,4,2,239,6.24353e-09,0.788452,0.0661941,0.0119257,0.642523,0.0156542,0.032539,212458,results/phase5/raw/timing_weak_p2_212458.csv,0.0032989623430962345,0.002688380753138075,6.549874476987448e-05
weak,362,131044,2,65522,AS1,1,4,2,226,8.66291e-09,0.915461,0.109667,0.0346727,0.720608,0.0165588,0.0333002,212458,results/phase5/raw/timing_weak_p2_212458.csv,0.004050712389380531,0.0031885309734513275,7.326902654867255e-05
weak,362,131044,2,65522,AS2,2,4,2,228,9.73973e-09,0.913153,0.105428,0.0286783,0.734354,0.00527769,0.0323457,212458,results/phase5/raw/timing_weak_p2_212458.csv,0.00400505701754386,0.0032208508771929822,2.3147763157894735e-05
weak,362,131044,2,65522,BJ,0,4,3,239,6.24353e-09,0.785376,0.0634903,0.0054991,0.642312,0.0139219,0.0335318,212458,results/phase5/raw/timing_weak_p2_212458.csv,0.003286092050209205,0.002687497907949791,5.825062761506276e-05
weak,362,131044,2,65522,AS1,1,4,3,226,8.66291e-09,0.915913,0.0953569,0.020238,0.746116,0.0056568,0.0333698,212458,results/phase5/raw/timing_weak_p2_212458.csv,0.004052712389380531,0.0033013982300884957,2.503008849557522e-05
weak,362,131044,2,65522,AS2,2,4,3,228,9.73973e-09,0.894168,0.0809983,0.00578236,0.738972,0.00491836,0.0328808,212458,results/phase5/raw/timing_weak_p2_212458.csv,0.00392178947368421,0.0032411052631578945,2.157175438596491e-05
weak,362,131044,2,65522,BJ,0,4,4,239,6.24353e-09,0.795659,0.0644813,0.00672902,0.652465,0.0289628,0.0332784,212458,results/phase5/raw/timing_weak_p2_212458.csv,0.0033291171548117155,0.002729979079497908,0.00012118326359832636
weak,362,131044,2,65522,AS1,1,4,4,226,8.66291e-09,0.907628,0.109953,0.033754,0.723048,0.00496093,0.0338034,212458,results/phase5/raw/timing_weak_p2_212458.csv,0.004016053097345132,0.0031993274336283187,2.1951017699115042e-05
weak,362,131044,2,65522,AS2,2,4,4,228,9.73973e-09,0.912797,0.104298,0.0296586,0.734673,0.0053014,0.0319357,212458,results/phase5/raw/timing_weak_p2_212458.csv,0.004003495614035088,0.0032222500000000003,2.3251754385964915e-05
weak,362,131044,2,65522,BJ,0,4,5,239,6.24353e-09,0.809985,0.0878511,0.0333548,0.644697,0.00600795,0.0330828,212458,results/phase5/raw/timing_weak_p2_212458.csv,0.0033890585774058574,0.0026974769874476986,2.513786610878661e-05
weak,362,131044,2,65522,AS1,1,4,5,226,8.66291e-09,0.9021,0.11983,0.0447934,0.708574,0.00519978,0.0431966,212458,results/phase5/raw/timing_weak_p2_212458.csv,0.003991592920353983,0.0031352831858407083,2.300787610619469e-05
weak,362,131044,2,65522,AS2,2,4,5,228,9.73973e-09,0.940024,0.119862,0.0439882,0.746124,0.00444276,0.0320851,212458,results/phase5/raw/timing_weak_p2_212458.csv,0.004122912280701755,0.0032724736842105265,1.9485789473684208e-05
weak,1448,2096704,32,66608,BJ,0,4,1,1025,9.50055e-09,6.07656,0.50273,0.267669,2.93831,2.70409,0.142069,212462,results/phase5/raw/timing_weak_p32_212462.csv,0.005928351219512195,0.0028666439024390244,0.0026381365853658536
weak,1448,2096704,32,66608,AS1,1,4,1,959,9.15483e-09,6.19463,0.510941,0.193632,3.88057,2.25006,0.149509,212462,results/phase5/raw/timing_weak_p32_212462.csv,0.006459468196037539,0.0040464754953076125,0.0023462565172054223
weak,1448,2096704,32,66608,AS2,2,4,1,960,9.97051e-09,6.95951,0.567695,0.21503,4.08345,2.87998,0.144876,212462,results/phase5/raw/timing_weak_p32_212462.csv,0.0072494895833333335,0.00425359375,0.002999979166666667
weak,1448,2096704,32,66608,BJ,0,4,2,1025,9.50055e-09,4.08275,0.348913,0.103667,2.89698,0.856692,0.142977,212462,results/phase5/raw/timing_weak_p32_212462.csv,0.0039831707317073166,0.002826321951219512,0.0008357970731707317
weak,1448,2096704,32,66608,AS1,1,4,2,959,9.15483e-09,6.44261,0.556313,0.238487,3.87396,2.49886,0.144276,212462,results/phase5/raw/timing_weak_p32_212462.csv,0.006718050052137644,0.004039582898852972,0.0026056934306569342
weak,1448,2096704,32,66608,AS2,2,4,2,960,9.97051e-09,5.48006,0.42023,0.0972269,3.8206,1.37725,0.14547,212462,results/phase5/raw/timing_weak_p32_212462.csv,0.0057083958333333336,0.003979791666666667,0.0014346354166666667
weak,1448,2096704,32,66608,BJ,0,4,3,1025,9.50055e-09,4.0508,0.344438,0.0963601,2.89807,0.757239,0.145122,212462,results/phase5/raw/timing_weak_p32_212462.csv,0.003952,0.0028273853658536585,0.000738769756097561
weak,1448,2096704,32,66608,AS1,1,4,3,959,9.15483e-09,4.59373,0.382431,0.0536442,3.57748,1.2574,0.141218,212462,results/phase5/raw/timing_weak_p32_212462.csv,0.004790125130344108,0.003730427528675704,0.0013111574556830031
weak,1448,2096704,32,66608,AS2,2,4,3,960,9.97051e-09,5.77783,0.39297,0.0693033,4.08361,1.85283,0.142834,212462,results/phase5/raw/timing_weak_p32_212462.csv,0.006018572916666667,0.004253760416666667,0.0019300312499999999
weak,1448,2096704,32,66608,BJ,0,4,4,1025,9.50055e-09,4.67776,0.370187,0.134337,2.90503,1.57948,0.142202,212462,results/phase5/raw/timing_weak_p32_212462.csv,0.004563668292682927,0.0028341756097560976,0.0015409560975609756
weak,1448,2096704,32,66608,AS1,1,4,4,959,9.15483e-09,5.96075,0.521816,0.209285,3.50893,2.0262,0.142379,212462,results/phase5/raw/timing_weak_p32_212462.csv,0.006215589155370177,0.003658946819603754,0.0021128258602711157
weak,1448,2096704,32,66608,AS2,2,4,4,960,9.97051e-09,5.05354,0.376479,0.0694699,3.92912,1.37574,0.150139,212462,results/phase5/raw/timing_weak_p32_212462.csv,0.005264104166666667,0.004092833333333334,0.0014330624999999999
weak,1448,2096704,32,66608,BJ,0,4,5,1025,9.50055e-09,5.07894,0.410859,0.199502,2.97361,1.81675,0.145653,212462,results/phase5/raw/timing_weak_p32_212462.csv,0.0049550634146341465,0.002901082926829268,0.001772439024390244
weak,1448,2096704,32,66608,AS1,1,4,5,959,9.15483e-09,5.20629,0.399485,0.101308,3.45335,1.62494,0.147708,212462,results/phase5/raw/timing_weak_p32_212462.csv,0.005428873826903024,0.003600990615224192,0.0016944108446298228
weak,1448,2096704,32,66608,AS2,2,4,5,960,9.97051e-09,7.08389,0.611852,0.277796,4.20383,2.98077,0.159658,212462,results/phase5/raw/timing_weak_p32_212462.csv,0.007379052083333334,0.004378989583333334,0.00310496875
weak,2048,4194304,64,65536,BJ,0,4,1,1147,8.75946e-09,15.2741,0.995892,0.692211,3.47417,11.5535,0.194749,212463,results/phase5/raw/timing_weak_p64_212463.csv,0.013316564952048823,0.003028918918918919,0.010072798605056669
weak,2048,4194304,64,65536,AS1,1,4,1,1083,9.25241e-09,19.0982,1.01498,0.637023,5.36554,14.4022,0.181127,212463,results/phase5/raw/timing_weak_p64_212463.csv,0.017634533702677747,0.004954330563250231,0.01329843028624192
weak,2048,4194304,64,65536,AS2,2,4,1,1103,9.39658e-09,14.8815,0.870986,0.51229,5.31887,9.78503,0.194811,212463,results/phase5/raw/timing_weak_p64_212463.csv,0.013491840435176792,0.0048221849501359935,0.00887128739800544
weak,2048,4194304,64,65536,BJ,0,4,2,1147,8.75946e-09,12.623,0.848987,0.581581,3.31633,8.79599,0.184264,212463,results/phase5/raw/timing_weak_p64_212463.csv,0.011005231037489101,0.002891307759372275,0.007668692240627724
weak,2048,4194304,64,65536,AS1,1,4,2,1083,9.25241e-09,16.4936,0.944654,0.585185,5.0501,11.7883,0.188264,212463,results/phase5/raw/timing_weak_p64_212463.csv,0.01522954755309326,0.004663065558633425,0.010884856879039704
weak,2048,4194304,64,65536,AS2,2,4,2,1103,9.39658e-09,15.438,0.966819,0.607043,5.30282,10.5557,0.197652,212463,results/phase5/raw/timing_weak_p64_212463.csv,0.01399637352674524,0.004807633726201269,0.009569990933816863
weak,2048,4194304,64,65536,BJ,0,4,3,1147,8.75946e-09,13.7792,0.808848,0.535435,3.47553,9.96346,0.177106,212463,results/phase5/raw/timing_weak_p64_212463.csv,0.012013251961639057,0.003030104620749782,0.008686538796861378
weak,2048,4194304,64,65536,AS1,1,4,3,1083,9.25241e-09,17.3128,0.998463,0.633007,5.03133,12.6192,0.216,212463,results/phase5/raw/timing_weak_p64_212463.csv,0.0159859649122807,0.00464573407202216,0.01165207756232687
weak,2048,4194304,64,65536,AS2,2,4,3,1103,9.39658e-09,14.3137,0.766777,0.372972,4.87273,9.26401,0.198419,212463,results/phase5/raw/timing_weak_p64_212463.csv,0.012977062556663645,0.004417706255666364,0.00839892112420671
weak,2048,4194304,64,65536,BJ,0,4,4,1147,8.75946e-09,14.1895,0.906262,0.644083,3.44606,10.6162,0.190366,212463,results/phase5/raw/timing_weak_p64_212463.csv,0.012370967741935484,0.0030044115082824762,0.009255623365300784
weak,2048,4194304,64,65536,AS1,1,4,4,1083,9.25241e-09,14.106,0.829437,0.461823,4.82051,9.45848,0.17639,212463,results/phase5/raw/timing_weak_p64_212463.csv,0.013024930747922438,0.00445107109879963,0.0087335918744229
weak,2048,4194304,64,65536,AS2,2,4,4,1103,9.39658e-09,18.7321,1.00939,0.648482,5.50906,13.6726,0.196358,212463,results/phase5/raw/timing_weak_p64_212463.csv,0.01698286491387126,0.004994614687216682,0.012395829555757026
weak,2048,4194304,64,65536,BJ,0,4,5,1147,8.75946e-09,13.7725,1.09594,0.812319,3.39973,9.94519,0.200713,212463,results/phase5/raw/timing_weak_p64_212463.csv,0.012007410636442895,0.0029640191804707933,0.008670610287707062
weak,2048,4194304,64,65536,AS1,1,4,5,1083,9.25241e-09,15.4253,0.896716,0.534556,5.15832,10.8391,0.193122,212463,results/phase5/raw/timing_weak_p64_212463.csv,0.014243120960295475,0.004762991689750693,0.010008402585410896
weak,2048,4194304,64,65536,AS2,2,4,5,1103,9.39658e-09,19.665,1.02449,0.63753,5.67091,14.6166,0.194543,212463,results/phase5/raw/timing_weak_p64_212463.csv,0.017828649138712602,0.005141350861287398,0.013251677243880326
strong,1024,1048576,64,16384,BJ,0,4,1,636,9.97962e-09,0.582573,0.0397598,0.0072784,0.452325,0.0441457,0.0200258,213717,results/phase5/critical_rerun/raw/critical_n1024_p64_213717.csv,0.000915995283018868,0.0007112028301886792,6.941147798742139e-05
strong,1024,1048576,64,16384,AS1,1,4,1,567,8.98817e-09,0.608937,0.0362076,0.0072654,0.490265,0.0389008,0.0198235,213717,results/phase5/critical_rerun/raw/critical_n1024_p64_213717.csv,0.001073962962962963,0.0008646649029982363,6.860811287477954e-05
strong,1024,1048576,64,16384,AS2,2,4,1,566,8.47533e-09,0.697654,0.0339661,0.00515951,0.557436,0.0645697,0.0180866,213717,results/phase5/critical_rerun/raw/critical_n1024_p64_213717.csv,0.0012326042402826855,0.00098486925795053,0.00011408074204946996
strong,1024,1048576,64,16384,BJ,0,4,2,636,9.97962e-09,0.582002,0.0464147,0.00510636,0.451258,0.036018,0.0220064,213717,results/phase5/critical_rerun/raw/critical_n1024_p64_213717.csv,0.0009150974842767296,0.0007095251572327044,5.6632075471698114e-05
strong,1024,1048576,64,16384,AS1,1,4,2,567,8.98817e-09,0.607738,0.0370469,0.00843923,0.487341,0.039931,0.0197003,213717,results/phase5/critical_rerun/raw/critical_n1024_p64_213717.csv,0.001071848324514991,0.0008595079365079365,7.042504409171076e-05
strong,1024,1048576,64,16384,AS2,2,4,2,566,8.47533e-09,0.674884,0.031582,0.00317054,0.536838,0.0633273,0.0196082,213717,results/phase5/critical_rerun/raw/critical_n1024_p64_213717.csv,0.001192374558303887,0.0009484770318021202,0.0001118856890459364
strong,1024,1048576,64,16384,BJ,0,4,3,636,9.97962e-09,0.579018,0.0374298,0.0051154,0.451719,0.0417955,0.0218024,213717,results/phase5/critical_rerun/raw/critical_n1024_p64_213717.csv,0.0009104056603773586,0.0007102499999999999,6.571619496855346e-05
strong,1024,1048576,64,16384,AS1,1,4,3,567,8.98817e-09,0.607191,0.036242,0.00717563,0.494505,0.0327884,0.018874,213717,results/phase5/critical_rerun/raw/critical_n1024_p64_213717.csv,0.001070883597883598,0.0008721428571428571,5.78278659611993e-05
strong,1024,1048576,64,16384,AS2,2,4,3,566,8.47533e-09,0.815281,0.0315744,0.00306116,0.539873,0.201032,0.0194628,213717,results/phase5/critical_rerun/raw/critical_n1024_p64_213717.csv,0.0014404257950530036,0.0009538392226148411,0.00035518021201413425
strong,1024,1048576,64,16384,BJ,0,4,4,636,9.97962e-09,0.581656,0.0462074,0.0135879,0.454163,0.0341712,0.0203793,213717,results/phase5/critical_rerun/raw/critical_n1024_p64_213717.csv,0.0009145534591194968,0.0007140927672955974,5.372830188679245e-05
strong,1024,1048576,64,16384,AS1,1,4,4,567,8.98817e-09,0.59958,0.0345186,0.00546752,0.49294,0.030394,0.0181531,213717,results/phase5/critical_rerun/raw/critical_n1024_p64_213717.csv,0.0010574603174603174,0.0008693827160493827,5.360493827160494e-05
strong,1024,1048576,64,16384,AS2,2,4,4,566,8.47533e-09,0.656032,0.0364519,0.0037617,0.537713,0.0390083,0.0195082,213717,results/phase5/critical_rerun/raw/critical_n1024_p64_213717.csv,0.0011590671378091872,0.0009500229681978799,6.891925795053004e-05
strong,1024,1048576,64,16384,BJ,0,4,5,636,9.97962e-09,0.593246,0.0400776,0.00745138,0.451422,0.0549026,0.0201172,213717,results/phase5/critical_rerun/raw/critical_n1024_p64_213717.csv,0.0009327767295597485,0.0007097830188679245,8.63248427672956e-05
strong,1024,1048576,64,16384,AS1,1,4,5,567,8.98817e-09,0.613916,0.0342763,0.00530101,0.491878,0.0454423,0.0185196,213717,results/phase5/critical_rerun/raw/critical_n1024_p64_213717.csv,0.0010827442680776014,0.0008675097001763668,8.014514991181658e-05
strong,1024,1048576,64,16384,AS2,2,4,5,566,8.47533e-09,0.662458,0.0334826,0.00493588,0.544675,0.0424192,0.0184015,213717,results/phase5/critical_rerun/raw/critical_n1024_p64_213717.csv,0.0011704204946996466,0.0009623233215547704,7.494558303886925e-05
strong,2048,4194304,2,2097152,BJ,0,4,1,1215,9.36541e-09,130.603,12.7595,0.387102,99.382,2.8895,8.15125,213718,results/phase5/critical_rerun/raw/critical_n2048_p2_213718.csv,0.10749218106995885,0.08179588477366255,0.0023781893004115227
strong,2048,4194304,2,2097152,AS1,1,4,1,1150,9.92848e-09,143.422,11.9906,0.215026,114.3,0.561619,8.34198,213718,results/phase5/critical_rerun/raw/critical_n2048_p2_213718.csv,0.12471478260869565,0.09939130434782609,0.000488364347826087
strong,2048,4194304,2,2097152,AS2,2,4,1,1112,9.81766e-09,137.878,11.7554,0.499695,109.724,0.624673,7.85497,213718,results/phase5/critical_rerun/raw/critical_n2048_p2_213718.csv,0.12399100719424459,0.0986726618705036,0.0005617562949640288
strong,2048,4194304,2,2097152,BJ,0,4,2,1215,9.36541e-09,129.069,12.4277,0.288641,94.6139,6.52273,8.25873,213718,results/phase5/critical_rerun/raw/critical_n2048_p2_213718.csv,0.10622962962962962,0.07787152263374486,0.005368502057613169
strong,2048,4194304,2,2097152,AS1,1,4,2,1150,9.92848e-09,140.772,11.7912,0.316992,112.131,0.661862,8.05242,213718,results/phase5/critical_rerun/raw/critical_n2048_p2_213718.csv,0.12241043478260868,0.09750521739130434,0.0005755321739130434
strong,2048,4194304,2,2097152,AS2,2,4,2,1112,9.81766e-09,136.94,11.7065,0.562179,108.983,0.658029,7.7305,213718,results/phase5/critical_rerun/raw/critical_n2048_p2_213718.csv,0.12314748201438849,0.09800629496402878,0.0005917526978417266
strong,2048,4194304,2,2097152,BJ,0,4,3,1215,9.36541e-09,131.141,12.7097,0.519345,100.806,2.25777,8.03635,213718,results/phase5/critical_rerun/raw/critical_n2048_p2_213718.csv,0.1079349794238683,0.0829679012345679,0.0018582469135802469
strong,2048,4194304,2,2097152,AS1,1,4,3,1150,9.92848e-09,141.686,11.9604,0.38659,112.614,0.510624,8.33137,213718,results/phase5/critical_rerun/raw/critical_n2048_p2_213718.csv,0.12320521739130436,0.09792521739130434,0.00044402086956521735
strong,2048,4194304,2,2097152,AS2,2,4,3,1112,9.81766e-09,136.279,11.6282,0.481167,108.343,0.739698,7.77126,213718,results/phase5/critical_rerun/raw/critical_n2048_p2_213718.csv,0.12255305755395683,0.09743075539568345,0.0006651960431654676
strong,2048,4194304,2,2097152,BJ,0,4,4,1215,9.36541e-09,130.711,12.3807,0.299353,96.0299,6.49296,8.29771,213718,results/phase5/critical_rerun/raw/critical_n2048_p2_213718.csv,0.10758106995884775,0.07903695473251028,0.005344
strong,2048,4194304,2,2097152,AS1,1,4,4,1150,9.92848e-09,141.543,12.1486,0.687971,112.561,0.668462,8.04801,213718,results/phase5/critical_rerun/raw/critical_n2048_p2_213718.csv,0.1230808695652174,0.09787913043478262,0.0005812713043478261
strong,2048,4194304,2,2097152,AS2,2,4,4,1112,9.81766e-09,137.294,11.6962,0.49925,109.23,0.82748,7.72542,213718,results/phase5/critical_rerun/raw/critical_n2048_p2_213718.csv,0.12346582733812951,0.09822841726618706,0.000744136690647482
strong,2048,4194304,2,2097152,BJ,0,4,5,1215,9.36541e-09,131.951,12.5655,0.429044,97.3581,6.24202,8.28397,213718,results/phase5/critical_rerun/raw/critical_n2048_p2_213718.csv,0.10860164609053498,0.08013012345679012,0.005137465020576132
strong,2048,4194304,2,2097152,AS1,1,4,5,1150,9.92848e-09,145.402,12.5753,0.77981,115.714,0.640251,8.21377,213718,results/phase5/critical_rerun/raw/critical_n2048_p2_213718.csv,0.12643652173913042,0.10062086956521739,0.00055674
strong,2048,4194304,2,2097152,AS2,2,4,5,1112,9.81766e-09,145.599,13.4875,1.19068,114.47,1.20643,8.10538,213718,results/phase5/critical_rerun/raw/critical_n2048_p2_213718.csv,0.1309343525179856,0.10294064748201438,0.0010849190647482013
weak,2896,8386816,128,66608,BJ,0,4,1,2135,9.62245e-09,7.76991,0.502399,0.0378482,5.79776,0.860992,0.266674,213719,results/phase5/critical_rerun/raw/critical_n2896_p128_213719.csv,0.003639302107728337,0.0027155784543325527,0.0004032749414519906
weak,2896,8386816,128,66608,AS1,1,4,1,1900,9.50243e-09,10.3024,1.05549,0.0204253,8.09956,0.438687,0.381266,213719,results/phase5/critical_rerun/raw/critical_n2896_p128_213719.csv,0.005422315789473685,0.004262926315789474,0.0002308878947368421
weak,2896,8386816,128,66608,AS2,2,4,1,1909,9.94903e-09,11.2195,1.06711,0.018968,8.07271,1.33207,0.415935,213719,results/phase5/critical_rerun/raw/critical_n2896_p128_213719.csv,0.00587716081718177,0.0042287637506547935,0.0006977841801990572
weak,2896,8386816,128,66608,BJ,0,4,2,2135,9.62245e-09,7.74089,0.556459,0.0535252,6.09468,0.433268,0.299105,213719,results/phase5/critical_rerun/raw/critical_n2896_p128_213719.csv,0.003625709601873536,0.002854651053864169,0.00020293583138173302
weak,2896,8386816,128,66608,AS1,1,4,2,1900,9.50243e-09,10.3669,1.05229,0.0878068,8.24463,0.407107,0.337663,213719,results/phase5/critical_rerun/raw/critical_n2896_p128_213719.csv,0.005456263157894737,0.004339278947368422,0.00021426684210526316
weak,2896,8386816,128,66608,AS2,2,4,2,1909,9.94903e-09,11.1683,1.10245,0.0866006,8.55834,0.803114,0.377012,213719,results/phase5/critical_rerun/raw/critical_n2896_p128_213719.csv,0.0058503404924044,0.004483153483499214,0.00042069879518072287
weak,2896,8386816,128,66608,BJ,0,4,3,2135,9.62245e-09,7.7263,0.528046,0.0558801,6.10282,0.433031,0.308549,213719,results/phase5/critical_rerun/raw/critical_n2896_p128_213719.csv,0.0036188758782201404,0.002858463700234192,0.0002028248243559719
weak,2896,8386816,128,66608,AS1,1,4,3,1900,9.50243e-09,10.2981,1.0478,0.0200709,8.03466,0.502021,0.386899,213719,results/phase5/critical_rerun/raw/critical_n2896_p128_213719.csv,0.005420052631578947,0.004228768421052632,0.00026422157894736843
weak,2896,8386816,128,66608,AS2,2,4,3,1909,9.94903e-09,11.2077,1.08244,0.0204982,8.35535,1.02458,0.415411,213719,results/phase5/critical_rerun/raw/critical_n2896_p128_213719.csv,0.005870979570455737,0.00437682032477737,0.0005367103195390257
weak,2896,8386816,128,66608,BJ,0,4,4,2135,9.62245e-09,7.75732,0.531729,0.0452855,6.07504,0.508366,0.285531,213719,results/phase5/critical_rerun/raw/critical_n2896_p128_213719.csv,0.0036334051522248245,0.0028454519906323185,0.00023811053864168617
weak,2896,8386816,128,66608,AS1,1,4,4,1900,9.50243e-09,10.4129,1.07031,0.0501758,7.97584,0.652753,0.386094,213719,results/phase5/critical_rerun/raw/critical_n2896_p128_213719.csv,0.005480473684210526,0.004197810526315789,0.0003435542105263158
weak,2896,8386816,128,66608,AS2,2,4,4,1909,9.94903e-09,11.1676,1.07997,0.0216847,8.76421,0.568366,0.424683,213719,results/phase5/critical_rerun/raw/critical_n2896_p128_213719.csv,0.005849973808276585,0.004590995285489785,0.0002977297014143531
weak,2896,8386816,128,66608,BJ,0,4,5,2135,9.62245e-09,7.98052,0.531068,0.057712,6.0934,0.699253,0.301964,213719,results/phase5/critical_rerun/raw/critical_n2896_p128_213719.csv,0.0037379484777517566,0.0028540515222482436,0.0003275189695550351
weak,2896,8386816,128,66608,AS1,1,4,5,1900,9.50243e-09,10.4144,1.06959,0.0493226,7.97967,0.660775,0.376461,213719,results/phase5/critical_rerun/raw/critical_n2896_p128_213719.csv,0.005481263157894737,0.004199826315789474,0.00034777631578947367
weak,2896,8386816,128,66608,AS2,2,4,5,1909,9.94903e-09,11.149,1.06788,0.0200444,8.35371,0.990724,0.40654,213719,results/phase5/critical_rerun/raw/critical_n2896_p128_213719.csv,0.005840230487166055,0.004375961236249345,0.0005189753797799895
strong,1024,1048576,32,32768,BJ,0,4,1,596,8.20908e-09,0.770039,0.0516131,0.00412899,0.617623,0.0334458,0.0311625,216362,results/phase5/stability_rerun/raw/stability_strong_n1024_p32_216362.csv,0.001292011744966443,0.001036280201342282,5.611711409395973e-05
strong,1024,1048576,32,32768,AS1,1,4,1,562,8.79959e-09,0.809754,0.0464639,0.00516374,0.659779,0.0430058,0.0261339,216362,results/phase5/stability_rerun/raw/stability_strong_n1024_p32_216362.csv,0.0014408434163701066,0.0011739839857651247,7.652277580071174e-05
strong,1024,1048576,32,32768,AS2,2,4,1,571,9.77984e-09,0.857719,0.047218,0.00448569,0.707436,0.0413906,0.0269673,216362,results/phase5/stability_rerun/raw/stability_strong_n1024_p32_216362.csv,0.0015021348511383538,0.0012389422066549911,7.248791593695272e-05
strong,1024,1048576,32,32768,BJ,0,4,2,596,8.20908e-09,0.767238,0.0463506,0.00312805,0.614622,0.038784,0.0312824,216362,results/phase5/stability_rerun/raw/stability_strong_n1024_p32_216362.csv,0.0012873120805369127,0.001031244966442953,6.50738255033557e-05
strong,1024,1048576,32,32768,AS1,1,4,2,562,8.79959e-09,0.808092,0.0478312,0.00668635,0.667505,0.0318258,0.0264568,216362,results/phase5/stability_rerun/raw/stability_strong_n1024_p32_216362.csv,0.0014378861209964414,0.0011877313167259786,5.6629537366548045e-05
strong,1024,1048576,32,32768,AS2,2,4,2,571,9.77984e-09,0.891423,0.0477942,0.00369957,0.738869,0.0429399,0.0273468,216362,results/phase5/stability_rerun/raw/stability_strong_n1024_p32_216362.csv,0.0015611611208406304,0.0012939912434325744,7.520122591943958e-05
strong,1024,1048576,32,32768,BJ,0,4,3,596,8.20908e-09,0.765159,0.0471309,0.00334375,0.613366,0.0383324,0.0298364,216362,results/phase5/stability_rerun/raw/stability_strong_n1024_p32_216362.csv,0.0012838238255033557,0.0010291375838926175,6.431610738255033e-05
strong,1024,1048576,32,32768,AS1,1,4,3,562,8.79959e-09,0.80811,0.0463448,0.00479965,0.667873,0.03303,0.0264215,216362,results/phase5/stability_rerun/raw/stability_strong_n1024_p32_216362.csv,0.001437918149466192,0.0011883861209964414,5.877224199288256e-05
strong,1024,1048576,32,32768,AS2,2,4,3,571,9.77984e-09,0.860917,0.0514331,0.0050403,0.71546,0.0306468,0.0279219,216362,results/phase5/stability_rerun/raw/stability_strong_n1024_p32_216362.csv,0.001507735551663748,0.0012529947460595446,5.367215411558669e-05
strong,1024,1048576,32,32768,BJ,0,4,4,596,8.20908e-09,0.767851,0.0480485,0.00371823,0.614685,0.0391482,0.0297626,216362,results/phase5/stability_rerun/raw/stability_strong_n1024_p32_216362.csv,0.0012883406040268455,0.0010313506711409396,6.568489932885907e-05
