scaling,grid_size,unknowns,processes,local_unknowns,method,overlap,sgs_sweeps,repeat,iterations,relative_residual,total_time,spmv_time,halo_time,preconditioner_time,reduction_time,vector_time,job_id,source_file,time_per_iteration,preconditioner_time_per_iteration,reduction_time_per_iteration
strong,1024,1048576,32,32768,AS1,1,4,4,562,8.79959e-09,0.804588,0.0455524,0.00437364,0.66595,0.0326789,0.026174,216362,results/phase5/stability_rerun/raw/stability_strong_n1024_p32_216362.csv,0.0014316512455516013,0.0011849644128113879,5.814750889679715e-05
strong,1024,1048576,32,32768,AS2,2,4,4,571,9.77984e-09,0.861256,0.0480879,0.00595717,0.719884,0.0312211,0.026831,216362,results/phase5/stability_rerun/raw/stability_strong_n1024_p32_216362.csv,0.0015083292469352015,0.0012607425569176882,5.467793345008757e-05
strong,1024,1048576,32,32768,BJ,0,4,5,596,8.20908e-09,0.764428,0.0499346,0.005551,0.612998,0.0372651,0.0281207,216362,results/phase5/stability_rerun/raw/stability_strong_n1024_p32_216362.csv,0.0012825973154362417,0.001028520134228188,6.25253355704698e-05
strong,1024,1048576,32,32768,AS1,1,4,5,562,8.79959e-09,0.80336,0.0449292,0.00432594,0.658593,0.0379695,0.0277282,216362,results/phase5/stability_rerun/raw/stability_strong_n1024_p32_216362.csv,0.0014294661921708184,0.001171873665480427,6.756138790035588e-05
strong,1024,1048576,32,32768,AS2,2,4,5,571,9.77984e-09,0.85709,0.0475344,0.00514742,0.71395,0.0338416,0.0266329,216362,results/phase5/stability_rerun/raw/stability_strong_n1024_p32_216362.csv,0.0015010332749562172,0.0012503502626970227,5.926725043782837e-05
strong,1024,1048576,4,262144,BJ,0,4,1,577,9.65072e-09,5.60224,0.376586,0.00312586,4.65379,0.0131554,0.272932,216360,results/phase5/stability_rerun/raw/stability_strong_n1024_p4_216360.csv,0.009709254766031196,0.008065493934142114,2.279965337954939e-05
strong,1024,1048576,4,262144,AS1,1,4,1,553,9.99784e-09,6.61397,0.650897,0.00415232,5.4076,0.00768494,0.267478,216360,results/phase5/stability_rerun/raw/stability_strong_n1024_p4_216360.csv,0.011960162748643761,0.00977866184448463,1.3896817359855334e-05
strong,1024,1048576,4,262144,AS2,2,4,1,578,9.9035e-09,6.9504,0.671106,0.00343106,5.69696,0.00907419,0.280544,216360,results/phase5/stability_rerun/raw/stability_strong_n1024_p4_216360.csv,0.01202491349480969,0.009856332179930795,1.5699290657439445e-05
strong,1024,1048576,4,262144,BJ,0,4,2,577,9.65072e-09,5.58618,0.376041,0.0036411,4.64255,0.0117422,0.270381,216360,results/phase5/stability_rerun/raw/stability_strong_n1024_p4_216360.csv,0.009681421143847487,0.008046013864818024,2.0350433275563258e-05
strong,1024,1048576,4,262144,AS1,1,4,2,553,9.99784e-09,6.64152,0.664997,0.00350742,5.42191,0.00659707,0.266479,216360,results/phase5/stability_rerun/raw/stability_strong_n1024_p4_216360.csv,0.01200998191681736,0.009804538878842676,1.1929602169981917e-05
strong,1024,1048576,4,262144,AS2,2,4,2,578,9.9035e-09,6.96345,0.682885,0.036121,5.70928,0.0357468,0.25726,216360,results/phase5/stability_rerun/raw/stability_strong_n1024_p4_216360.csv,0.012047491349480969,0.00987764705882353,6.184567474048443e-05
strong,1024,1048576,4,262144,BJ,0,4,3,577,9.65072e-09,5.59159,0.381273,0.0156386,4.63963,0.0379147,0.257006,216360,results/phase5/stability_rerun/raw/stability_strong_n1024_p4_216360.csv,0.009690797227036396,0.008040953206239168,6.57100519930676e-05
strong,1024,1048576,4,262144,AS1,1,4,3,553,9.99784e-09,6.63532,0.663447,0.00281861,5.41553,0.00788089,0.267924,216360,results/phase5/stability_rerun/raw/stability_strong_n1024_p4_216360.csv,0.01199877034358047,0.009793001808318266,1.425115732368897e-05
strong,1024,1048576,4,262144,AS2,2,4,3,578,9.9035e-09,6.97893,0.707539,0.0427135,5.70873,0.0194808,0.264126,216360,results/phase5/stability_rerun/raw/stability_strong_n1024_p4_216360.csv,0.012074273356401384,0.009876695501730103,3.37038062283737e-05
strong,1024,1048576,4,262144,BJ,0,4,4,577,9.65072e-09,5.57971,0.370325,0.00260968,4.64513,0.0092674,0.269854,216360,results/phase5/stability_rerun/raw/stability_strong_n1024_p4_216360.csv,0.009670207972270365,0.00805048526863085,1.6061351819757366e-05
strong,1024,1048576,4,262144,AS1,1,4,4,553,9.99784e-09,6.62496,0.658377,0.0281177,5.42602,0.0250302,0.248408,216360,results/phase5/stability_rerun/raw/stability_strong_n1024_p4_216360.csv,0.01198003616636528,0.009811971066907777,4.5262567811934896e-05
strong,1024,1048576,4,262144,AS2,2,4,4,578,9.9035e-09,6.96109,0.682367,0.00416501,5.69656,0.00802521,0.281334,216360,results/phase5/stability_rerun/raw/stability_strong_n1024_p4_216360.csv,0.01204340830449827,0.009855640138408304,1.3884446366782006e-05
strong,1024,1048576,4,262144,BJ,0,4,5,577,9.65072e-09,5.58463,0.375821,0.00354739,4.64477,0.00601215,0.272681,216360,results/phase5/stability_rerun/raw/stability_strong_n1024_p4_216360.csv,0.009678734835355286,0.008049861351819758,1.0419670710571924e-05
strong,1024,1048576,4,262144,AS1,1,4,5,553,9.99784e-09,6.62762,0.659996,0.00282367,5.41209,0.0117292,0.263938,216360,results/phase5/stability_rerun/raw/stability_strong_n1024_p4_216360.csv,0.011984846292947559,0.009786781193490055,2.121012658227848e-05
strong,1024,1048576,4,262144,AS2,2,4,5,578,9.9035e-09,6.97489,0.690882,0.00298862,5.70306,0.00619013,0.281084,216360,results/phase5/stability_rerun/raw/stability_strong_n1024_p4_216360.csv,0.012067283737024223,0.009866885813148788,1.0709567474048443e-05
strong,1024,1048576,8,131072,BJ,0,4,1,579,8.96287e-09,2.81002,0.18062,0.00239225,2.34168,0.0102189,0.134277,216361,results/phase5/stability_rerun/raw/stability_strong_n1024_p8_216361.csv,0.004853229706390329,0.004044352331606218,1.764922279792746e-05
strong,1024,1048576,8,131072,AS1,1,4,1,538,9.82574e-09,3.17579,0.287754,0.00254844,2.61618,0.01209,0.124563,216361,results/phase5/stability_rerun/raw/stability_strong_n1024_p8_216361.csv,0.0059029553903345725,0.004862788104089219,2.2472118959107807e-05
strong,1024,1048576,8,131072,AS2,2,4,1,572,9.5219e-09,3.40742,0.299719,0.0120864,2.82472,0.0215277,0.119832,216361,results/phase5/stability_rerun/raw/stability_strong_n1024_p8_216361.csv,0.005957027972027972,0.004938321678321678,3.763583916083916e-05
strong,1024,1048576,8,131072,BJ,0,4,2,579,8.96287e-09,2.81187,0.178228,0.00295724,2.34171,0.0174036,0.131406,216361,results/phase5/stability_rerun/raw/stability_strong_n1024_p8_216361.csv,0.004856424870466321,0.00404440414507772,3.0058031088082906e-05
strong,1024,1048576,8,131072,AS1,1,4,2,538,9.82574e-09,3.16922,0.284132,0.00258924,2.61248,0.0136186,0.123687,216361,results/phase5/stability_rerun/raw/stability_strong_n1024_p8_216361.csv,0.005890743494423792,0.004855910780669145,2.5313382899628253e-05
strong,1024,1048576,8,131072,AS2,2,4,2,572,9.5219e-09,3.4076,0.302144,0.00262486,2.81094,0.0226332,0.128265,216361,results/phase5/stability_rerun/raw/stability_strong_n1024_p8_216361.csv,0.005957342657342657,0.004914230769230769,3.956853146853147e-05
strong,1024,1048576,8,131072,BJ,0,4,3,579,8.96287e-09,2.80831,0.178611,0.0023987,2.34152,0.0110653,0.133792,216361,results/phase5/stability_rerun/raw/stability_strong_n1024_p8_216361.csv,0.00485027633851468,0.004044075993091537,1.911105354058722e-05
strong,1024,1048576,8,131072,AS1,1,4,3,538,9.82574e-09,3.16527,0.28765,0.0166314,2.61636,0.0206204,0.109972,216361,results/phase5/stability_rerun/raw/stability_strong_n1024_p8_216361.csv,0.005883401486988848,0.004863122676579925,3.8327881040892193e-05
strong,1024,1048576,8,131072,AS2,2,4,3,572,9.5219e-09,3.40415,0.305217,0.0183157,2.82258,0.016731,0.12093,216361,results/phase5/stability_rerun/raw/stability_strong_n1024_p8_216361.csv,0.005951311188811189,0.004934580419580419,2.925e-05
strong,1024,1048576,8,131072,BJ,0,4,4,579,8.96287e-09,2.80906,0.177207,0.00289255,2.34217,0.0108996,0.135181,216361,results/phase5/stability_rerun/raw/stability_strong_n1024_p8_216361.csv,0.004851571675302245,0.004045198618307426,1.8824870466321244e-05
strong,1024,1048576,8,131072,AS1,1,4,4,538,9.82574e-09,3.17136,0.28522,0.00259183,2.60979,0.0208387,0.12037,216361,results/phase5/stability_rerun/raw/stability_strong_n1024_p8_216361.csv,0.005894721189591078,0.004850910780669145,3.8733643122676584e-05
strong,1024,1048576,8,131072,AS2,2,4,4,572,9.5219e-09,3.41311,0.307388,0.0174247,2.82358,0.0229084,0.120506,216361,results/phase5/stability_rerun/raw/stability_strong_n1024_p8_216361.csv,0.005966975524475525,0.004936328671328672,4.004965034965035e-05
strong,1024,1048576,8,131072,BJ,0,4,5,579,8.96287e-09,2.81472,0.17996,0.00578704,2.34004,0.0168216,0.135798,216361,results/phase5/stability_rerun/raw/stability_strong_n1024_p8_216361.csv,0.004861347150259068,0.0040415198618307425,2.905284974093264e-05
strong,1024,1048576,8,131072,AS1,1,4,5,538,9.82574e-09,3.16939,0.285673,0.00265237,2.60291,0.0195461,0.126119,216361,results/phase5/stability_rerun/raw/stability_strong_n1024_p8_216361.csv,0.005891059479553903,0.004838122676579926,3.6331040892193306e-05
strong,1024,1048576,8,131072,AS2,2,4,5,572,9.5219e-09,3.41147,0.300849,0.00267777,2.81829,0.0159006,0.133686,216361,results/phase5/stability_rerun/raw/stability_strong_n1024_p8_216361.csv,0.005964108391608392,0.00492708041958042,2.779825174825175e-05
strong,2048,4194304,128,32768,BJ,0,4,1,1233,8.66811e-09,2.36794,0.134741,0.0114206,1.74546,0.302356,0.083501,216367,results/phase5/stability_rerun/raw/stability_strong_n2048_p128_216367.csv,0.0019204703974047038,0.0014156204379562043,0.0002452197891321979
strong,2048,4194304,128,32768,AS1,1,4,1,1101,9.158e-09,2.36023,0.130311,0.0175658,1.91312,0.153327,0.0704633,216367,results/phase5/stability_rerun/raw/stability_strong_n2048_p128_216367.csv,0.0021437148047229793,0.001737620345140781,0.00013926158038147138
strong,2048,4194304,128,32768,AS2,2,4,1,1095,9.60991e-09,2.54914,0.124034,0.00802856,2.08076,0.178468,0.0748943,216367,results/phase5/stability_rerun/raw/stability_strong_n2048_p128_216367.csv,0.0023279817351598174,0.0019002374429223745,0.00016298447488584473
strong,2048,4194304,128,32768,BJ,0,4,2,1233,8.66811e-09,2.23384,0.136765,0.0107733,1.74711,0.164463,0.0833869,216367,results/phase5/stability_rerun/raw/stability_strong_n2048_p128_216367.csv,0.0018117112733171126,0.0014169586374695863,0.00013338442822384428
strong,2048,4194304,128,32768,AS1,1,4,2,1101,9.158e-09,2.34319,0.128436,0.0144388,1.91537,0.136112,0.0710103,216367,results/phase5/stability_rerun/raw/stability_strong_n2048_p128_216367.csv,0.002128237965485922,0.0017396639418710263,0.00012362579473206177
strong,2048,4194304,128,32768,AS2,2,4,2,1095,9.60991e-09,2.54796,0.119303,0.00993834,2.08152,0.182662,0.073712,216367,results/phase5/stability_rerun/raw/stability_strong_n2048_p128_216367.csv,0.002326904109589041,0.001900931506849315,0.00016681461187214612
strong,2048,4194304,128,32768,BJ,0,4,3,1233,8.66811e-09,2.22623,0.149018,0.0235371,1.75194,0.13957,0.0832493,216367,results/phase5/stability_rerun/raw/stability_strong_n2048_p128_216367.csv,0.0018055393349553934,0.0014208759124087593,0.00011319545823195458
strong,2048,4194304,128,32768,AS1,1,4,3,1101,9.158e-09,2.3472,0.143177,0.0208998,1.92129,0.114748,0.0750525,216367,results/phase5/stability_rerun/raw/stability_strong_n2048_p128_216367.csv,0.0021318801089918256,0.0017450408719346048,0.00010422161671207993
strong,2048,4194304,128,32768,AS2,2,4,3,1095,9.60991e-09,2.56296,0.129455,0.0148012,2.11575,0.154859,0.0706277,216367,results/phase5/stability_rerun/raw/stability_strong_n2048_p128_216367.csv,0.002340602739726027,0.0019321917808219175,0.00014142374429223744
strong,2048,4194304,128,32768,BJ,0,4,4,1233,8.66811e-09,2.22681,0.13774,0.0140623,1.74566,0.157797,0.0832591,216367,results/phase5/stability_rerun/raw/stability_strong_n2048_p128_216367.csv,0.0018060097323600974,0.0014157826439578265,0.00012797810218978102
strong,2048,4194304,128,32768,AS1,1,4,4,1101,9.158e-09,2.38252,0.119346,0.00833915,1.89479,0.200899,0.0753763,216367,results/phase5/stability_rerun/raw/stability_strong_n2048_p128_216367.csv,0.0021639600363306086,0.0017209718437783833,0.00018246957311534968
strong,2048,4194304,128,32768,AS2,2,4,4,1095,9.60991e-09,2.56641,0.132925,0.0212767,2.12482,0.141791,0.0754169,216367,results/phase5/stability_rerun/raw/stability_strong_n2048_p128_216367.csv,0.002343753424657534,0.001940474885844749,0.00012948949771689498
strong,2048,4194304,128,32768,BJ,0,4,5,1233,8.66811e-09,2.28209,0.145211,0.0204266,1.7467,0.205214,0.081112,216367,results/phase5/stability_rerun/raw/stability_strong_n2048_p128_216367.csv,0.001850843471208435,0.0014166261151662611,0.00016643471208434713
strong,2048,4194304,128,32768,AS1,1,4,5,1101,9.158e-09,2.35857,0.133719,0.0139355,1.91228,0.150928,0.0691556,216367,results/phase5/stability_rerun/raw/stability_strong_n2048_p128_216367.csv,0.002142207084468665,0.0017368574023614895,0.00013708265213442324
strong,2048,4194304,128,32768,AS2,2,4,5,1095,9.60991e-09,2.61367,0.122002,0.0106503,2.08382,0.241948,0.0746817,216367,results/phase5/stability_rerun/raw/stability_strong_n2048_p128_216367.csv,0.0023869132420091324,0.0019030319634703195,0.00022095707762557077
strong,2048,4194304,16,262144,BJ,0,4,1,1079,9.60647e-09,11.5628,1.12496,0.022151,8.91138,0.194428,0.756965,216365,results/phase5/stability_rerun/raw/stability_strong_n2048_p16_216365.csv,0.010716218721037998,0.008258924930491195,0.00018019277108433733
strong,2048,4194304,16,262144,AS1,1,4,1,1066,9.85554e-09,14.8795,1.62532,0.0131017,11.3862,0.147346,0.971676,216365,results/phase5/stability_rerun/raw/stability_strong_n2048_p16_216365.csv,0.013958255159474672,0.0106812382739212,0.00013822326454033772
strong,2048,4194304,16,262144,AS2,2,4,1,1036,8.97052e-09,14.6032,1.5831,0.0197309,11.2396,0.0894446,0.951624,216365,results/phase5/stability_rerun/raw/stability_strong_n2048_p16_216365.csv,0.014095752895752895,0.010849034749034748,8.633648648648648e-05
strong,2048,4194304,16,262144,BJ,0,4,2,1079,9.60647e-09,11.5427,1.15395,0.0591991,8.91416,0.126373,0.771495,216365,results/phase5/stability_rerun/raw/stability_strong_n2048_p16_216365.csv,0.010697590361445783,0.00826150139017609,0.00011712048192771085
strong,2048,4194304,16,262144,AS1,1,4,2,1066,9.85554e-09,14.8878,1.57592,0.0241526,11.4406,0.280403,0.897235,216365,results/phase5/stability_rerun/raw/stability_strong_n2048_p16_216365.csv,0.013966041275797373,0.010732270168855534,0.0002630422138836773
strong,2048,4194304,16,262144,AS2,2,4,2,1036,8.97052e-09,14.6277,1.5283,0.0508702,11.3015,0.240832,0.880644,216365,results/phase5/stability_rerun/raw/stability_strong_n2048_p16_216365.csv,0.014119401544401545,0.010908783783783784,0.00023246332046332046
strong,2048,4194304,16,262144,BJ,0,4,3,1079,9.60647e-09,11.5583,1.15329,0.041865,8.91179,0.14706,0.76775,216365,results/phase5/stability_rerun/raw/stability_strong_n2048_p16_216365.csv,0.010712048192771084,0.008259304911955515,0.00013629286376274329
strong,2048,4194304,16,262144,AS1,1,4,3,1066,9.85554e-09,14.9483,1.56748,0.0272253,11.3893,0.385706,0.911298,216365,results/phase5/stability_rerun/raw/stability_strong_n2048_p16_216365.csv,0.014022795497185742,0.010684146341463415,0.0003618255159474672
strong,2048,4194304,16,262144,AS2,2,4,3,1036,8.97052e-09,14.6585,1.58967,0.0136391,11.1626,0.225792,0.949932,216365,results/phase5/stability_rerun/raw/stability_strong_n2048_p16_216365.csv,0.014149131274131274,0.010774710424710425,0.00021794594594594594
strong,2048,4194304,16,262144,BJ,0,4,4,1079,9.60647e-09,11.5504,1.13982,0.0192572,8.91011,0.132523,0.785158,216365,results/phase5/stability_rerun/raw/stability_strong_n2048_p16_216365.csv,0.010704726598702502,0.008257747914735866,0.00012282020389249305
strong,2048,4194304,16,262144,AS1,1,4,4,1066,9.85554e-09,14.8559,1.63017,0.013643,11.3098,0.17892,0.98363,216365,results/phase5/stability_rerun/raw/stability_strong_n2048_p16_216365.csv,0.013936116322701688,0.010609568480300187,0.00016784240150093807
strong,2048,4194304,16,262144,AS2,2,4,4,1036,8.97052e-09,14.6254,1.55726,0.0246187,11.2085,0.305225,0.880006,216365,results/phase5/stability_rerun/raw/stability_strong_n2048_p16_216365.csv,0.014117181467181468,0.010819015444015445,0.0002946187258687259
strong,2048,4194304,16,262144,BJ,0,4,5,1079,9.60647e-09,11.5444,1.14284,0.0382218,8.91506,0.155928,0.755605,216365,results/phase5/stability_rerun/raw/stability_strong_n2048_p16_216365.csv,0.010699165894346618,0.008262335495829472,0.00014451158480074144
strong,2048,4194304,16,262144,AS1,1,4,5,1066,9.85554e-09,14.8766,1.63894,0.108237,11.3213,0.312562,0.90779,216365,results/phase5/stability_rerun/raw/stability_strong_n2048_p16_216365.csv,0.013955534709193246,0.010620356472795498,0.00029321013133208254
strong,2048,4194304,16,262144,AS2,2,4,5,1036,8.97052e-09,14.679,1.59103,0.0198184,11.2816,0.128189,0.940843,216365,results/phase5/stability_rerun/raw/stability_strong_n2048_p16_216365.csv,0.01416891891891892,0.01088957528957529,0.000123734555984556
strong,2048,4194304,4,1048576,BJ,0,4,1,1146,9.85032e-09,48.7447,5.00806,0.0519571,37.7544,0.593574,2.93358,216363,results/phase5/stability_rerun/raw/stability_strong_n2048_p4_216363.csv,0.0425346422338569,0.03294450261780105,0.0005179528795811519
strong,2048,4194304,4,1048576,AS1,1,4,1,1069,8.42689e-09,54.0448,5.0053,0.298862,42.1614,0.482068,3.34008,216363,results/phase5/stability_rerun/raw/stability_strong_n2048_p4_216363.csv,0.05055640785781104,0.039440037418147805,0.00045095229186155284
strong,2048,4194304,4,1048576,AS2,2,4,1,1115,9.20774e-09,56.5835,5.22606,0.300681,44.2774,0.559817,3.39459,216363,results/phase5/stability_rerun/raw/stability_strong_n2048_p4_216363.csv,0.050747533632287,0.03971067264573991,0.0005020780269058297
strong,2048,4194304,4,1048576,BJ,0,4,2,1146,9.85032e-09,48.7751,5.13246,0.189271,37.7334,0.539528,2.89295,216363,results/phase5/stability_rerun/raw/stability_strong_n2048_p4_216363.csv,0.042561169284467716,0.03292617801047121,0.00047079232111692845
strong,2048,4194304,4,1048576,AS1,1,4,2,1069,8.42689e-09,53.8709,5.01137,0.137682,42.1126,0.336886,3.31957,216363,results/phase5/stability_rerun/raw/stability_strong_n2048_p4_216363.csv,0.050393732460243215,0.03939438727782975,0.00031514125350795135
strong,2048,4194304,4,1048576,AS2,2,4,2,1115,9.20774e-09,56.5963,5.12706,0.221646,44.0098,1.21919,3.27054,216363,results/phase5/stability_rerun/raw/stability_strong_n2048_p4_216363.csv,0.050759013452914795,0.03947067264573991,0.0010934439461883407
strong,2048,4194304,4,1048576,BJ,0,4,3,1146,9.85032e-09,48.7667,5.14096,0.215382,37.7435,0.554762,2.85506,216363,results/phase5/stability_rerun/raw/stability_strong_n2048_p4_216363.csv,0.042553839441535776,0.03293499127399651,0.0004840855148342059
strong,2048,4194304,4,1048576,AS1,1,4,3,1069,8.42689e-09,54.1694,4.96807,0.0175338,42.2891,0.0167935,3.50372,216363,results/phase5/stability_rerun/raw/stability_strong_n2048_p4_216363.csv,0.05067296538821329,0.03955949485500467,1.570954162768943e-05
strong,2048,4194304,4,1048576,AS2,2,4,3,1115,9.20774e-09,56.4993,5.16266,0.0135602,44.2319,0.0262723,3.62564,216363,results/phase5/stability_rerun/raw/stability_strong_n2048_p4_216363.csv,0.05067201793721973,0.03966986547085202,2.3562600896860985e-05
strong,2048,4194304,4,1048576,BJ,0,4,4,1146,9.85032e-09,48.7699,4.92367,0.0235941,37.7856,0.0195546,3.2672,216363,results/phase5/stability_rerun/raw/stability_strong_n2048_p4_216363.csv,0.0425566317626527,0.0329717277486911,1.7063350785340312e-05
strong,2048,4194304,4,1048576,AS1,1,4,4,1069,8.42689e-09,54.1575,4.87412,0.0367091,42.2041,0.362577,3.49429,216363,results/phase5/stability_rerun/raw/stability_strong_n2048_p4_216363.csv,0.05066183348924228,0.03947998129092609,0.00033917399438727783
strong,2048,4194304,4,1048576,AS2,2,4,4,1115,9.20774e-09,56.6661,5.20782,0.318582,44.1462,0.79773,3.41705,216363,results/phase5/stability_rerun/raw/stability_strong_n2048_p4_216363.csv,0.050821614349775786,0.03959300448430493,0.0007154529147982064
strong,2048,4194304,4,1048576,BJ,0,4,5,1146,9.85032e-09,48.666,5.11816,0.273763,37.6336,0.391475,3.01707,216363,results/phase5/stability_rerun/raw/stability_strong_n2048_p4_216363.csv,0.04246596858638743,0.032839092495637,0.00034160122164048865
strong,2048,4194304,4,1048576,AS1,1,4,5,1069,8.42689e-09,53.9802,5.0921,0.375161,42.2033,0.397373,3.26998,216363,results/phase5/stability_rerun/raw/stability_strong_n2048_p4_216363.csv,0.05049597754911132,0.039479232927970065,0.00037172404115996257
strong,2048,4194304,4,1048576,AS2,2,4,5,1115,9.20774e-09,56.7545,5.29873,0.390968,44.0121,0.992469,3.38415,216363,results/phase5/stability_rerun/raw/stability_strong_n2048_p4_216363.csv,0.05090089686098655,0.039472735426008966,0.0008901067264573991
strong,2048,4194304,64,65536,BJ,0,4,1,1147,8.75946e-09,4.68222,0.293834,0.0335231,3.22894,0.813867,0.154512,216366,results/phase5/stability_rerun/raw/stability_strong_n2048_p64_216366.csv,0.004082144725370532,0.0028151176983435048,0.000709561464690497
strong,2048,4194304,64,65536,AS1,1,4,1,1083,9.25241e-09,5.64236,0.580403,0.0222617,4.486,0.198347,0.194306,216366,results/phase5/stability_rerun/raw/stability_strong_n2048_p64_216366.csv,0.005209935364727609,0.004142197599261311,0.00018314589104339796
strong,2048,4194304,64,65536,AS2,2,4,1,1103,9.39658e-09,6.08029,0.620063,0.017924,4.89697,0.159553,0.217083,216366,results/phase5/stability_rerun/raw/stability_strong_n2048_p64_216366.csv,0.005512502266545784,0.004439682683590208,0.00014465367180417044
strong,2048,4194304,64,65536,BJ,0,4,2,1147,8.75946e-09,4.0617,0.271946,0.0175545,3.20439,0.23955,0.155171,216366,results/phase5/stability_rerun/raw/stability_strong_n2048_p64_216366.csv,0.0035411508282476027,0.0027937140366172627,0.00020884917175239756
strong,2048,4194304,64,65536,AS1,1,4,2,1083,9.25241e-09,5.64055,0.594809,0.00919146,4.10425,0.550123,0.206734,216366,results/phase5/stability_rerun/raw/stability_strong_n2048_p64_216366.csv,0.005208264081255771,0.0037897045244690676,0.0005079621421975993
strong,2048,4194304,64,65536,AS2,2,4,2,1103,9.39658e-09,6.11209,0.600222,0.0317544,4.82711,0.282972,0.214945,216366,results/phase5/stability_rerun/raw/stability_strong_n2048_p64_216366.csv,0.005541332728921124,0.00437634632819583,0.00025654759746146874
strong,2048,4194304,64,65536,BJ,0,4,3,1147,8.75946e-09,4.04742,0.270789,0.012213,3.21294,0.208247,0.167113,216366,results/phase5/stability_rerun/raw/stability_strong_n2048_p64_216366.csv,0.0035287009590235395,0.002801168265039233,0.00018155797733217086
strong,2048,4194304,64,65536,AS1,1,4,3,1083,9.25241e-09,5.60782,0.594314,0.00984121,4.05183,0.567316,0.209586,216366,results/phase5/stability_rerun/raw/stability_strong_n2048_p64_216366.csv,0.005178042474607572,0.0037413019390581718,0.0005238374884579871
strong,2048,4194304,64,65536,AS2,2,4,3,1103,9.39658e-09,6.18859,0.599755,0.0384414,4.93407,0.254829,0.213208,216366,results/phase5/stability_rerun/raw/stability_strong_n2048_p64_216366.csv,0.005610689029918404,0.004473318223028105,0.00023103263825929285
strong,2048,4194304,64,65536,BJ,0,4,4,1147,8.75946e-09,4.03825,0.28324,0.0182471,3.20162,0.207919,0.154848,216366,results/phase5/stability_rerun/raw/stability_strong_n2048_p64_216366.csv,0.0035207061900610283,0.0027912990409764606,0.0001812720139494333
strong,2048,4194304,64,65536,AS1,1,4,4,1083,9.25241e-09,5.62195,0.586113,0.0202843,4.52115,0.135903,0.195139,216366,results/phase5/stability_rerun/raw/stability_strong_n2048_p64_216366.csv,0.005191089566020314,0.004174653739612188,0.00012548753462603878
strong,2048,4194304,64,65536,AS2,2,4,4,1103,9.39658e-09,6.08437,0.609971,0.0390912,4.92628,0.149764,0.21063,216366,results/phase5/stability_rerun/raw/stability_strong_n2048_p64_216366.csv,0.005516201269265639,0.004466255666364461,0.00013577878513145966
strong,2048,4194304,64,65536,BJ,0,4,5,1147,8.75946e-09,4.04243,0.28011,0.0262424,3.19264,0.225028,0.154403,216366,results/phase5/stability_rerun/raw/stability_strong_n2048_p64_216366.csv,0.00352435047951177,0.0027834699215344375,0.00019618831734960766
strong,2048,4194304,64,65536,AS1,1,4,5,1083,9.25241e-09,5.62147,0.586228,0.0289897,4.4841,0.17284,0.194615,216366,results/phase5/stability_rerun/raw/stability_strong_n2048_p64_216366.csv,0.005190646352723915,0.0041404432132963985,0.00015959372114496766
strong,2048,4194304,64,65536,AS2,2,4,5,1103,9.39658e-09,6.08416,0.620716,0.0357966,4.94629,0.113893,0.215507,216366,results/phase5/stability_rerun/raw/stability_strong_n2048_p64_216366.csv,0.0055160108794197645,0.004484397098821397,0.00010325747960108793
strong,2048,4194304,8,524288,BJ,0,4,1,1110,8.89002e-09,23.7059,2.26286,0.0143823,18.3126,0.238482,1.56915,216364,results/phase5/stability_rerun/raw/stability_strong_n2048_p8_216364.csv,0.021356666666666666,0.01649783783783784,0.00021484864864864864
strong,2048,4194304,8,524288,AS1,1,4,1,1066,9.93073e-09,28.0468,2.8048,0.0190596,21.6579,0.152055,1.81238,216364,results/phase5/stability_rerun/raw/stability_strong_n2048_p8_216364.csv,0.02631031894934334,0.020316979362101313,0.000142640712945591
strong,2048,4194304,8,524288,AS2,2,4,1,1106,9.51073e-09,29.233,2.91665,0.0124717,22.6579,0.0466138,1.89894,216364,results/phase5/stability_rerun/raw/stability_strong_n2048_p8_216364.csv,0.02643128390596745,0.02048634719710669,4.214629294755877e-05
strong,2048,4194304,8,524288,BJ,0,4,2,1110,8.89002e-09,23.7291,2.35972,0.0213789,18.3051,0.416185,1.46305,216364,results/phase5/stability_rerun/raw/stability_strong_n2048_p8_216364.csv,0.021377567567567566,0.01649108108108108,0.00037494144144144145
strong,2048,4194304,8,524288,AS1,1,4,2,1066,9.93073e-09,28.0071,2.68853,0.0316612,21.6316,0.478342,1.70985,216364,results/phase5/stability_rerun/raw/stability_strong_n2048_p8_216364.csv,0.026273076923076923,0.020292307692307693,0.0004487260787992495
strong,2048,4194304,8,524288,AS2,2,4,2,1106,9.51073e-09,29.208,2.94192,0.0136216,22.7036,0.044185,1.8668,216364,results/phase5/stability_rerun/raw/stability_strong_n2048_p8_216364.csv,0.026408679927667267,0.02052766726943942,3.9950271247739603e-05
strong,2048,4194304,8,524288,BJ,0,4,3,1110,8.89002e-09,23.711,2.38597,0.0339871,18.2766,0.377653,1.47345,216364,results/phase5/stability_rerun/raw/stability_strong_n2048_p8_216364.csv,0.02136126126126126,0.016465405405405403,0.00034022792792792793
strong,2048,4194304,8,524288,AS1,1,4,3,1066,9.93073e-09,28.022,2.65717,0.0476104,21.6649,0.503126,1.70987,216364,results/phase5/stability_rerun/raw/stability_strong_n2048_p8_216364.csv,0.02628705440900563,0.020323545966228894,0.0004719756097560975
