scaling,grid_size,unknowns,processes,local_unknowns,method,overlap,sgs_sweeps,repeats,mean_iterations,std_iterations,min_iterations,max_iterations,mean_relative_residual,std_relative_residual,max_relative_residual,mean_total_time,std_total_time,min_total_time,max_total_time,mean_time_per_iteration,std_time_per_iteration,mean_spmv_time,std_spmv_time,mean_halo_time,std_halo_time,mean_preconditioner_time,std_preconditioner_time,mean_reduction_time,std_reduction_time,mean_vector_time,std_vector_time,mean_preconditioner_time_per_iteration,mean_reduction_time_per_iteration,cv_total_time
strong,2048,4194304,64,65536,AS2,2,4,5,1103.0,0.0,1103,1103,9.39658e-09,0.0,9.39658e-09,6.1099,0.04095849801933653,6.08029,6.18859,0.005539347234814143,3.713372440556334e-05,0.6101454000000001,0.009127552456162607,0.03260152,0.007779150169112305,4.906144,0.04272600313626355,0.19220220000000002,0.0650547070622872,0.21427459999999998,0.0022034564302477093,0.004448,0.00017425403445149593,0.006703628213119124
strong,2048,4194304,128,32768,BJ,0,4,5,1233.0,0.0,1233,1233,8.66811e-09,0.0,8.66811e-09,2.267382,0.05439278753658429,2.22623,2.36794,0.0018389148418491486,4.411418291693776e-05,0.14069500000000001,0.005464313790404067,0.01604398,0.005068273301786319,1.747374,0.002365312664321595,0.19388,0.05833081691524644,0.08290166,0.0008995739138058634,0.0014171727493917275,0.000157242497972425,0.02398924730662248
strong,2048,4194304,128,32768,AS1,1,4,5,1101.0,0.0,1101,1101,9.158e-09,0.0,9.158e-09,2.358342,0.013725301308168089,2.34319,2.38252,0.0021420000000000002,1.2466213722223505e-05,0.1309978,0.007727053756769137,0.01503581,0.004176112697521464,1.9113700000000002,0.008867845285073478,0.1512028,0.02839360745942649,0.0722116,0.0025268497968814812,0.001736030881017257,0.0001373322434150772,0.005819894361448886
strong,2048,4194304,128,32768,AS2,2,4,5,1095.0,0.0,1095,1095,9.60991e-09,0.0,9.60991e-09,2.568028,0.02396236999964739,2.54796,2.61367,0.0023452310502283104,2.1883442922052436e-05,0.1255438,0.004970936064766869,0.01293902,0.004718888836308818,2.097334,0.01898440159710075,0.17994559999999998,0.034464389555597816,0.07386652,0.0017110441097762485,0.0019153735159817351,0.00016433388127853882,0.009331039225291698
weak,256,65536,1,65536,BJ,0,4,5,102.0,0.0,102,102,9.00337e-09,0.0,9.00337e-09,0.3203778,0.004457216368990845,0.313166,0.325074,0.003140958823529412,4.3698199695988696e-05,0.02313602,0.0006014002241436231,9.974318000000001e-05,4.01997067073878e-06,0.2658828,0.0035253491968881704,7.607432e-05,2.8306702693178537e-06,0.013819419999999999,0.00010283811355718272,0.002606694117647059,7.458266666666666e-07,0.013912375854353344
weak,256,65536,1,65536,AS1,1,4,5,102.0,0.0,102,102,9.00337e-09,0.0,9.00337e-09,0.36770420000000004,0.002823933951068975,0.364024,0.371199,0.003604943137254902,2.7685626971264524e-05,0.03383938,0.0003350690758634716,0.0001151604,1.1087336480868612e-05,0.3021932,0.0024619824857216146,9.218822000000001e-05,6.615781558183431e-06,0.01414522,0.00031430200381162053,0.002962678431372549,9.038060784313727e-07,0.00767990670508788
weak,256,65536,1,65536,AS2,2,4,5,102.0,0.0,102,102,9.00337e-09,0.0,9.00337e-09,0.36984659999999997,0.006460531018422549,0.358458,0.376507,0.0036259470588235294,6.333853939629953e-05,0.0341647,0.0005313932216353543,0.0001102883,9.528246688662085e-06,0.3039246,0.005375749644468206,9.68679e-05,5.920958244743835e-06,0.014062120000000001,0.0002922265381514829,0.0029796529411764707,9.496852941176471e-07,0.017468136839496565
weak,362,131044,2,65522,BJ,0,4,5,239.0,0.0,239,239,6.24353e-09,0.0,6.24353e-09,0.7964551999999999,0.009064177478403636,0.785376,0.809985,0.0033324485355648533,3.7925428779931523e-05,0.06959958000000001,0.009179637968111814,0.01326353,0.010278887913940883,0.644492,0.004206493932005596,0.01909421,0.009457001557703161,0.033072279999999996,0.00033423255616411835,0.002696619246861925,7.98920920502092e-05,0.01138064950596548
weak,362,131044,2,65522,AS1,1,4,5,226.0,0.0,226,226,8.66291e-09,0.0,8.66291e-09,0.9165485999999999,0.013561375632287436,0.9021,0.941641,0.004055524778761062,6.000608686852854e-05,0.11114257999999999,0.00920408351035561,0.03566458,0.0090619304235687,0.7290818,0.0151146909515213,0.007237212,0.004700421036270687,0.03515162,0.004062688609480181,0.0032260256637168146,3.2023061946902646e-05,0.014796133704516528
weak,362,131044,2,65522,AS2,2,4,5,228.0,0.0,228,228,9.73973e-09,0.0,9.73973e-09,0.9114348,0.016295601779621385,0.894168,0.940024,0.003997521052631579,7.147193762991853e-05,0.10322666,0.012507694992379692,0.025203312,0.012768524231271835,0.7344024,0.009284881229181124,0.005010835999999999,0.0003154480209860257,0.03240532,0.00037217754042929654,0.0032210631578947365,2.1977350877192982e-05,0.017879064722590564
weak,512,262144,4,65536,BJ,0,4,5,299.0,0.0,299,299,9.16747e-09,0.0,9.16747e-09,0.7148566,0.0003780484625018446,0.714205,0.715288,0.0023908247491638795,1.2643761287686787e-06,0.04711328,0.0007119728124022708,0.0023157622,0.000809953447390256,0.5964692,0.0004697903362139074,0.004855404,0.0011862482479919625,0.03007396,0.000823119254057393,0.0019948802675585284,1.6238809364548495e-05,0.0005288451732862852
weak,512,262144,4,65536,AS1,1,4,5,288.0,0.0,288,288,8.47553e-09,0.0,8.47553e-09,0.8078412,0.00356270713924115,0.80553,0.814923,0.0028050041666666664,1.2370510900142815e-05,0.07101348,0.00021594066221997262,0.001141232,2.502283549080716e-05,0.6674996,0.00389609325350408,0.0038982540000000003,0.0007811304728558477,0.029655880000000003,8.923361250111934e-05,0.0023177069444444446,1.3535604166666667e-05,0.004410157762739942
weak,512,262144,4,65536,AS2,2,4,5,292.0,0.0,292,292,8.75927e-09,0.0,8.75927e-09,0.8285627999999999,0.000684221133844893,0.827433,0.829463,0.0028375438356164386,2.343223061112535e-06,0.07263432,0.0014774961541743506,0.0034530080000000005,0.0019412726365289346,0.6860944,0.0009715712222992263,0.005046246,0.0008446425915285116,0.028963,0.001046117479062462,0.0023496383561643834,1.7281664383561644e-05,0.0008257927266887834
weak,724,524176,8,65884,BJ,0,4,5,462.0,0.0,462,462,7.77661e-09,0.0,7.77661e-09,1.114312,0.0013862957837344628,1.11229,1.11597,0.0024119307359307357,3.0006402245334464e-06,0.07185699999999999,0.0013783199062626893,0.0038715779999999997,0.0010409386497656813,0.932879,0.001045435220374744,0.009377814,0.0016795905205686296,0.04397908,0.0010398363398150692,0.0020192186147186147,2.0298298701298702e-05,0.0012440822532059808
weak,724,524176,8,65884,AS1,1,4,5,454.0,0.0,454,454,9.39962e-09,0.0,9.39962e-09,1.2975619999999999,0.002523825667513467,1.29383,1.30097,0.002858066079295154,5.5590873733776315e-06,0.1096194,0.0020893913563523685,0.0032105000000000002,0.0020785354662069154,1.073982,0.008630259324029669,0.014562458,0.010737107893646966,0.04404808,0.0016320257196502748,0.002365599118942731,3.2075898678414095e-05,0.0019450520803733983
weak,724,524176,8,65884,AS2,2,4,5,449.0,0.0,449,449,8.97536e-09,0.0,8.97536e-09,1.3060399999999999,0.0017768849146751315,1.30338,1.30817,0.0029087750556792873,3.95742742689336e-06,0.10798300000000001,0.0008456372744859319,0.0038687940000000005,0.0011958425115474027,1.083388,0.00594055687625325,0.017630550000000002,0.007237080872838163,0.0426429,0.0013640467118101204,0.002412890868596882,3.92662583518931e-05,0.00136051339520622
weak,1024,1048576,16,65536,BJ,0,4,5,571.0,0.0,571,571,9.18973e-09,0.0,9.18973e-09,1.394858,0.0037839101469247525,1.39025,1.40028,0.002442833625218914,6.626812866768393e-06,0.0904297,0.0017573783861195083,0.00542167,0.00036266322714055256,1.15419,0.00030835044997529914,0.02389234,0.004827869594179196,0.057644680000000004,0.0012892389559736408,0.002021348511383538,4.184297723292469e-05,0.002712756529284524
weak,1024,1048576,16,65536,AS1,1,4,5,556.0,0.0,556,556,9.88594e-09,0.0,9.88594e-09,1.6450020000000003,0.0022611448427732263,1.64199,1.64816,0.002958636690647482,4.066807271174891e-06,0.1386798,0.0017867896798448356,0.005468546,0.001837316317737368,1.360344,0.004435166738692004,0.0227173,0.005164316753647089,0.055552199999999996,0.0016408625500022847,0.002446661870503597,4.0858453237410074e-05,0.0013745544642336154
weak,1024,1048576,16,65536,AS2,2,4,5,551.0,0.0,551,551,9.87306e-09,0.0,9.87306e-09,1.6710439999999998,0.001977681470813769,1.66844,1.67321,0.0030327477313974592,3.589258567720092e-06,0.1364166,0.0016353393042423969,0.004092574,0.0011976785828860762,1.3815719999999998,0.013184734202857514,0.029181600000000002,0.014738533845128557,0.056670279999999996,0.00140496460225872,0.0025073901996370235,5.2961161524500904e-05,0.0011835005366787285
weak,1448,2096704,32,66608,BJ,0,4,5,1025.0,0.0,1025,1025,9.50055e-09,0.0,9.50055e-09,4.793362,0.7480485896089906,4.0508,6.07656,0.004676450731707317,0.0007298035020575519,0.3954254,0.0585705870504983,0.16030702,0.0648607486676002,2.9224,0.029716777752643277,1.5428502,0.708920129321322,0.1436046,0.0014978438636920766,0.002851121951219512,0.001505219707317073,0.1560592731383506
weak,1448,2096704,32,66608,AS1,1,4,5,959.0,0.0,959,959,9.15483e-09,0.0,9.15483e-09,5.679602,0.6825864775220793,4.59373,6.44261,0.005922421272158499,0.000711769006800917,0.4741972,0.06980488500499085,0.15927123999999998,0.06996282358503264,3.658858,0.18262497281587753,1.931492,0.44288503620691455,0.145018,0.0031419760024545052,0.0038152846715328466,0.0020140688216892595,0.12018209683039047
weak,1448,2096704,32,66608,AS2,2,4,5,960.0,0.0,960,960,9.97051e-09,0.0,9.97051e-09,6.070966,0.8106515589968356,5.05354,7.08389,0.006323922916666667,0.0008444287072883704,0.47384519999999997,0.09669459794093978,0.14576522,0.0851505797846004,4.024122,0.13401506145206207,2.0933140000000003,0.7059623501745685,0.1485954,0.0060259374573588135,0.0041917937500000006,0.0021805354166666664,0.13352925366355792
weak,2048,4194304,64,65536,BJ,0,4,5,1147.0,0.0,1147,1147,8.75946e-09,0.0,8.75946e-09,13.92766,0.8520227194153925,12.623,15.2741,0.012142685265911071,0.0007428271311380927,0.9311858000000001,0.10361005218877169,0.6531258,0.09583494438752496,3.4223640000000004,0.05971179568560982,10.174868,0.9048922577500593,0.18943959999999999,0.008185866077575417,0.002983752397558849,0.008870852659110723,0.06117486493893393
weak,2048,4194304,64,65536,AS1,1,4,5,1083.0,0.0,1083,1083,9.25241e-09,0.0,9.25241e-09,16.487180000000002,1.6909596309788113,14.106,19.0982,0.015223619575253925,0.0015613662335907772,0.93685,0.06798478007613175,0.5703188,0.06580361859472471,5.08516,0.17783803024100348,11.821456000000001,1.6641161792807617,0.1909806,0.013768913734932034,0.004695438596491228,0.010915471837488458,0.10256208951311328
weak,2048,4194304,64,65536,AS2,2,4,5,1103.0,0.0,1103,1103,9.39658e-09,0.0,9.39658e-09,16.60606,2.1665892888131792,14.3137,19.665,0.015055358114233908,0.0019642695274824837,0.9276924,0.09662768319399981,0.5556634,0.10316462131874474,5.334878,0.2676272106793329,11.578788,2.155682000958397,0.19635660000000002,0.0015237835279330212,0.004836698096101541,0.010497541251133273,0.13046979770115122
weak,2896,8386816,128,66608,BJ,0,4,5,2135.0,0.0,2135,2135,9.62245e-09,0.0,9.62245e-09,7.794988000000001,0.09393033831515783,7.7263,7.98052,0.003651048243559719,4.399547462068289e-05,0.5299402000000001,0.017145402782087097,0.0500502,0.007434483281842795,6.03274,0.11784082144995427,0.586982,0.16804501610818454,0.29236460000000003,0.014874281785686328,0.002825639344262295,0.00027493302107728336,0.012050094023898153
weak,2896,8386816,128,66608,AS1,1,4,5,1900.0,0.0,1900,1900,9.50243e-09,0.0,9.50243e-09,10.35894,0.050890337000259835,10.2981,10.4144,0.005452073684210526,2.6784387894873587e-05,1.059096,0.00919567637534077,0.04556028,0.024906634622718502,8.066872,0.09959421537418765,0.5322686,0.10617744088383371,0.37367659999999997,0.018392144764545544,0.004245722105263158,0.00028014136842105264,0.0049126973416449785
weak,2896,8386816,128,66608,AS2,2,4,5,1909.0,0.0,1909,1909,9.94903e-09,0.0,9.94903e-09,11.18242,0.026645479916864286,11.149,11.2195,0.005857737035096909,1.3957820805062468e-05,1.0799699999999999,0.012829645357530336,0.03355918,0.026535020337991076,8.420864,0.230997436314778,0.9437708,0.2530707797296243,0.4079162,0.016483702659293498,0.0044111388161341015,0.0004943796752226297,0.0023828008532021053
