scaling,grid_size,unknowns,processes,local_unknowns,method,overlap,sgs_sweeps,repeats,mean_iterations,std_iterations,min_iterations,max_iterations,mean_relative_residual,std_relative_residual,max_relative_residual,mean_total_time,std_total_time,min_total_time,max_total_time,mean_time_per_iteration,std_time_per_iteration,mean_spmv_time,std_spmv_time,mean_halo_time,std_halo_time,mean_preconditioner_time,std_preconditioner_time,mean_reduction_time,std_reduction_time,mean_vector_time,std_vector_time,mean_preconditioner_time_per_iteration,mean_reduction_time_per_iteration,cv_total_time
strong,2048,4194304,8,524288,AS1,1,4,5,1066.0,0.0,1066,1066,9.93073e-09,0.0,9.93073e-09,28.014300000000002,0.0192685235552703,27.9893,28.0468,0.026279831144465294,1.80755380443429e-05,2.753576,0.06824877423075094,0.031982279999999995,0.00910366134110886,21.6704,0.03692229678663044,0.2602818,0.18996185643443264,1.7630780000000001,0.048580204775196215,0.02032870544090056,0.0002441667917448405,0.0006878102810089954
strong,2048,4194304,8,524288,AS2,2,4,5,1106.0,0.0,1106,1106,9.51073e-09,0.0,9.51073e-09,29.23606,0.028285798556873732,29.208,29.2862,0.026434050632911394,2.557486307131483e-05,2.9186780000000003,0.03511682525513945,0.02002718,0.009497141935845754,22.66784,0.022792683036448786,0.13251996000000002,0.09362356179555657,1.8755279999999999,0.01371166714881896,0.02049533453887884,0.00011981913200723327,0.0009674969389470993
strong,2048,4194304,16,262144,BJ,0,4,5,1079.0,0.0,1079,1079,9.60647e-09,0.0,9.60647e-09,11.55172,0.0077813623485862805,11.5427,11.5628,0.010705949953660797,7.211642584417399e-06,1.1429719999999999,0.010595869761374008,0.03613882,0.014488289470658708,8.9125,0.0018319279461817496,0.1512624,0.02397225211447601,0.7673946,0.010772643066583074,0.008259962928637628,0.0001401875810936052,0.0006736107132605604
strong,2048,4194304,16,262144,AS1,1,4,5,1066.0,0.0,1066,1066,9.85554e-09,0.0,9.85554e-09,14.889619999999999,0.031162888184505484,14.8559,14.9483,0.013967748592870543,2.9233478597097354e-05,1.6075659999999998,0.029728201829239537,0.03727192,0.03592107767121694,11.36944,0.04819429841796649,0.2609874,0.08745405652249642,0.9343258000000001,0.035877840728784104,0.010665515947467166,0.00024482870544090057,0.0020929270313483814
strong,2048,4194304,16,262144,AS2,2,4,5,1036.0,0.0,1036,1036,8.97052e-09,0.0,8.97052e-09,14.63876,0.026736686406509072,14.6032,14.679,0.01413007722007722,2.580761236149519e-05,1.569872,0.024091058424236953,0.025735459999999998,0.013041400023402394,11.23876,0.049976578514340224,0.19789652,0.07843720184020846,0.9206098,0.03309679181068765,0.010848223938223938,0.00019101980694980692,0.0018264310916026407
strong,2048,4194304,32,131072,BJ,0,4,5,1102.0,0.0,1102,1102,9.235e-09,0.0,9.235e-09,10.526616,1.1025336385906777,8.8619,11.901,0.009552283121597095,0.0010004842455450793,0.788694,0.07647177297800802,0.2873474,0.06683892525347786,6.252196,0.10320082336880844,3.4119680000000003,0.8462751954630362,0.432069,0.01375806098256583,0.005673499092558984,0.0030961597096188743,0.10473770854666661
strong,2048,4194304,32,131072,AS1,1,4,5,1072.0,0.0,1072,1072,9.48762e-09,0.0,9.48762e-09,12.6502,1.7822358934776283,10.8095,14.8016,0.011800559701492538,0.0016625334827216685,1.1291416,0.14188067221380085,0.3855434,0.12156825607139389,7.976962,0.44248209768983876,4.159914,1.18393212451728,0.5317402,0.0201759266394384,0.007441195895522388,0.003880516791044776,0.140885985476722
strong,2048,4194304,32,131072,AS2,2,4,5,1101.0,0.0,1101,1101,9.99226e-09,0.0,9.99226e-09,13.36954,1.0905446228375981,11.8329,14.7877,0.012143088101725704,0.000990503744629971,1.128632,0.08552254565902488,0.3544022,0.07156848756932062,8.441644,0.3190460618531439,4.341114,0.5903687583400733,0.5510008,0.015917788080006597,0.007667251589464123,0.003942882833787466,0.0815693451560486
strong,2048,4194304,64,65536,BJ,0,4,5,1147.0,0.0,1147,1147,8.75946e-09,0.0,8.75946e-09,4.174404,0.2540312052169969,4.03825,4.68222,0.003639410636442895,0.00022147445964864612,0.2799838,0.008385670883119598,0.02155602,0.007475644424770349,3.208106,0.012267820670355492,0.3389222,0.23776338333679556,0.1572094,0.004959121397989769,0.00279695379250218,0.0002954857890148213,0.060854484907784896
strong,2048,4194304,64,65536,AS1,1,4,5,1083.0,0.0,1083,1083,9.25241e-09,0.0,9.25241e-09,5.62683,0.012987250671331422,5.60782,5.64236,0.005195595567867036,1.199192121083236e-05,0.5883734,0.005476259694353449,0.018113674000000003,0.007592697040898181,4.329466,0.20637893212244296,0.3249058,0.19201494110344644,0.200076,0.0066672101211826176,0.003997660203139427,0.00030000535549399817,0.002308093663986902
