scaling,grid_size,unknowns,processes,local_unknowns,method,overlap,sgs_sweeps,repeat,iterations,relative_residual,total_time,spmv_time,halo_time,preconditioner_time,reduction_time,vector_time,job_id
strong,512,262144,2,131072,BJ,0,4,1,335,7.05933e-09,2.29848,0.195175,0.0436256,1.85489,0.0818829,0.118962,212467
strong,512,262144,2,131072,AS1,1,4,1,310,8.5658e-09,2.44237,0.243534,0.0303733,1.98038,0.0303866,0.112875,212467
strong,512,262144,2,131072,AS2,2,4,1,322,7.74869e-09,2.67468,0.290035,0.0691808,2.12809,0.0545476,0.103371,212467
strong,512,262144,2,131072,BJ,0,4,2,335,7.05933e-09,2.26641,0.177725,0.0327451,1.83567,0.0786424,0.110616,212467
strong,512,262144,2,131072,AS1,1,4,2,310,8.5658e-09,2.46528,0.255491,0.0306994,1.97987,0.0320202,0.113142,212467
strong,512,262144,2,131072,AS2,2,4,2,322,7.74869e-09,2.60216,0.269862,0.0493493,2.09524,0.0433066,0.116615,212467
strong,512,262144,2,131072,BJ,0,4,3,335,7.05933e-09,2.27384,0.198015,0.0529259,1.83687,0.0640206,0.117887,212467
strong,512,262144,2,131072,AS1,1,4,3,310,8.5658e-09,2.42824,0.242902,0.0345318,1.97695,0.0251478,0.0998143,212467
strong,512,262144,2,131072,AS2,2,4,3,322,7.74869e-09,2.56884,0.25045,0.0230001,2.08373,0.0272417,0.117087,212467
strong,512,262144,2,131072,BJ,0,4,4,335,7.05933e-09,2.27595,0.188527,0.0318004,1.83961,0.0400487,0.109498,212467
strong,512,262144,2,131072,AS1,1,4,4,310,8.5658e-09,2.49605,0.246593,0.0338289,2.01721,0.0333936,0.112209,212467
strong,512,262144,2,131072,AS2,2,4,4,322,7.74869e-09,2.59142,0.260353,0.030416,2.09301,0.0353082,0.123105,212467
strong,512,262144,2,131072,BJ,0,4,5,335,7.05933e-09,2.28821,0.197233,0.049445,1.83443,0.083234,0.108785,212467
strong,512,262144,2,131072,AS1,1,4,5,310,8.5658e-09,2.55398,0.282687,0.0661793,2.01961,0.0595113,0.115377,212467
strong,512,262144,2,131072,AS2,2,4,5,322,7.74869e-09,2.6207,0.271663,0.0475498,2.11603,0.0334595,0.113602,212467
strong,1024,1048576,2,524288,BJ,0,4,1,628,8.39677e-09,17.1182,1.70165,0.237116,13.3875,0.620447,1.03748,212467
strong,1024,1048576,2,524288,AS1,1,4,1,618,7.69727e-09,19.784,1.85757,0.163827,15.7627,0.259503,1.08529,212467
strong,1024,1048576,2,524288,AS2,2,4,1,583,9.14869e-09,18.8836,1.83158,0.247818,14.9952,0.296288,1.03948,212467
strong,1024,1048576,2,524288,BJ,0,4,2,628,8.39677e-09,17.1469,1.66477,0.161035,13.4566,0.611774,1.0428,212467
strong,1024,1048576,2,524288,AS1,1,4,2,618,7.69727e-09,20.0374,1.98027,0.301494,15.8512,0.323827,1.13173,212467
strong,1024,1048576,2,524288,AS2,2,4,2,583,9.14869e-09,18.6458,1.78597,0.144362,14.8548,0.133992,1.01503,212467
strong,1024,1048576,2,524288,BJ,0,4,3,628,8.39677e-09,17.4512,1.75199,0.331646,13.6253,0.857726,1.09136,212467
strong,1024,1048576,2,524288,AS1,1,4,3,618,7.69727e-09,19.7285,1.89998,0.213717,15.6556,0.259904,1.10588,212467
strong,1024,1048576,2,524288,AS2,2,4,3,583,9.14869e-09,18.609,1.83795,0.184147,14.8001,0.182983,1.03635,212467
strong,1024,1048576,2,524288,BJ,0,4,4,628,8.39677e-09,17.3785,1.66883,0.299017,13.7089,0.878376,1.02529,212467
strong,1024,1048576,2,524288,AS1,1,4,4,618,7.69727e-09,19.8035,1.88665,0.198975,15.7962,0.204,1.07518,212467
strong,1024,1048576,2,524288,AS2,2,4,4,583,9.14869e-09,17.7658,1.69794,0.213239,14.2692,0.18122,0.912071,212467
strong,1024,1048576,2,524288,BJ,0,4,5,628,8.39677e-09,17.3739,1.72941,0.296734,13.5924,0.727871,1.04036,212467
strong,1024,1048576,2,524288,AS1,1,4,5,618,7.69727e-09,19.8175,1.89318,0.253384,15.7951,0.332106,1.06863,212467
strong,1024,1048576,2,524288,AS2,2,4,5,583,9.14869e-09,18.832,1.80634,0.216432,15.0065,0.227291,1.02827,212467
strong,2048,4194304,2,2097152,BJ,0,4,1,1215,9.36541e-09,139.698,13.5817,0.811622,105.817,5.9051,9.92862,212467
strong,2048,4194304,2,2097152,AS1,1,4,1,1150,9.92848e-09,152.609,14.4132,1.24831,119.417,1.87948,9.32767,212467
strong,2048,4194304,2,2097152,AS2,2,4,1,1112,9.81766e-09,147.274,13.8472,1.21082,115.23,1.765,9.05487,212467
strong,2048,4194304,2,2097152,BJ,0,4,2,1215,9.36541e-09,140.218,13.6118,0.958287,106.468,6.27236,10.036,212467
strong,2048,4194304,2,2097152,AS1,1,4,2,1150,9.92848e-09,152.978,14.4249,1.31638,119.642,1.86572,9.38869,212467
strong,2048,4194304,2,2097152,AS2,2,4,2,1112,9.81766e-09,146.582,13.7881,1.03644,114.737,1.42124,8.84875,212467
strong,2048,4194304,2,2097152,BJ,0,4,3,1215,9.36541e-09,139.819,13.4554,0.726395,106.116,6.24915,9.99062,212467
strong,2048,4194304,2,2097152,AS1,1,4,3,1150,9.92848e-09,152.074,14.3735,1.32757,119.004,1.73824,9.20966,212467
strong,2048,4194304,2,2097152,AS2,2,4,3,1112,9.81766e-09,147.807,13.9686,1.26904,115.47,1.90793,9.07362,212467
strong,2048,4194304,2,2097152,BJ,0,4,4,1215,9.36541e-09,139.664,13.4273,0.723934,105.919,6.30076,9.86365,212467
strong,2048,4194304,2,2097152,AS1,1,4,4,1150,9.92848e-09,152.506,14.3876,1.13869,119.28,1.6983,9.35055,212467
strong,2048,4194304,2,2097152,AS2,2,4,4,1112,9.81766e-09,147.294,13.9028,1.16848,115.188,1.71346,9.04421,212467
