scaling,grid_size,unknowns,processes,local_unknowns,method,overlap,sgs_sweeps,repeat,iterations,relative_residual,total_time,spmv_time,halo_time,preconditioner_time,reduction_time,vector_time,job_id
strong,512,262144,4,65536,BJ,0,4,1,299,9.16747e-09,9.26925,1.2315,1.12713,1.70972,7.18505,0.0760059,212468
strong,512,262144,4,65536,AS1,1,4,1,288,8.47553e-09,12.3189,1.25963,1.14078,5.06832,9.02716,0.0703531,212468
strong,512,262144,4,65536,AS2,2,4,1,292,8.75927e-09,10.1811,0.841998,0.731413,4.00845,6.55099,0.0620726,212468
strong,512,262144,4,65536,BJ,0,4,2,299,9.16747e-09,6.4963,0.837542,0.760358,1.77276,4.68474,0.080244,212468
strong,512,262144,4,65536,AS1,1,4,2,288,8.47553e-09,6.26127,0.718739,0.609167,2.69496,3.70333,0.0608083,212468
strong,512,262144,4,65536,AS2,2,4,2,292,8.75927e-09,8.02857,0.866529,0.746045,3.46597,4.72703,0.0649402,212468
strong,512,262144,4,65536,BJ,0,4,3,299,9.16747e-09,7.16676,1.01232,0.925601,1.68158,5.35,0.0716596,212468
strong,512,262144,4,65536,AS1,1,4,3,288,8.47553e-09,1.25759,0.105189,0.0171222,1.03935,0.226543,0.0418383,212468
strong,512,262144,4,65536,AS2,2,4,3,292,8.75927e-09,1.18293,0.104022,0.00846475,0.97479,0.108773,0.0424208,212468
strong,512,262144,4,65536,BJ,0,4,4,299,9.16747e-09,0.822654,0.0622227,0.00419814,0.655403,0.0483407,0.0339415,212468
strong,512,262144,4,65536,AS1,1,4,4,288,8.47553e-09,1.70379,0.19483,0.079772,1.23968,0.418995,0.0398386,212468
strong,512,262144,4,65536,AS2,2,4,4,292,8.75927e-09,1.37525,0.113561,0.0216403,1.06736,0.194932,0.0402123,212468
strong,512,262144,4,65536,BJ,0,4,5,299,9.16747e-09,0.987724,0.0732924,0.00890041,0.807007,0.125665,0.0407438,212468
strong,512,262144,4,65536,AS1,1,4,5,288,8.47553e-09,2.16247,0.334491,0.202553,1.38434,0.738668,0.0595388,212468
strong,512,262144,4,65536,AS2,2,4,5,292,8.75927e-09,12.4556,0.825299,0.705112,6.33766,10.5555,0.226501,212468
strong,1024,1048576,4,262144,BJ,0,4,1,577,9.65072e-09,7.25062,0.580786,0.0683527,5.52879,0.700961,0.364898,212468
strong,1024,1048576,4,262144,AS1,1,4,1,553,9.99784e-09,24.4779,2.64442,1.67378,17.7083,14.9425,0.941514,212468
strong,1024,1048576,4,262144,AS2,2,4,1,578,9.9035e-09,22.6216,2.53498,1.69133,16.7363,13.6112,1.38927,212468
strong,1024,1048576,4,262144,BJ,0,4,2,577,9.65072e-09,20.0652,1.80638,1.17284,14.1882,12.2246,1.16134,212468
strong,1024,1048576,4,262144,AS1,1,4,2,553,9.99784e-09,22.7147,2.6698,1.58098,16.7191,14.1121,1.04408,212468
strong,1024,1048576,4,262144,AS2,2,4,2,578,9.9035e-09,23.8581,2.13218,1.12998,17.3285,14.005,1.31276,212468
strong,1024,1048576,4,262144,BJ,0,4,3,577,9.65072e-09,19.0936,1.74806,0.824511,14.0615,11.5373,0.931719,212468
strong,1024,1048576,4,262144,AS1,1,4,3,553,9.99784e-09,24.7572,2.57524,1.57143,18.2401,15.7403,1.16693,212468
strong,1024,1048576,4,262144,AS2,2,4,3,578,9.9035e-09,25.242,3.17399,2.17476,17.9429,15.7339,1.21861,212468
strong,1024,1048576,4,262144,BJ,0,4,4,577,9.65072e-09,18.9032,1.35651,0.66298,14.1555,11.4846,0.99797,212468
strong,1024,1048576,4,262144,AS1,1,4,4,553,9.99784e-09,24.8023,2.95483,2.02885,18.133,15.5407,1.06218,212468
strong,1024,1048576,4,262144,AS2,2,4,4,578,9.9035e-09,24.4099,3.07946,1.98764,17.2278,15.2916,1.182,212468
