scaling,grid_size,unknowns,processes,local_unknowns,method,overlap,sgs_sweeps,repeat,iterations,relative_residual,total_time,spmv_time,halo_time,preconditioner_time,reduction_time,vector_time,job_id
weak,512,262144,4,65536,BJ,0,4,1,299,9.16747e-09,0.713847,0.0453498,0.000931595,0.597359,0.00363007,0.031193,218976
weak,512,262144,4,65536,AS1,1,4,1,288,8.47553e-09,0.805142,0.0707803,0.0012051,0.664049,0.00516369,0.0295713,218976
weak,512,262144,4,65536,AS2,2,4,1,292,8.75927e-09,0.829602,0.0715259,0.00108964,0.683644,0.00794138,0.0303978,218976
weak,512,262144,4,65536,BJ,0,4,2,299,9.16747e-09,0.713471,0.0456858,0.00112168,0.597547,0.00286389,0.0311262,218976
weak,512,262144,4,65536,AS1,1,4,2,288,8.47553e-09,0.80563,0.0697957,0.00115141,0.663804,0.00658264,0.029821,218976
weak,512,262144,4,65536,AS2,2,4,2,292,8.75927e-09,0.827204,0.0704842,0.00116315,0.68484,0.00547037,0.0303216,218976
weak,512,262144,4,65536,BJ,0,4,3,299,9.16747e-09,0.713433,0.0450397,0.00110315,0.597449,0.00377245,0.0309182,218976
weak,512,262144,4,65536,AS1,1,4,3,288,8.47553e-09,0.806534,0.0718607,0.00228304,0.665081,0.00386775,0.0299892,218976
weak,512,262144,4,65536,AS2,2,4,3,292,8.75927e-09,0.827418,0.0709247,0.00108784,0.683752,0.00674986,0.0298184,218976
weak,512,262144,4,65536,BJ,0,4,4,299,9.16747e-09,0.715066,0.0484396,0.00358769,0.596423,0.00438132,0.029322,218976
weak,512,262144,4,65536,AS1,1,4,4,288,8.47553e-09,0.806502,0.0721611,0.00120244,0.665037,0.00351443,0.0301377,218976
weak,512,262144,4,65536,AS2,2,4,4,292,8.75927e-09,0.830016,0.0732028,0.00112818,0.684358,0.00600795,0.0304655,218976
weak,512,262144,4,65536,BJ,0,4,5,299,9.16747e-09,0.714596,0.0463189,0.000976275,0.597471,0.00345107,0.0310542,218976
weak,512,262144,4,65536,AS1,1,4,5,288,8.47553e-09,0.805175,0.0699735,0.00107948,0.664587,0.00500035,0.0299211,218976
weak,512,262144,4,65536,AS2,2,4,5,292,8.75927e-09,0.82835,0.0727643,0.00240553,0.683795,0.00555136,0.0301625,218976
weak,512,262144,4,65536,BJ,0,4,6,299,9.16747e-09,0.716052,0.0457949,0.00215277,0.597914,0.00385798,0.0320994,218976
weak,512,262144,4,65536,AS1,1,4,6,288,8.47553e-09,0.807255,0.0717092,0.00115573,0.666917,0.00297978,0.0297774,218976
weak,512,262144,4,65536,AS2,2,4,6,292,8.75927e-09,0.828281,0.0709636,0.00181279,0.687608,0.00359943,0.0299206,218976
weak,512,262144,4,65536,BJ,0,4,7,299,9.16747e-09,0.713006,0.0459181,0.000988391,0.597624,0.0019595,0.0312069,218976
weak,512,262144,4,65536,AS1,1,4,7,288,8.47553e-09,0.803957,0.0704784,0.00113379,0.664715,0.00359311,0.0295039,218976
weak,512,262144,4,65536,AS2,2,4,7,292,8.75927e-09,0.827513,0.0707722,0.00111656,0.68384,0.00608437,0.0306254,218976
weak,512,262144,4,65536,BJ,0,4,8,299,9.16747e-09,0.715003,0.0479212,0.00285059,0.595906,0.00509001,0.0296361,218976
weak,512,262144,4,65536,AS1,1,4,8,288,8.47553e-09,0.807141,0.0713441,0.0018224,0.667124,0.00313647,0.0295551,218976
weak,512,262144,4,65536,AS2,2,4,8,292,8.75927e-09,0.826812,0.0718025,0.00114825,0.684046,0.00511688,0.0297515,218976
weak,512,262144,4,65536,BJ,0,4,9,299,9.16747e-09,0.714583,0.0449937,0.00101153,0.597359,0.0044205,0.0315175,218976
weak,512,262144,4,65536,AS1,1,4,9,288,8.47553e-09,0.806557,0.0714903,0.00108706,0.664064,0.00607373,0.0294112,218976
weak,512,262144,4,65536,AS2,2,4,9,292,8.75927e-09,0.827147,0.07182,0.00116839,0.684948,0.00436713,0.0298956,218976
weak,512,262144,4,65536,BJ,0,4,10,299,9.16747e-09,0.716006,0.0470251,0.00219419,0.597105,0.00458447,0.0309669,218976
weak,512,262144,4,65536,AS1,1,4,10,288,8.47553e-09,0.804904,0.0704836,0.0010529,0.663801,0.00540957,0.0295505,218976
weak,512,262144,4,65536,AS2,2,4,10,292,8.75927e-09,0.826695,0.0698134,0.0011249,0.683589,0.00671526,0.030534,218976
