scaling,grid_size,unknowns,processes,local_unknowns,method,overlap,sgs_sweeps,repeat,iterations,relative_residual,total_time,spmv_time,halo_time,preconditioner_time,reduction_time,vector_time,job_id,source_type,source_file
strong,1024,1048576,8,131072,AS2,2,4,2,572,9.5219e-09,3.4076,0.302144,0.00262486,2.81094,0.0226332,0.128265,216361,stability_rerun,stability_strong_n1024_p8_216361.csv
strong,1024,1048576,8,131072,AS2,2,4,3,572,9.5219e-09,3.40415,0.305217,0.0183157,2.82258,0.016731,0.12093,216361,stability_rerun,stability_strong_n1024_p8_216361.csv
strong,1024,1048576,8,131072,AS2,2,4,4,572,9.5219e-09,3.41311,0.307388,0.0174247,2.82358,0.0229084,0.120506,216361,stability_rerun,stability_strong_n1024_p8_216361.csv
strong,1024,1048576,8,131072,AS2,2,4,5,572,9.5219e-09,3.41147,0.300849,0.00267777,2.81829,0.0159006,0.133686,216361,stability_rerun,stability_strong_n1024_p8_216361.csv
strong,1024,1048576,8,131072,BJ,0,4,1,579,8.96287e-09,2.81002,0.18062,0.00239225,2.34168,0.0102189,0.134277,216361,stability_rerun,stability_strong_n1024_p8_216361.csv
strong,1024,1048576,8,131072,BJ,0,4,2,579,8.96287e-09,2.81187,0.178228,0.00295724,2.34171,0.0174036,0.131406,216361,stability_rerun,stability_strong_n1024_p8_216361.csv
strong,1024,1048576,8,131072,BJ,0,4,3,579,8.96287e-09,2.80831,0.178611,0.0023987,2.34152,0.0110653,0.133792,216361,stability_rerun,stability_strong_n1024_p8_216361.csv
strong,1024,1048576,8,131072,BJ,0,4,4,579,8.96287e-09,2.80906,0.177207,0.00289255,2.34217,0.0108996,0.135181,216361,stability_rerun,stability_strong_n1024_p8_216361.csv
strong,1024,1048576,8,131072,BJ,0,4,5,579,8.96287e-09,2.81472,0.17996,0.00578704,2.34004,0.0168216,0.135798,216361,stability_rerun,stability_strong_n1024_p8_216361.csv
strong,1024,1048576,16,65536,AS1,1,4,1,556,9.88594e-09,2.30248,0.200036,0.0119961,1.91017,0.141374,0.0789692,212470,original,timing_strong_p16_212470.csv
strong,1024,1048576,16,65536,AS1,1,4,2,556,9.88594e-09,2.68644,0.213164,0.0248836,2.05393,0.493644,0.0806947,212470,original,timing_strong_p16_212470.csv
strong,1024,1048576,16,65536,AS1,1,4,3,556,9.88594e-09,2.62657,0.227442,0.0303906,2.0003,0.436305,0.099159,212470,original,timing_strong_p16_212470.csv
strong,1024,1048576,16,65536,AS1,1,4,4,556,9.88594e-09,2.6547,0.229019,0.041364,2.036,0.460997,0.0801933,212470,original,timing_strong_p16_212470.csv
strong,1024,1048576,16,65536,AS1,1,4,5,556,9.88594e-09,2.6318,0.238887,0.0321478,2.02152,0.444191,0.0858321,212470,original,timing_strong_p16_212470.csv
strong,1024,1048576,16,65536,AS2,2,4,1,551,9.87306e-09,2.36857,0.203276,0.0130921,1.97136,0.150077,0.078603,212470,original,timing_strong_p16_212470.csv
strong,1024,1048576,16,65536,AS2,2,4,2,551,9.87306e-09,2.64174,0.235294,0.037347,2.03488,0.405038,0.0819028,212470,original,timing_strong_p16_212470.csv
strong,1024,1048576,16,65536,AS2,2,4,3,551,9.87306e-09,2.6358,0.237808,0.0404223,2.03439,0.398763,0.0811556,212470,original,timing_strong_p16_212470.csv
strong,1024,1048576,16,65536,AS2,2,4,4,551,9.87306e-09,2.60331,0.224385,0.0366999,2.01272,0.36378,0.0824064,212470,original,timing_strong_p16_212470.csv
strong,1024,1048576,16,65536,AS2,2,4,5,551,9.87306e-09,2.724,0.241799,0.0535317,2.08847,0.484263,0.0823181,212470,original,timing_strong_p16_212470.csv
strong,1024,1048576,16,65536,BJ,0,4,1,571,9.18973e-09,1.94823,0.144126,0.00914496,1.58356,0.132752,0.0790197,212470,original,timing_strong_p16_212470.csv
strong,1024,1048576,16,65536,BJ,0,4,2,571,9.18973e-09,2.53846,0.20915,0.0509872,1.65729,0.730151,0.0788871,212470,original,timing_strong_p16_212470.csv
strong,1024,1048576,16,65536,BJ,0,4,3,571,9.18973e-09,2.14587,0.217112,0.0586425,1.64217,0.324373,0.0811531,212470,original,timing_strong_p16_212470.csv
strong,1024,1048576,16,65536,BJ,0,4,4,571,9.18973e-09,2.23321,0.177471,0.0423666,1.61512,0.408693,0.0796808,212470,original,timing_strong_p16_212470.csv
strong,1024,1048576,16,65536,BJ,0,4,5,571,9.18973e-09,2.23362,0.166565,0.0237095,1.63435,0.41223,0.0801344,212470,original,timing_strong_p16_212470.csv
strong,1024,1048576,32,32768,AS1,1,4,1,562,8.79959e-09,0.809754,0.0464639,0.00516374,0.659779,0.0430058,0.0261339,216362,stability_rerun,stability_strong_n1024_p32_216362.csv
strong,1024,1048576,32,32768,AS1,1,4,2,562,8.79959e-09,0.808092,0.0478312,0.00668635,0.667505,0.0318258,0.0264568,216362,stability_rerun,stability_strong_n1024_p32_216362.csv
strong,1024,1048576,32,32768,AS1,1,4,3,562,8.79959e-09,0.80811,0.0463448,0.00479965,0.667873,0.03303,0.0264215,216362,stability_rerun,stability_strong_n1024_p32_216362.csv
strong,1024,1048576,32,32768,AS1,1,4,4,562,8.79959e-09,0.804588,0.0455524,0.00437364,0.66595,0.0326789,0.026174,216362,stability_rerun,stability_strong_n1024_p32_216362.csv
strong,1024,1048576,32,32768,AS1,1,4,5,562,8.79959e-09,0.80336,0.0449292,0.00432594,0.658593,0.0379695,0.0277282,216362,stability_rerun,stability_strong_n1024_p32_216362.csv
strong,1024,1048576,32,32768,AS2,2,4,1,571,9.77984e-09,0.857719,0.047218,0.00448569,0.707436,0.0413906,0.0269673,216362,stability_rerun,stability_strong_n1024_p32_216362.csv
strong,1024,1048576,32,32768,AS2,2,4,2,571,9.77984e-09,0.891423,0.0477942,0.00369957,0.738869,0.0429399,0.0273468,216362,stability_rerun,stability_strong_n1024_p32_216362.csv
strong,1024,1048576,32,32768,AS2,2,4,3,571,9.77984e-09,0.860917,0.0514331,0.0050403,0.71546,0.0306468,0.0279219,216362,stability_rerun,stability_strong_n1024_p32_216362.csv
strong,1024,1048576,32,32768,AS2,2,4,4,571,9.77984e-09,0.861256,0.0480879,0.00595717,0.719884,0.0312211,0.026831,216362,stability_rerun,stability_strong_n1024_p32_216362.csv
strong,1024,1048576,32,32768,AS2,2,4,5,571,9.77984e-09,0.85709,0.0475344,0.00514742,0.71395,0.0338416,0.0266329,216362,stability_rerun,stability_strong_n1024_p32_216362.csv
strong,1024,1048576,32,32768,BJ,0,4,1,596,8.20908e-09,0.770039,0.0516131,0.00412899,0.617623,0.0334458,0.0311625,216362,stability_rerun,stability_strong_n1024_p32_216362.csv
strong,1024,1048576,32,32768,BJ,0,4,2,596,8.20908e-09,0.767238,0.0463506,0.00312805,0.614622,0.038784,0.0312824,216362,stability_rerun,stability_strong_n1024_p32_216362.csv
strong,1024,1048576,32,32768,BJ,0,4,3,596,8.20908e-09,0.765159,0.0471309,0.00334375,0.613366,0.0383324,0.0298364,216362,stability_rerun,stability_strong_n1024_p32_216362.csv
strong,1024,1048576,32,32768,BJ,0,4,4,596,8.20908e-09,0.767851,0.0480485,0.00371823,0.614685,0.0391482,0.0297626,216362,stability_rerun,stability_strong_n1024_p32_216362.csv
strong,1024,1048576,32,32768,BJ,0,4,5,596,8.20908e-09,0.764428,0.0499346,0.005551,0.612998,0.0372651,0.0281207,216362,stability_rerun,stability_strong_n1024_p32_216362.csv
strong,1024,1048576,64,16384,AS1,1,4,1,567,8.98817e-09,0.608937,0.0362076,0.0072654,0.490265,0.0389008,0.0198235,213717,critical_rerun,critical_n1024_p64_213717.csv
strong,1024,1048576,64,16384,AS1,1,4,2,567,8.98817e-09,0.607738,0.0370469,0.00843923,0.487341,0.039931,0.0197003,213717,critical_rerun,critical_n1024_p64_213717.csv
strong,1024,1048576,64,16384,AS1,1,4,3,567,8.98817e-09,0.607191,0.036242,0.00717563,0.494505,0.0327884,0.018874,213717,critical_rerun,critical_n1024_p64_213717.csv
strong,1024,1048576,64,16384,AS1,1,4,4,567,8.98817e-09,0.59958,0.0345186,0.00546752,0.49294,0.030394,0.0181531,213717,critical_rerun,critical_n1024_p64_213717.csv
strong,1024,1048576,64,16384,AS1,1,4,5,567,8.98817e-09,0.613916,0.0342763,0.00530101,0.491878,0.0454423,0.0185196,213717,critical_rerun,critical_n1024_p64_213717.csv
strong,1024,1048576,64,16384,AS2,2,4,1,566,8.47533e-09,0.697654,0.0339661,0.00515951,0.557436,0.0645697,0.0180866,213717,critical_rerun,critical_n1024_p64_213717.csv
strong,1024,1048576,64,16384,AS2,2,4,2,566,8.47533e-09,0.674884,0.031582,0.00317054,0.536838,0.0633273,0.0196082,213717,critical_rerun,critical_n1024_p64_213717.csv
strong,1024,1048576,64,16384,AS2,2,4,3,566,8.47533e-09,0.815281,0.0315744,0.00306116,0.539873,0.201032,0.0194628,213717,critical_rerun,critical_n1024_p64_213717.csv
strong,1024,1048576,64,16384,AS2,2,4,4,566,8.47533e-09,0.656032,0.0364519,0.0037617,0.537713,0.0390083,0.0195082,213717,critical_rerun,critical_n1024_p64_213717.csv
strong,1024,1048576,64,16384,AS2,2,4,5,566,8.47533e-09,0.662458,0.0334826,0.00493588,0.544675,0.0424192,0.0184015,213717,critical_rerun,critical_n1024_p64_213717.csv
strong,1024,1048576,64,16384,BJ,0,4,1,636,9.97962e-09,0.582573,0.0397598,0.0072784,0.452325,0.0441457,0.0200258,213717,critical_rerun,critical_n1024_p64_213717.csv
strong,1024,1048576,64,16384,BJ,0,4,2,636,9.97962e-09,0.582002,0.0464147,0.00510636,0.451258,0.036018,0.0220064,213717,critical_rerun,critical_n1024_p64_213717.csv
strong,1024,1048576,64,16384,BJ,0,4,3,636,9.97962e-09,0.579018,0.0374298,0.0051154,0.451719,0.0417955,0.0218024,213717,critical_rerun,critical_n1024_p64_213717.csv
strong,1024,1048576,64,16384,BJ,0,4,4,636,9.97962e-09,0.581656,0.0462074,0.0135879,0.454163,0.0341712,0.0203793,213717,critical_rerun,critical_n1024_p64_213717.csv
strong,1024,1048576,64,16384,BJ,0,4,5,636,9.97962e-09,0.593246,0.0400776,0.00745138,0.451422,0.0549026,0.0201172,213717,critical_rerun,critical_n1024_p64_213717.csv
strong,2048,4194304,1,4194304,AS1,1,4,1,764,9.63899e-09,237.594,22.5248,0.00464241,184.085,0.00392922,15.1996,212466,original,timing_strong_p1_212466.csv
strong,2048,4194304,1,4194304,AS1,1,4,2,764,9.63899e-09,241.252,23.0507,0.00459816,186.896,0.0034294,15.4964,212466,original,timing_strong_p1_212466.csv
strong,2048,4194304,1,4194304,AS1,1,4,3,764,9.63899e-09,235.965,22.2863,0.00473424,182.45,0.00436308,15.5274,212466,original,timing_strong_p1_212466.csv
strong,2048,4194304,1,4194304,AS1,1,4,4,764,9.63899e-09,243.408,23.1239,0.00455326,187.911,0.00349594,16.2041,212466,original,timing_strong_p1_212466.csv
strong,2048,4194304,1,4194304,AS1,1,4,5,764,9.63899e-09,240.83,22.8753,0.00458008,185.407,0.00378668,16.2911,212466,original,timing_strong_p1_212466.csv
strong,2048,4194304,1,4194304,AS2,2,4,1,764,9.63899e-09,236.855,22.4635,0.0155383,183.518,0.00385734,15.3477,212466,original,timing_strong_p1_212466.csv
strong,2048,4194304,1,4194304,AS2,2,4,2,764,9.63899e-09,238.888,22.702,0.0155731,184.932,0.0146635,15.5478,212466,original,timing_strong_p1_212466.csv
strong,2048,4194304,1,4194304,AS2,2,4,3,764,9.63899e-09,242.831,23.7131,0.00451985,187.798,0.00323276,15.4272,212466,original,timing_strong_p1_212466.csv
strong,2048,4194304,1,4194304,AS2,2,4,4,764,9.63899e-09,243.837,23.6006,0.00467539,188.279,0.0035132,16.0423,212466,original,timing_strong_p1_212466.csv
strong,2048,4194304,1,4194304,AS2,2,4,5,764,9.63899e-09,241.495,22.9438,0.00464971,186.569,0.00358293,15.8956,212466,original,timing_strong_p1_212466.csv
strong,2048,4194304,1,4194304,BJ,0,4,1,764,9.63899e-09,207.136,22.5554,0.00447366,153.738,0.00314805,15.1317,212466,original,timing_strong_p1_212466.csv
strong,2048,4194304,1,4194304,BJ,0,4,2,764,9.63899e-09,207.798,23.0746,0.00429546,154.443,0.00306547,15.0765,212466,original,timing_strong_p1_212466.csv
strong,2048,4194304,1,4194304,BJ,0,4,3,764,9.63899e-09,205.184,22.5044,0.00456251,151.424,0.00317543,15.5187,212466,original,timing_strong_p1_212466.csv
strong,2048,4194304,1,4194304,BJ,0,4,4,764,9.63899e-09,209.468,23.4933,0.00444059,154.121,0.00315196,15.9511,212466,original,timing_strong_p1_212466.csv
strong,2048,4194304,1,4194304,BJ,0,4,5,764,9.63899e-09,212.107,23.559,0.0139032,156.774,0.00269736,15.6247,212466,original,timing_strong_p1_212466.csv
strong,2048,4194304,2,2097152,AS1,1,4,1,1150,9.92848e-09,143.422,11.9906,0.215026,114.3,0.561619,8.34198,213718,critical_rerun,critical_n2048_p2_213718.csv
strong,2048,4194304,2,2097152,AS1,1,4,2,1150,9.92848e-09,140.772,11.7912,0.316992,112.131,0.661862,8.05242,213718,critical_rerun,critical_n2048_p2_213718.csv
strong,2048,4194304,2,2097152,AS1,1,4,3,1150,9.92848e-09,141.686,11.9604,0.38659,112.614,0.510624,8.33137,213718,critical_rerun,critical_n2048_p2_213718.csv
strong,2048,4194304,2,2097152,AS1,1,4,4,1150,9.92848e-09,141.543,12.1486,0.687971,112.561,0.668462,8.04801,213718,critical_rerun,critical_n2048_p2_213718.csv
strong,2048,4194304,2,2097152,AS1,1,4,5,1150,9.92848e-09,145.402,12.5753,0.77981,115.714,0.640251,8.21377,213718,critical_rerun,critical_n2048_p2_213718.csv
strong,2048,4194304,2,2097152,AS2,2,4,1,1112,9.81766e-09,137.878,11.7554,0.499695,109.724,0.624673,7.85497,213718,critical_rerun,critical_n2048_p2_213718.csv
strong,2048,4194304,2,2097152,AS2,2,4,2,1112,9.81766e-09,136.94,11.7065,0.562179,108.983,0.658029,7.7305,213718,critical_rerun,critical_n2048_p2_213718.csv
strong,2048,4194304,2,2097152,AS2,2,4,3,1112,9.81766e-09,136.279,11.6282,0.481167,108.343,0.739698,7.77126,213718,critical_rerun,critical_n2048_p2_213718.csv
strong,2048,4194304,2,2097152,AS2,2,4,4,1112,9.81766e-09,137.294,11.6962,0.49925,109.23,0.82748,7.72542,213718,critical_rerun,critical_n2048_p2_213718.csv
strong,2048,4194304,2,2097152,AS2,2,4,5,1112,9.81766e-09,145.599,13.4875,1.19068,114.47,1.20643,8.10538,213718,critical_rerun,critical_n2048_p2_213718.csv
strong,2048,4194304,2,2097152,BJ,0,4,1,1215,9.36541e-09,130.603,12.7595,0.387102,99.382,2.8895,8.15125,213718,critical_rerun,critical_n2048_p2_213718.csv
strong,2048,4194304,2,2097152,BJ,0,4,2,1215,9.36541e-09,129.069,12.4277,0.288641,94.6139,6.52273,8.25873,213718,critical_rerun,critical_n2048_p2_213718.csv
strong,2048,4194304,2,2097152,BJ,0,4,3,1215,9.36541e-09,131.141,12.7097,0.519345,100.806,2.25777,8.03635,213718,critical_rerun,critical_n2048_p2_213718.csv
strong,2048,4194304,2,2097152,BJ,0,4,4,1215,9.36541e-09,130.711,12.3807,0.299353,96.0299,6.49296,8.29771,213718,critical_rerun,critical_n2048_p2_213718.csv
strong,2048,4194304,2,2097152,BJ,0,4,5,1215,9.36541e-09,131.951,12.5655,0.429044,97.3581,6.24202,8.28397,213718,critical_rerun,critical_n2048_p2_213718.csv
strong,2048,4194304,4,1048576,AS1,1,4,1,1069,8.42689e-09,54.0448,5.0053,0.298862,42.1614,0.482068,3.34008,216363,stability_rerun,stability_strong_n2048_p4_216363.csv
strong,2048,4194304,4,1048576,AS1,1,4,2,1069,8.42689e-09,53.8709,5.01137,0.137682,42.1126,0.336886,3.31957,216363,stability_rerun,stability_strong_n2048_p4_216363.csv
strong,2048,4194304,4,1048576,AS1,1,4,3,1069,8.42689e-09,54.1694,4.96807,0.0175338,42.2891,0.0167935,3.50372,216363,stability_rerun,stability_strong_n2048_p4_216363.csv
strong,2048,4194304,4,1048576,AS1,1,4,4,1069,8.42689e-09,54.1575,4.87412,0.0367091,42.2041,0.362577,3.49429,216363,stability_rerun,stability_strong_n2048_p4_216363.csv
strong,2048,4194304,4,1048576,AS1,1,4,5,1069,8.42689e-09,53.9802,5.0921,0.375161,42.2033,0.397373,3.26998,216363,stability_rerun,stability_strong_n2048_p4_216363.csv
strong,2048,4194304,4,1048576,AS2,2,4,1,1115,9.20774e-09,56.5835,5.22606,0.300681,44.2774,0.559817,3.39459,216363,stability_rerun,stability_strong_n2048_p4_216363.csv
strong,2048,4194304,4,1048576,AS2,2,4,2,1115,9.20774e-09,56.5963,5.12706,0.221646,44.0098,1.21919,3.27054,216363,stability_rerun,stability_strong_n2048_p4_216363.csv
strong,2048,4194304,4,1048576,AS2,2,4,3,1115,9.20774e-09,56.4993,5.16266,0.0135602,44.2319,0.0262723,3.62564,216363,stability_rerun,stability_strong_n2048_p4_216363.csv
strong,2048,4194304,4,1048576,AS2,2,4,4,1115,9.20774e-09,56.6661,5.20782,0.318582,44.1462,0.79773,3.41705,216363,stability_rerun,stability_strong_n2048_p4_216363.csv
strong,2048,4194304,4,1048576,AS2,2,4,5,1115,9.20774e-09,56.7545,5.29873,0.390968,44.0121,0.992469,3.38415,216363,stability_rerun,stability_strong_n2048_p4_216363.csv
strong,2048,4194304,4,1048576,BJ,0,4,1,1146,9.85032e-09,48.7447,5.00806,0.0519571,37.7544,0.593574,2.93358,216363,stability_rerun,stability_strong_n2048_p4_216363.csv
strong,2048,4194304,4,1048576,BJ,0,4,2,1146,9.85032e-09,48.7751,5.13246,0.189271,37.7334,0.539528,2.89295,216363,stability_rerun,stability_strong_n2048_p4_216363.csv
strong,2048,4194304,4,1048576,BJ,0,4,3,1146,9.85032e-09,48.7667,5.14096,0.215382,37.7435,0.554762,2.85506,216363,stability_rerun,stability_strong_n2048_p4_216363.csv
strong,2048,4194304,4,1048576,BJ,0,4,4,1146,9.85032e-09,48.7699,4.92367,0.0235941,37.7856,0.0195546,3.2672,216363,stability_rerun,stability_strong_n2048_p4_216363.csv
strong,2048,4194304,4,1048576,BJ,0,4,5,1146,9.85032e-09,48.666,5.11816,0.273763,37.6336,0.391475,3.01707,216363,stability_rerun,stability_strong_n2048_p4_216363.csv
strong,2048,4194304,8,524288,AS1,1,4,1,1066,9.93073e-09,28.0468,2.8048,0.0190596,21.6579,0.152055,1.81238,216364,stability_rerun,stability_strong_n2048_p8_216364.csv
strong,2048,4194304,8,524288,AS1,1,4,2,1066,9.93073e-09,28.0071,2.68853,0.0316612,21.6316,0.478342,1.70985,216364,stability_rerun,stability_strong_n2048_p8_216364.csv
strong,2048,4194304,8,524288,AS1,1,4,3,1066,9.93073e-09,28.022,2.65717,0.0476104,21.6649,0.503126,1.70987,216364,stability_rerun,stability_strong_n2048_p8_216364.csv
strong,2048,4194304,8,524288,AS1,1,4,4,1066,9.93073e-09,27.9893,2.78561,0.0304709,21.6569,0.0842538,1.82384,216364,stability_rerun,stability_strong_n2048_p8_216364.csv
strong,2048,4194304,8,524288,AS1,1,4,5,1066,9.93073e-09,28.0063,2.83177,0.0311093,21.7407,0.0836322,1.75945,216364,stability_rerun,stability_strong_n2048_p8_216364.csv
strong,2048,4194304,8,524288,AS2,2,4,1,1106,9.51073e-09,29.233,2.91665,0.0124717,22.6579,0.0466138,1.89894,216364,stability_rerun,stability_strong_n2048_p8_216364.csv
strong,2048,4194304,8,524288,AS2,2,4,2,1106,9.51073e-09,29.208,2.94192,0.0136216,22.7036,0.044185,1.8668,216364,stability_rerun,stability_strong_n2048_p8_216364.csv
strong,2048,4194304,8,524288,AS2,2,4,3,1106,9.51073e-09,29.2862,2.85299,0.0369968,22.6555,0.301578,1.85791,216364,stability_rerun,stability_strong_n2048_p8_216364.csv
strong,2048,4194304,8,524288,AS2,2,4,4,1106,9.51073e-09,29.2106,2.92831,0.0240169,22.639,0.140105,1.87772,216364,stability_rerun,stability_strong_n2048_p8_216364.csv
strong,2048,4194304,8,524288,AS2,2,4,5,1106,9.51073e-09,29.2425,2.95352,0.0130289,22.6832,0.130118,1.87627,216364,stability_rerun,stability_strong_n2048_p8_216364.csv
strong,2048,4194304,8,524288,BJ,0,4,1,1110,8.89002e-09,23.7059,2.26286,0.0143823,18.3126,0.238482,1.56915,216364,stability_rerun,stability_strong_n2048_p8_216364.csv
strong,2048,4194304,8,524288,BJ,0,4,2,1110,8.89002e-09,23.7291,2.35972,0.0213789,18.3051,0.416185,1.46305,216364,stability_rerun,stability_strong_n2048_p8_216364.csv
strong,2048,4194304,8,524288,BJ,0,4,3,1110,8.89002e-09,23.711,2.38597,0.0339871,18.2766,0.377653,1.47345,216364,stability_rerun,stability_strong_n2048_p8_216364.csv
strong,2048,4194304,8,524288,BJ,0,4,4,1110,8.89002e-09,23.7453,2.37892,0.0193472,18.3415,0.359329,1.47656,216364,stability_rerun,stability_strong_n2048_p8_216364.csv
strong,2048,4194304,8,524288,BJ,0,4,5,1110,8.89002e-09,23.5895,2.39846,0.0171453,18.2901,0.102178,1.54491,216364,stability_rerun,stability_strong_n2048_p8_216364.csv
strong,2048,4194304,16,262144,AS1,1,4,1,1066,9.85554e-09,14.8795,1.62532,0.0131017,11.3862,0.147346,0.971676,216365,stability_rerun,stability_strong_n2048_p16_216365.csv
strong,2048,4194304,16,262144,AS1,1,4,2,1066,9.85554e-09,14.8878,1.57592,0.0241526,11.4406,0.280403,0.897235,216365,stability_rerun,stability_strong_n2048_p16_216365.csv
strong,2048,4194304,16,262144,AS1,1,4,3,1066,9.85554e-09,14.9483,1.56748,0.0272253,11.3893,0.385706,0.911298,216365,stability_rerun,stability_strong_n2048_p16_216365.csv
strong,2048,4194304,16,262144,AS1,1,4,4,1066,9.85554e-09,14.8559,1.63017,0.013643,11.3098,0.17892,0.98363,216365,stability_rerun,stability_strong_n2048_p16_216365.csv
strong,2048,4194304,16,262144,AS1,1,4,5,1066,9.85554e-09,14.8766,1.63894,0.108237,11.3213,0.312562,0.90779,216365,stability_rerun,stability_strong_n2048_p16_216365.csv
strong,2048,4194304,16,262144,AS2,2,4,1,1036,8.97052e-09,14.6032,1.5831,0.0197309,11.2396,0.0894446,0.951624,216365,stability_rerun,stability_strong_n2048_p16_216365.csv
strong,2048,4194304,16,262144,AS2,2,4,2,1036,8.97052e-09,14.6277,1.5283,0.0508702,11.3015,0.240832,0.880644,216365,stability_rerun,stability_strong_n2048_p16_216365.csv
strong,2048,4194304,16,262144,AS2,2,4,3,1036,8.97052e-09,14.6585,1.58967,0.0136391,11.1626,0.225792,0.949932,216365,stability_rerun,stability_strong_n2048_p16_216365.csv
strong,2048,4194304,16,262144,AS2,2,4,4,1036,8.97052e-09,14.6254,1.55726,0.0246187,11.2085,0.305225,0.880006,216365,stability_rerun,stability_strong_n2048_p16_216365.csv
strong,2048,4194304,16,262144,AS2,2,4,5,1036,8.97052e-09,14.679,1.59103,0.0198184,11.2816,0.128189,0.940843,216365,stability_rerun,stability_strong_n2048_p16_216365.csv
strong,2048,4194304,16,262144,BJ,0,4,1,1079,9.60647e-09,11.5628,1.12496,0.022151,8.91138,0.194428,0.756965,216365,stability_rerun,stability_strong_n2048_p16_216365.csv
strong,2048,4194304,16,262144,BJ,0,4,2,1079,9.60647e-09,11.5427,1.15395,0.0591991,8.91416,0.126373,0.771495,216365,stability_rerun,stability_strong_n2048_p16_216365.csv
strong,2048,4194304,16,262144,BJ,0,4,3,1079,9.60647e-09,11.5583,1.15329,0.041865,8.91179,0.14706,0.76775,216365,stability_rerun,stability_strong_n2048_p16_216365.csv
strong,2048,4194304,16,262144,BJ,0,4,4,1079,9.60647e-09,11.5504,1.13982,0.0192572,8.91011,0.132523,0.785158,216365,stability_rerun,stability_strong_n2048_p16_216365.csv
strong,2048,4194304,16,262144,BJ,0,4,5,1079,9.60647e-09,11.5444,1.14284,0.0382218,8.91506,0.155928,0.755605,216365,stability_rerun,stability_strong_n2048_p16_216365.csv
strong,2048,4194304,32,131072,AS1,1,4,1,1072,9.48762e-09,8.02015,0.80653,0.0249674,6.13398,0.271216,0.501978,216672,full_rerun,full_strong_n2048_p32_216672.csv
strong,2048,4194304,32,131072,AS1,1,4,2,1072,9.48762e-09,8.04189,0.809813,0.0172982,6.09294,0.332149,0.501743,216672,full_rerun,full_strong_n2048_p32_216672.csv
strong,2048,4194304,32,131072,AS1,1,4,3,1072,9.48762e-09,8.01995,0.816908,0.0418393,6.12013,0.277675,0.500427,216672,full_rerun,full_strong_n2048_p32_216672.csv
strong,2048,4194304,32,131072,AS1,1,4,4,1072,9.48762e-09,8.03098,0.808901,0.0190179,6.26181,0.145982,0.50023,216672,full_rerun,full_strong_n2048_p32_216672.csv
strong,2048,4194304,32,131072,AS1,1,4,5,1072,9.48762e-09,8.04594,0.825869,0.00921967,5.99321,0.374062,0.53478,216672,full_rerun,full_strong_n2048_p32_216672.csv
strong,2048,4194304,32,131072,AS2,2,4,1,1101,9.99226e-09,14.7877,1.25711,0.453982,8.77418,5.21458,0.532848,212471,original,timing_strong_p32_212471.csv
strong,2048,4194304,32,131072,AS2,2,4,2,1101,9.99226e-09,13.2779,1.08986,0.325772,8.18441,4.26961,0.54868,212471,original,timing_strong_p32_212471.csv
strong,2048,4194304,32,131072,AS2,2,4,3,1101,9.99226e-09,11.8329,1.04966,0.297576,8.32949,3.78639,0.566628,212471,original,timing_strong_p32_212471.csv
strong,2048,4194304,32,131072,AS2,2,4,4,1101,9.99226e-09,12.5961,1.04495,0.271362,8.06073,3.65343,0.571809,212471,original,timing_strong_p32_212471.csv
strong,2048,4194304,32,131072,AS2,2,4,5,1101,9.99226e-09,14.3531,1.20158,0.423319,8.85941,4.78156,0.535039,212471,original,timing_strong_p32_212471.csv
strong,2048,4194304,32,131072,BJ,0,4,1,1102,9.23498e-09,5.88231,0.511583,0.0189364,4.62482,0.103958,0.366376,216672,full_rerun,full_strong_n2048_p32_216672.csv
strong,2048,4194304,32,131072,BJ,0,4,2,1102,9.23498e-09,5.88725,0.487818,0.010544,4.6219,0.115962,0.383443,216672,full_rerun,full_strong_n2048_p32_216672.csv
strong,2048,4194304,32,131072,BJ,0,4,3,1102,9.23498e-09,5.87004,0.496591,0.0228845,4.62356,0.109534,0.365789,216672,full_rerun,full_strong_n2048_p32_216672.csv
strong,2048,4194304,32,131072,BJ,0,4,4,1102,9.23498e-09,5.86019,0.496472,0.0154699,4.53692,0.192429,0.365864,216672,full_rerun,full_strong_n2048_p32_216672.csv
strong,2048,4194304,32,131072,BJ,0,4,5,1102,9.23498e-09,5.87902,0.495917,0.0237616,4.62445,0.123806,0.361501,216672,full_rerun,full_strong_n2048_p32_216672.csv
strong,2048,4194304,64,65536,AS1,1,4,1,1083,9.25241e-09,5.64236,0.580403,0.0222617,4.486,0.198347,0.194306,216366,stability_rerun,stability_strong_n2048_p64_216366.csv
strong,2048,4194304,64,65536,AS1,1,4,2,1083,9.25241e-09,5.64055,0.594809,0.00919146,4.10425,0.550123,0.206734,216366,stability_rerun,stability_strong_n2048_p64_216366.csv
strong,2048,4194304,64,65536,AS1,1,4,3,1083,9.25241e-09,5.60782,0.594314,0.00984121,4.05183,0.567316,0.209586,216366,stability_rerun,stability_strong_n2048_p64_216366.csv
strong,2048,4194304,64,65536,AS1,1,4,4,1083,9.25241e-09,5.62195,0.586113,0.0202843,4.52115,0.135903,0.195139,216366,stability_rerun,stability_strong_n2048_p64_216366.csv
strong,2048,4194304,64,65536,AS1,1,4,5,1083,9.25241e-09,5.62147,0.586228,0.0289897,4.4841,0.17284,0.194615,216366,stability_rerun,stability_strong_n2048_p64_216366.csv
