crossover_rank,scaling,grid_size,processes,method,R_T,R_T_ci_lower,R_T_ci_upper,runtime_penalty_pct,ci_lower_runtime_penalty_pct,R_k,R_k_ci_lower,R_k_ci_upper,iteration_change_pct,iteration_reduction_pct,R_C,R_C_ci_lower,R_C_ci_upper,per_iteration_cost_change_pct,decomposition_pattern,runtime_conclusion,screening_RT_le_1_20
68,weak,2048,64,AS2,2.96044687226456,2.90286121937439,2.99774052572777,196.044687226456,190.286121937439,0.288290642969158,0.288290642969158,0.288290642969158,-71.1709357030842,71.1709357030842,10.268966213313,10.0692176113567,10.3983275171663,926.8966213313,iteration_gain_but_per_iteration_penalty,CG_faster,False
69,strong,2048,64,AS2,2.97786498694787,2.91812464000529,3.02184984182957,197.786498694787,191.812464000529,0.288290642969158,0.288290642969158,0.288290642969158,-71.1709357030842,71.1709357030842,10.3293848051338,10.1221621692296,10.4819560243336,932.93848051338,iteration_gain_but_per_iteration_penalty,CG_faster,False
70,weak,1448,32,AS1,3.04739189336181,3.03564370433417,3.05949492261808,204.739189336181,203.564370433417,0.355976243504083,0.355976243504083,0.355976243504083,-64.4023756495917,64.4023756495917,8.56066085580472,8.52765812249869,8.59466039784474,756.066085580472,iteration_gain_but_per_iteration_penalty,CG_faster,False
71,strong,1024,2,BJ,3.16740269806546,3.14243246801712,3.19084133594916,216.740269806546,214.243246801712,0.330874604847208,0.330874604847208,0.330874604847208,-66.9125395152792,66.9125395152792,9.57281898236982,9.49735163104537,9.64365741342596,857.281898236982,iteration_gain_but_per_iteration_penalty,CG_faster,False
72,weak,1448,32,AS2,3.16802436540192,3.15572738754496,3.18035120459802,216.802436540192,215.572738754496,0.356347438752784,0.356347438752784,0.356347438752784,-64.3652561247216,64.3652561247216,8.89026837540914,8.85575998129806,8.9248605679032,789.026837540914,iteration_gain_but_per_iteration_penalty,CG_faster,False
73,strong,1024,16,BJ,3.22645149606569,2.99215531089891,3.48809034813425,222.645149606569,199.215531089891,0.300842992623815,0.300842992623815,0.300842992623815,-69.9157007376185,69.9157007376185,10.7247021708103,9.94590329262019,11.5943878822396,972.47021708103,iteration_gain_but_per_iteration_penalty,CG_faster,False
74,strong,512,2,BJ,3.32145872953779,3.29185596570629,3.35111451601811,232.145872953779,229.185596570629,0.356004250797024,0.356004250797024,0.356004250797024,-64.3995749202976,64.3995749202976,9.32982884923899,9.24667601113318,9.41313062559116,832.982884923899,iteration_gain_but_per_iteration_penalty,CG_faster,False
75,weak,2896,128,AS1,3.33275790036829,3.00611202706076,3.54198068626007,233.275790036829,200.611202706076,0.349972370602321,0.349972370602321,0.349972370602321,-65.0027629397679,65.0027629397679,9.52291717952602,8.58956957626994,10.1207437608979,852.291717952602,iteration_gain_but_per_iteration_penalty,CG_faster,False
76,strong,1024,2,AS2,3.39698515287426,3.32304280534527,3.44989233154162,239.698515287426,232.304280534527,0.307165437302424,0.307165437302424,0.307165437302424,-69.2834562697576,69.2834562697576,11.0591386280538,10.818413798534,11.231381895825,1005.91386280538,iteration_gain_but_per_iteration_penalty,CG_faster,False
77,weak,362,2,BJ,3.43813003553582,3.3571864197562,3.52304996067586,243.813003553582,235.71864197562,0.360482654600302,0.360482654600302,0.360482654600302,-63.9517345399698,63.9517345399698,9.53757411531484,9.31303178367515,9.77314696204224,853.757411531484,iteration_gain_but_per_iteration_penalty,CG_faster,False
78,weak,2896,128,AS2,3.59769422356306,3.24567396282314,3.82061890831695,259.769422356306,224.567396282314,0.351630134463069,0.351630134463069,0.351630134463069,-64.8369865536931,64.8369865536931,10.2314729909502,9.23036351187366,10.865447906366,923.14729909502,iteration_gain_but_per_iteration_penalty,CG_faster,False
79,strong,512,2,AS1,3.60779785715347,3.54801109607814,3.67425546011523,260.779785715347,254.801109607814,0.329436769394261,0.329436769394261,0.329436769394261,-67.0563230605739,67.0563230605739,10.9514122051013,10.7699304561598,11.1531431869949,995.14122051013,iteration_gain_but_per_iteration_penalty,CG_faster,False
80,strong,1024,2,AS1,3.63269224851976,3.61194742912644,3.65489858933871,263.269224851976,261.194742912644,0.325605900948367,0.325605900948367,0.325605900948367,-67.4394099051633,67.4394099051633,11.1567150286254,11.0930035930129,11.2249150850564,1015.67150286254,iteration_gain_but_per_iteration_penalty,CG_faster,False
81,strong,1024,16,AS1,3.75044438818031,3.54210589242309,3.88952617436364,275.044438818031,254.210589242309,0.292939936775553,0.292939936775553,0.292939936775553,-70.7060063224447,70.7060063224447,12.8027759869896,12.091577309027,13.2775551779536,1180.27759869896,iteration_gain_but_per_iteration_penalty,CG_faster,False
82,strong,1024,16,AS2,3.77120818063773,3.59498620155926,3.90689669148379,277.120818063773,259.498620155926,0.290305584826133,0.290305584826133,0.290305584826133,-70.9694415173867,70.9694415173867,12.9904775441931,12.383455191578,13.4578764436229,1199.04775441931,iteration_gain_but_per_iteration_penalty,CG_faster,False
83,strong,512,2,AS2,3.80350453249646,3.75219580847285,3.86078910979643,280.350453249646,275.219580847285,0.342189160467588,0.342189160467588,0.342189160467588,-65.7810839532412,65.7810839532412,11.1152104505564,10.9652678750713,11.282616622107,1011.52104505564,iteration_gain_but_per_iteration_penalty,CG_faster,False
84,strong,2048,32,AS2,3.88293182185181,3.60445487579067,4.15341351900376,288.293182185181,260.445487579067,0.287767903815996,0.287767903815996,0.287767903815996,-71.2232096184004,71.2232096184004,13.4932762492325,12.525562538397,14.4332062885635,1249.32762492325,iteration_gain_but_per_iteration_penalty,CG_faster,False
85,weak,362,2,AS2,3.93447285084281,3.83092267073917,4.0461680022805,293.447285084281,283.092267073917,0.343891402714932,0.343891402714932,0.343891402714932,-65.6108597285068,65.6108597285068,11.441032895214,11.1399198714915,11.7658306382104,1044.1032895214,iteration_gain_but_per_iteration_penalty,CG_faster,False
