scaling,grid_size,unknowns,processes,local_unknowns,method,overlap,sgs_sweeps,repeat,iterations,relative_residual,total_time,spmv_time,halo_time,preconditioner_time,reduction_time,vector_time,job_id
weak,2048,4194304,64,65536,AS1,1,4,1,1083,9.25241e-09,5.65956,0.599143,0.030369,4.52226,0.158883,0.19576,216674
weak,2048,4194304,64,65536,AS2,2,4,1,1103,9.39658e-09,6.06142,0.606164,0.0312181,4.89515,0.159955,0.213171,216674
weak,2048,4194304,64,65536,AS1,1,4,2,1083,9.25241e-09,17.9894,0.606164,0.0471802,4.51472,12.4913,0.194064,216674
weak,2048,4194304,64,65536,AS2,2,4,2,1103,9.39658e-09,6.06538,0.626717,0.0172201,4.92776,0.106502,0.216822,216674
weak,2048,4194304,64,65536,AS1,1,4,3,1083,9.25241e-09,5.66136,0.591636,0.0225482,4.4627,0.225364,0.197981,216674
weak,2048,4194304,64,65536,AS2,2,4,3,1103,9.39658e-09,6.06435,0.60547,0.0336633,4.88362,0.173815,0.214664,216674
weak,2048,4194304,64,65536,AS1,1,4,4,1083,9.25241e-09,5.60866,0.601918,0.0169625,4.49166,0.135048,0.196621,216674
weak,2048,4194304,64,65536,AS2,2,4,4,1103,9.39658e-09,6.07171,0.609356,0.0263128,4.91733,0.143434,0.214294,216674
weak,2048,4194304,64,65536,AS1,1,4,5,1083,9.25241e-09,5.66522,0.610874,0.0346113,4.53109,0.146401,0.193621,216674
weak,2048,4194304,64,65536,AS2,2,4,5,1103,9.39658e-09,6.10795,0.604999,0.0196763,4.90116,0.197489,0.217152,216674
