scaling,grid_size,unknowns,processes,local_unknowns,method,overlap,sgs_sweeps,repeat,iterations,relative_residual,total_time,spmv_time,halo_time,preconditioner_time,reduction_time,vector_time,job_id
strong,2048,4194304,32,131072,AS1,1,4,1,1072,9.48762e-09,8.02015,0.80653,0.0249674,6.13398,0.271216,0.501978,216672
strong,2048,4194304,32,131072,BJ,0,4,1,1102,9.23498e-09,5.88231,0.511583,0.0189364,4.62482,0.103958,0.366376,216672
strong,2048,4194304,32,131072,AS1,1,4,2,1072,9.48762e-09,8.04189,0.809813,0.0172982,6.09294,0.332149,0.501743,216672
strong,2048,4194304,32,131072,BJ,0,4,2,1102,9.23498e-09,5.88725,0.487818,0.010544,4.6219,0.115962,0.383443,216672
strong,2048,4194304,32,131072,AS1,1,4,3,1072,9.48762e-09,8.01995,0.816908,0.0418393,6.12013,0.277675,0.500427,216672
strong,2048,4194304,32,131072,BJ,0,4,3,1102,9.23498e-09,5.87004,0.496591,0.0228845,4.62356,0.109534,0.365789,216672
strong,2048,4194304,32,131072,AS1,1,4,4,1072,9.48762e-09,8.03098,0.808901,0.0190179,6.26181,0.145982,0.50023,216672
strong,2048,4194304,32,131072,BJ,0,4,4,1102,9.23498e-09,5.86019,0.496472,0.0154699,4.53692,0.192429,0.365864,216672
strong,2048,4194304,32,131072,AS1,1,4,5,1072,9.48762e-09,8.04594,0.825869,0.00921967,5.99321,0.374062,0.53478,216672
strong,2048,4194304,32,131072,BJ,0,4,5,1102,9.23498e-09,5.87902,0.495917,0.0237616,4.62445,0.123806,0.361501,216672
