scaling,grid_size,unknowns,processes,local_unknowns,method,overlap,sgs_sweeps,repeats,mean_iterations,mean_relative_residual,mean_total_time,std_total_time,min_total_time,max_total_time,mean_spmv_time,mean_halo_time,mean_preconditioner_time,mean_reduction_time,mean_vector_time,job_id
strong,512,262144,32,8192,AS1,1,4,3,295,7.55314e-09,0.160276,0.0030431,0.157799,0.164562,0.014329,0.00342708,0.129913,0.0107084,0.00544328,213293
strong,512,262144,32,8192,AS2,2,4,3,294,8.03923e-09,0.178111,0.0049081,0.17117,0.181615,0.01399,0.00395012,0.144442,0.0147011,0.00580152,213293
strong,512,262144,32,8192,BJ,0,4,3,324,9.77187e-09,0.150465,0.00226025,0.148316,0.153589,0.0156034,0.00518393,0.114492,0.0122095,0.00633795,213293
strong,1024,1048576,32,32768,AS1,1,4,3,562,8.79959e-09,1.1024,0.00114351,1.10082,1.10348,0.0794766,0.00974217,0.91809,0.0442902,0.0406879,213293
strong,1024,1048576,32,32768,AS2,2,4,3,571,9.77984e-09,1.17834,0.00343108,1.17373,1.18196,0.0822179,0.0084626,0.990572,0.0451277,0.0414048,213293
strong,1024,1048576,32,32768,BJ,0,4,3,596,8.20908e-09,1.04139,0.00488956,1.03577,1.04769,0.0842559,0.0112023,0.839638,0.0447179,0.0437419,213293
