scaling,grid_size,unknowns,processes,local_unknowns,method,overlap,sgs_sweeps,repeats,mean_iterations,mean_relative_residual,mean_runtime,std_runtime,min_runtime,max_runtime,job_id
strong,512,262144,4,65536,AS1,1,4,5,288,8.47553e-09,1.21306,0.101364,1.05942,1.36216,211478
strong,512,262144,4,65536,AS2,2,4,5,292,8.75927e-09,1.1534,0.221356,0.831752,1.38795,211478
strong,512,262144,4,65536,BJ,0,4,5,299,9.16747e-09,1.09772,0.0972031,1.00232,1.27886,211478
strong,1024,1048576,4,262144,AS1,1,4,5,553,9.99784e-09,9.47656,0.554716,8.53654,10.1488,211478
strong,1024,1048576,4,262144,AS2,2,4,5,578,9.9035e-09,9.59772,0.951112,7.79979,10.5768,211478
strong,1024,1048576,4,262144,BJ,0,4,5,577,9.65072e-09,8.41327,0.230075,7.9914,8.65101,211478
strong,2048,4194304,4,1048576,AS1,1,4,5,1069,8.42689e-09,72.3067,0.582983,71.3769,72.9504,211478
strong,2048,4194304,4,1048576,AS2,2,4,5,1115,9.20774e-09,76.1877,0.406424,75.6482,76.7774,211478
strong,2048,4194304,4,1048576,BJ,0,4,5,1146,9.85032e-09,67.6507,0.877802,66.715,69.3171,211478
