scaling,grid_size,unknowns,processes,local_unknowns,method,overlap,sgs_sweeps,repeat,iterations,relative_residual,total_time,spmv_time,halo_time,preconditioner_time,reduction_time,vector_time,job_id
strong,512,262144,32,8192,BJ,0,4,1,324,9.77187e-09,0.108216,0.00825441,0.00218186,0.0819502,0.008854,0.00427258,216359
strong,512,262144,32,8192,AS1,1,4,1,295,7.55314e-09,0.115572,0.00757975,0.00203619,0.0935779,0.00628306,0.00350515,216359
strong,512,262144,32,8192,AS2,2,4,1,294,8.03923e-09,0.173268,0.00671402,0.00117322,0.101236,0.0568783,0.00396283,216359
strong,512,262144,32,8192,BJ,0,4,2,324,9.77187e-09,0.110461,0.00873677,0.00254997,0.0827313,0.0101255,0.00383407,216359
strong,512,262144,32,8192,AS1,1,4,2,295,7.55314e-09,0.116274,0.00705928,0.00156181,0.0918651,0.00932566,0.00344686,216359
strong,512,262144,32,8192,AS2,2,4,2,294,8.03923e-09,0.126804,0.00737343,0.0018118,0.103532,0.00780809,0.00351301,216359
strong,512,262144,32,8192,BJ,0,4,3,324,9.77187e-09,0.108397,0.00848102,0.00220506,0.0819832,0.00876423,0.00427304,216359
strong,512,262144,32,8192,AS1,1,4,3,295,7.55314e-09,0.115594,0.00883888,0.00153911,0.0928359,0.00600543,0.00347003,216359
strong,512,262144,32,8192,AS2,2,4,3,294,8.03923e-09,0.12614,0.00679996,0.00112376,0.100769,0.0102732,0.0038504,216359
strong,512,262144,32,8192,BJ,0,4,4,324,9.77187e-09,0.10946,0.0102339,0.00412414,0.0819998,0.00836497,0.0038339,216359
strong,512,262144,32,8192,AS1,1,4,4,295,7.55314e-09,0.115128,0.00670888,0.00115883,0.091328,0.0087221,0.00388248,216359
strong,512,262144,32,8192,AS2,2,4,4,294,8.03923e-09,0.126804,0.00659592,0.00108595,0.101391,0.0104303,0.00390911,216359
strong,512,262144,32,8192,BJ,0,4,5,324,9.77187e-09,0.108924,0.00835906,0.00225161,0.0820313,0.00856212,0.00506101,216359
strong,512,262144,32,8192,AS1,1,4,5,295,7.55314e-09,0.116365,0.00691555,0.00131538,0.091422,0.00956824,0.00395911,216359
strong,512,262144,32,8192,AS2,2,4,5,294,8.03923e-09,0.127198,0.00675745,0.00122843,0.101681,0.00966923,0.00460429,216359
